Variable:,pr
,India,"Andaman and Nicobar","Andhra Pradesh",Assam,Delhi,Goa,Gujarat,Haryana,"Himachal Pradesh",Karnataka,Kerala,Lakshadweep,Maharashtra,Manipur,Meghalaya,Mizoram,Nagaland,Orissa,Punjab,Rajasthan,Sikkim,"Tamil Nadu",Tripura,"West Bengal","Arunachal Pradesh",Bihar,Chandigarh,Chhattisgarh,"Dadra and Nagar Haveli","Daman and Diu",Jharkhand,"Madhya Pradesh",Puducherry,"Uttar Pradesh",Uttarakhand,"Administrative unit not available","Administrative unit not available","Administrative unit not available","Administrative unit not available","Administrative unit not available","Administrative unit not available","Administrative unit not available","Administrative unit not available","Administrative unit not available","Administrative unit not available"
1965,906.00,3219.19,744.45,2228.51,536.23,2417.59,606.86,441.95,581.45,804.16,1659.47,1733.70,914.66,1951.59,3380.52,2845.25,1829.62,1166.68,449.93,341.70,1347.18,964.37,2537.53,1641.45,1590.09,1332.63,606.80,1002.56,1710.46,717.40,1115.43,729.63,1569.60,837.04,837.76,223.21,349.53,563.59,596.08,611.22,518.32,689.23,677.77,648.09,714.83
1966,984.48,2973.34,944.43,2375.32,746.19,2393.06,539.25,628.30,833.86,1115.02,1991.18,1513.50,924.30,2066.80,3399.21,2818.44,2049.59,1125.65,683.65,410.30,1547.77,1314.74,2440.81,1306.42,1796.00,1180.17,934.80,1091.64,1322.85,766.70,907.42,829.01,1828.66,832.74,949.72,316.21,467.53,749.61,823.15,829.43,720.90,918.72,987.15,960.53,929.29
1967,1061.24,3595.13,803.82,2015.94,897.17,2887.14,779.59,735.64,716.20,1013.07,2465.76,1788.70,1027.17,1872.11,3199.86,2623.73,1689.84,1281.76,687.36,580.76,1296.35,1092.94,2465.33,1477.59,1371.98,1090.58,957.40,1292.80,1450.13,864.38,1223.64,1097.31,2110.98,1110.34,1015.26,237.55,407.95,638.21,689.85,702.15,605.21,781.80,821.67,799.66,788.34
1968,962.24,2693.26,724.44,2388.31,619.15,2199.92,514.84,504.62,632.74,953.55,2545.77,1791.30,877.54,2096.39,3637.24,3130.23,1911.56,1317.03,533.19,307.79,1719.43,892.05,2916.06,1759.74,1653.91,1238.72,758.10,1090.94,1319.78,767.82,1185.64,923.68,1515.73,898.26,947.28,202.76,316.99,477.26,524.32,529.10,490.85,593.59,729.52,696.18,633.47
1969,1035.27,2924.26,981.00,2194.88,666.41,2417.89,515.41,515.32,693.03,1014.31,2125.74,1563.40,1044.27,1939.67,3362.73,2840.94,1776.04,1276.58,508.02,364.01,1409.23,1003.03,2496.60,1658.31,1497.51,1266.18,747.00,1297.85,1571.80,641.05,1301.71,1093.94,1727.79,990.10,1055.90,283.84,361.69,549.96,583.01,598.45,504.65,667.32,657.62,643.62,667.24
1970,1200.51,3558.58,944.08,2874.26,776.41,2550.71,1062.82,642.57,705.03,1007.58,1940.93,1694.30,1188.08,2546.33,4463.86,3249.60,2390.37,1468.70,641.55,546.03,1560.28,969.28,3069.45,1847.30,1774.15,1356.00,892.10,1492.44,1810.21,1353.55,1396.94,1284.22,1533.73,1198.40,1008.31,206.06,333.80,532.20,577.83,583.80,515.49,650.83,759.51,757.83,685.07
1971,1099.73,3139.76,772.05,2046.70,931.25,2247.12,672.64,738.35,821.71,951.64,2353.87,2056.40,870.73,1665.51,2748.03,2209.43,1828.90,1492.78,649.31,539.59,1884.28,1114.88,2057.49,1997.14,1619.24,1658.92,991.50,1391.09,1442.64,958.16,1820.35,1110.26,1630.92,1248.74,1333.11,234.84,292.14,410.67,478.74,479.53,469.85,539.37,716.19,722.78,569.88
1972,842.02,3521.54,704.03,1892.80,643.39,1589.02,370.44,513.28,673.16,839.30,2284.79,1438.20,581.73,1650.47,2844.01,1972.88,1623.09,1122.15,511.69,339.38,1359.44,1199.75,1887.38,1254.96,1344.78,1013.95,737.10,978.06,886.47,529.37,1018.13,786.41,1750.44,884.96,958.47,290.00,440.18,705.92,711.55,724.58,607.23,790.08,763.77,738.94,823.22
1973,1156.73,3013.05,847.93,2680.77,750.33,2041.73,778.44,650.93,842.42,1064.49,2168.19,1651.70,1108.43,2281.36,4070.55,2907.26,2199.47,1252.38,735.87,594.77,1937.57,954.54,2856.63,1848.94,1798.79,1418.42,945.10,1275.15,1636.94,809.20,1371.88,1303.32,1684.53,1156.78,1096.83,295.44,515.51,866.87,923.28,939.86,751.22,1033.11,1067.48,984.99,1040.14
1974,981.18,2719.52,818.77,2547.38,474.55,2562.74,304.73,423.72,501.69,1057.52,2273.52,1521.40,935.70,2309.47,4107.28,3230.69,2085.63,1188.93,409.50,394.76,1779.16,829.37,2949.26,1826.82,1752.53,1483.77,533.60,1085.12,1001.81,361.30,1244.42,921.57,1326.64,858.69,787.17,257.74,392.36,616.10,637.92,649.56,530.91,700.53,638.04,606.32,703.05
1975,1215.22,2779.78,1091.37,2434.70,840.72,2980.65,849.91,710.73,844.25,1326.58,2784.04,1836.80,1267.40,2132.30,3707.00,2671.88,2013.86,1412.09,769.56,714.47,1768.18,1104.05,2376.29,1629.90,1551.28,1361.94,983.20,1416.18,1937.42,884.45,1227.16,1168.93,2000.40,1101.39,1178.38,285.35,485.56,813.41,904.67,909.85,779.17,1009.61,1191.69,1095.20,1051.10
1976,1058.78,2972.83,890.63,2171.11,769.99,2273.65,911.10,706.72,884.20,799.96,1851.99,1511.90,1006.16,2072.86,3562.68,2993.91,1732.47,1330.33,817.05,564.85,1579.92,981.36,2734.43,1585.82,1426.85,1255.35,1049.50,1218.54,2093.65,1020.54,1253.98,1043.23,1549.70,964.88,1037.34,286.06,464.23,772.67,909.07,912.32,777.13,1021.95,1208.10,1088.03,1051.08
1977,1165.12,2565.13,895.88,2627.49,912.72,2630.89,830.76,787.24,877.89,1191.01,2805.61,1750.70,1010.01,2169.70,3770.57,2782.73,2167.47,1414.80,721.64,652.26,1686.50,1404.34,2617.74,1796.16,1857.01,1252.36,1015.50,1304.78,1590.54,939.71,1495.75,1144.39,2232.50,1016.72,1069.21,280.18,349.75,496.36,580.09,578.39,564.90,650.78,838.41,830.13,698.64
1978,1165.29,2903.38,1115.95,2161.44,855.66,2226.59,707.66,750.67,942.80,1180.81,2422.10,1766.60,1013.43,1678.14,3183.56,2295.28,1708.63,1426.55,815.03,602.13,1885.95,1141.87,2241.20,1958.80,1647.50,1444.01,1076.60,1412.81,1236.15,987.57,1574.57,1188.67,2183.00,1094.67,1164.91,301.29,470.13,741.69,864.49,868.62,767.98,970.07,1170.29,1082.35,990.73
1979,1016.51,1916.00,847.25,2371.38,486.41,2180.93,793.87,440.93,663.41,1108.60,2404.01,1747.10,1082.09,2073.05,3754.24,2597.07,1903.34,1071.48,537.98,428.44,1599.52,1194.80,2476.65,1575.20,1519.35,1233.78,689.60,1145.94,1564.49,1346.36,1052.71,1001.86,2015.78,780.85,828.65,236.00,397.06,641.27,677.76,691.75,591.34,772.86,799.85,775.16,795.21
1980,1033.04,3670.37,796.55,2188.41,783.01,2469.54,765.89,659.37,848.47,1034.75,2192.04,1414.40,954.96,1820.20,3154.24,2503.22,1825.44,1420.64,768.51,384.63,1658.21,826.72,2440.74,1614.54,1742.04,1151.17,1050.50,1264.43,1399.30,1241.53,1242.09,989.12,1670.92,1134.39,1156.82,240.83,422.34,699.06,802.38,803.89,703.51,900.68,1076.06,1003.27,938.20
1981,1120.51,3175.94,968.15,2303.37,676.05,2458.91,856.20,600.56,724.46,1146.01,2584.83,1729.20,1182.72,1988.46,3398.20,3199.96,1840.23,1279.37,646.91,464.19,1501.50,1163.62,2863.42,1786.33,1480.85,1329.58,845.30,1311.39,1929.51,1032.61,1294.55,1072.10,1914.09,1026.52,963.98,277.00,486.32,800.73,850.87,870.78,703.62,966.41,944.17,884.54,961.20
1982,964.36,2715.21,803.39,2134.35,764.17,2430.28,553.07,694.29,752.30,956.64,1828.75,1560.90,865.98,1962.48,3450.76,2654.55,1768.85,1248.02,684.15,521.22,1197.42,770.86,2546.65,1331.07,1375.91,1040.17,859.40,1223.47,1397.85,750.72,1099.45,918.91,1475.52,980.08,997.97,243.99,448.83,673.72,778.37,793.45,703.47,898.98,918.42,891.49,856.94
1983,1180.59,3235.69,1101.74,2335.93,803.10,3202.35,915.66,696.88,848.49,1166.39,2173.04,1398.40,1275.68,2123.60,3710.29,3218.39,1949.06,1377.66,709.44,588.96,1454.14,1127.27,3217.55,1751.21,1463.52,1238.89,922.00,1313.37,2018.35,1468.01,1220.59,1165.84,2061.81,1066.24,1198.00,278.50,451.31,711.60,825.95,836.85,728.92,947.81,1008.68,953.46,948.90
1984,1008.61,3253.96,672.86,2553.09,612.14,1993.49,669.14,563.85,791.18,904.00,2052.24,1341.50,855.57,2078.74,4338.75,2961.98,1882.32,1306.82,714.86,397.94,1954.87,1031.32,3055.77,2050.05,1595.87,1450.59,942.60,1090.85,1573.06,835.79,1401.50,911.86,1580.01,909.11,888.67,239.65,397.03,641.18,747.16,744.55,661.08,831.85,1036.86,945.81,879.00
1985,1023.80,2763.93,789.40,2336.24,867.46,1708.11,466.19,701.91,864.09,844.56,2005.53,1385.60,850.94,1975.76,3498.64,2789.58,1816.33,1352.26,685.68,410.63,1673.95,1034.25,2639.48,1532.13,1619.40,1466.94,1013.80,1293.40,1047.12,501.96,1276.60,1039.73,1651.84,1192.19,1211.12,265.72,359.50,523.96,596.42,594.21,566.80,660.88,842.25,816.52,700.00
1986,1000.46,2473.56,841.62,2390.26,585.00,1644.18,493.09,523.17,756.11,907.48,2080.72,1540.70,839.68,1981.75,3627.45,2632.67,1853.71,1524.40,620.52,406.86,1389.26,975.36,2556.52,1796.48,1478.82,1197.21,810.20,1235.58,1124.81,666.44,1271.12,934.86,1628.92,958.69,1009.25,284.94,474.24,792.46,836.53,853.89,691.83,952.20,923.12,864.34,968.24
1987,950.36,2784.48,856.97,2644.06,457.34,1647.45,318.10,385.82,578.54,849.74,1973.56,1295.40,878.71,2349.27,4262.34,3380.85,2064.15,1054.79,418.00,270.20,1671.75,1014.03,3140.68,1743.97,1547.88,1539.67,542.80,1126.76,1188.93,412.59,1346.59,840.62,1551.41,852.96,800.39,259.22,398.76,628.20,656.50,669.89,585.24,744.97,700.42,684.62,755.30
1988,1193.30,3376.38,1039.09,3026.11,912.00,3055.80,797.41,769.66,995.56,1219.85,2723.98,1508.60,1293.54,2592.55,4850.64,3182.34,2492.34,1304.16,912.25,500.72,1665.23,1252.92,3002.51,1812.30,1812.19,1260.68,1214.20,1223.92,1980.54,1106.71,1230.30,1000.96,2064.07,1023.83,1156.18,309.96,500.76,807.20,924.26,924.82,823.44,1025.14,1243.03,1202.72,1051.74
1989,982.16,2704.67,966.98,2210.90,719.15,1995.48,613.35,592.18,713.51,939.78,2201.85,1870.40,918.61,1850.82,3225.67,2319.89,1819.66,1401.11,646.72,383.10,1580.66,1037.32,2076.47,1522.91,1580.13,1160.07,831.40,1213.88,1535.37,929.84,1161.69,801.81,1698.06,931.70,989.73,218.93,376.39,610.10,666.58,668.34,601.27,740.90,909.75,867.84,786.65
1990,1191.77,2681.86,1031.94,2680.20,875.17,1645.70,757.62,752.28,950.84,822.52,1831.52,1208.20,1158.50,2325.71,4009.57,3146.08,2206.65,1596.05,868.97,504.69,1598.41,965.01,3044.61,1883.06,1833.40,1258.65,1157.90,1552.17,1957.11,859.96,1473.71,1346.72,1573.71,1183.73,1234.63,332.41,485.58,727.86,860.36,864.00,781.84,965.05,1166.09,1103.30,972.27
1991,986.16,3183.26,972.30,2656.60,561.49,1802.26,435.59,471.67,621.91,1002.51,2378.21,1691.40,792.38,2196.86,3886.60,2981.89,2232.07,1397.70,539.80,312.69,1673.82,977.22,2856.29,1799.65,1918.00,1146.13,754.40,1296.51,1198.16,530.02,1324.61,834.85,1767.54,826.95,789.30,191.16,347.43,562.69,622.85,633.99,545.47,713.38,740.30,723.26,722.53
1992,915.33,2975.47,823.02,2133.87,578.92,2258.21,675.94,543.84,796.25,962.08,2089.99,1703.50,882.55,1779.99,3024.63,2004.47,1823.60,1305.11,716.63,392.28,1398.69,954.09,1821.95,1423.05,1496.86,854.75,864.80,1040.03,1578.89,990.03,910.21,770.68,1596.38,781.71,817.42,288.51,453.96,691.27,800.97,804.22,728.51,900.10,1056.11,1023.28,924.39
1993,1013.56,2753.54,779.23,2607.60,784.51,2232.93,597.70,631.78,678.06,999.55,2191.57,1773.60,1025.99,2251.70,4119.49,3053.85,2148.15,1290.34,600.66,469.94,1456.36,1124.80,3058.78,1812.56,1768.51,952.96,882.50,1113.36,1564.08,709.50,1104.78,869.78,1893.43,858.38,1021.55,225.12,378.70,605.50,669.50,671.45,599.13,740.57,837.56,792.79,760.93
1994,1096.83,3509.82,936.83,2013.64,818.30,2715.94,937.89,658.85,693.57,1136.94,2523.45,1738.40,1159.40,1773.75,2774.83,2281.74,1717.43,1271.68,592.41,581.53,1255.44,991.68,2090.46,1354.88,1468.34,1007.94,832.10,1326.16,1875.39,961.55,1055.07,1287.96,1939.86,1071.33,982.79,244.31,437.34,717.17,752.87,762.33,653.68,837.57,912.00,828.18,891.24
1995,1087.53,3391.04,1131.64,2447.05,755.38,3616.04,496.21,666.44,898.44,1236.89,2241.20,1705.10,1042.00,2019.01,3686.79,2580.55,2054.56,1236.46,814.25,547.46,1413.70,915.48,2433.01,1720.40,1843.13,1103.90,976.50,1232.45,1222.25,542.44,1101.86,1073.11,1645.91,931.03,1017.72,297.40,459.96,734.90,858.17,860.37,770.29,968.52,1234.46,1133.30,1010.60
1996,1056.67,3478.86,1019.27,2214.57,834.50,1747.68,772.35,757.80,861.97,1019.74,2131.46,1574.00,1002.29,1892.56,3195.05,2536.33,1879.89,1013.17,822.75,594.80,1533.76,965.03,2366.34,1517.78,1753.37,1104.59,1064.80,1136.64,1816.74,1016.17,1087.62,1031.41,1814.48,1088.34,1002.51,333.23,568.74,908.51,981.42,991.25,857.88,1085.49,1175.09,1138.61,1110.61
1997,1072.24,3027.03,937.84,2154.55,674.82,2608.21,795.91,621.79,815.02,1111.33,2570.91,1885.50,1017.55,1907.75,3148.35,2708.48,1797.59,1399.15,737.66,496.87,1684.76,1287.76,2434.77,1716.98,1611.40,1218.29,961.20,1095.10,1723.54,1112.55,1203.06,1012.10,2249.82,931.39,962.96,242.47,441.69,696.92,841.47,839.69,754.70,934.48,1139.39,1059.32,946.27
1998,1132.36,2898.94,1011.97,2587.29,767.03,2202.97,891.54,622.50,647.67,1186.29,2812.39,1781.20,1042.07,2206.12,3827.41,3048.81,2184.58,1461.79,590.86,484.20,1864.22,1250.57,2884.48,1788.17,1923.34,1355.56,835.60,1171.32,1906.73,1336.18,1221.80,1011.87,2150.20,1058.31,973.96,220.96,401.41,661.67,710.31,726.35,599.61,811.17,781.95,729.02,817.00
1999,1013.19,3026.00,735.00,2275.32,503.23,2111.24,532.88,441.27,679.77,940.08,1997.91,1888.30,984.73,1883.92,3553.71,2874.34,1782.99,1299.38,475.28,347.89,2039.82,937.60,2558.51,1897.48,1630.00,1409.52,697.00,1195.57,1216.14,659.57,1224.33,1155.68,1515.99,1019.51,898.65,270.89,400.56,622.21,646.31,653.70,565.77,706.92,731.03,708.95,728.54
2000,992.65,2944.48,976.91,2521.35,620.84,2158.00,608.03,560.53,845.80,1046.84,2289.05,1636.90,885.51,2134.83,3768.42,2889.74,2023.79,1031.21,613.39,369.53,1888.62,1149.75,2712.16,1660.05,1801.22,1156.85,905.60,1072.57,1457.80,930.71,964.20,840.06,1797.87,884.40,1171.01,313.26,384.28,561.88,632.38,631.90,578.20,692.94,822.83,775.22,724.46
2001,981.89,3007.52,859.87,2456.00,537.61,1466.38,632.97,518.59,704.98,820.03,2168.51,1511.70,794.36,1986.12,3661.20,2588.64,1985.36,1337.85,608.71,492.07,1822.34,983.46,2518.75,1643.96,1694.16,1299.74,783.70,1241.47,1269.62,855.42,1156.93,912.42,1523.74,838.08,801.32,236.42,345.48,517.05,597.06,597.99,547.50,665.72,832.32,796.39,692.93
2002,874.78,2622.46,741.06,2245.81,442.62,1528.43,394.09,385.81,747.38,802.56,1818.69,1180.60,761.44,1949.40,3322.06,2663.57,1871.90,1218.54,480.59,212.92,1652.25,960.00,2436.29,1768.44,1737.38,1224.13,711.10,1036.20,1058.68,527.66,1090.97,788.46,1595.07,773.35,939.44,322.27,387.32,568.22,610.21,615.90,553.86,678.73,738.00,722.36,706.79
2003,1006.28,2534.02,797.12,2235.31,866.11,1558.99,803.05,726.69,761.12,797.22,2005.92,1625.60,833.34,1827.80,3260.51,2462.32,1790.75,1455.13,731.18,518.20,1727.55,969.42,2249.06,1665.25,1567.65,1257.35,951.40,1197.49,1498.90,1028.64,1080.98,989.74,1518.46,942.67,969.97,289.35,510.87,860.42,904.17,920.72,763.99,1017.87,1051.96,963.34,1041.69
2004,979.45,3181.51,784.75,2338.11,406.31,1889.19,746.37,413.69,610.09,976.87,2440.29,1549.60,962.52,2017.96,3335.77,2676.05,1990.52,1191.23,514.49,378.29,1717.24,1199.30,2510.11,1597.26,1809.88,1325.59,635.50,1183.98,2007.13,1075.47,1154.31,894.10,1822.54,773.71,594.91,226.98,388.60,620.68,672.08,683.92,585.60,760.81,797.89,752.78,768.53
2005,1053.77,3716.73,1116.11,1996.07,585.34,3057.50,874.01,540.52,703.19,1252.09,2134.04,1420.00,1251.35,1635.30,2805.72,2236.22,1655.82,1383.28,635.19,427.11,1388.18,1186.01,2061.87,1529.73,1429.82,1064.03,832.30,1185.14,2154.89,1011.79,1050.31,942.66,2086.29,770.69,811.45,239.70,413.32,671.36,720.54,733.83,625.71,819.42,887.66,832.13,833.32
2006,1128.02,3123.92,1101.18,2025.83,700.20,2601.94,942.24,650.95,959.03,1127.00,2304.60,1688.10,1343.26,1682.76,2595.01,2257.15,1678.84,1568.28,886.46,454.64,1521.32,1066.25,1770.61,1750.61,1551.25,1190.28,1097.30,1281.60,2299.40,1168.09,1289.59,1136.72,1775.75,824.80,903.76,303.54,567.60,928.49,1065.43,1065.67,950.22,1180.02,1413.12,1354.03,1208.71
2007,1078.90,2721.57,918.25,2372.36,611.93,2979.95,858.37,555.32,689.89,1300.08,2862.32,1458.50,1095.01,2011.71,3426.95,2682.10,1970.84,1387.48,618.95,459.65,1633.74,1139.01,2515.19,1992.78,1729.42,1236.84,804.30,1173.04,2015.87,1126.96,1348.07,903.47,2047.11,795.17,825.92,230.32,366.84,573.63,670.26,675.74,598.13,763.09,863.53,808.10,775.27
2008,1104.69,3926.16,996.25,2421.72,643.28,2117.96,745.83,632.29,821.97,1170.54,2654.32,1739.00,988.99,1901.93,3254.73,2395.72,2048.07,1473.29,745.93,481.48,1862.43,1335.13,2214.58,1795.79,1765.91,1328.24,969.40,1277.27,1715.24,1210.10,1305.78,980.74,2297.87,998.45,832.13,258.82,433.84,688.15,789.85,797.33,698.17,893.25,1043.23,972.14,921.94
2009,946.89,2680.04,829.84,1800.67,571.26,2598.69,725.21,476.81,540.63,1197.92,2445.05,1383.50,1104.56,1722.44,2641.54,2180.31,1709.00,1169.83,450.89,370.35,1320.42,1085.14,2018.81,1501.43,1462.51,1056.19,653.90,1030.69,1659.35,1165.00,1003.37,907.38,2045.72,706.82,733.41,189.91,349.25,587.95,603.02,619.63,502.66,687.79,649.23,593.41,698.42
2010,1187.09,3228.68,1323.67,2578.79,783.91,2980.03,1253.01,682.81,729.05,1247.59,2585.49,1850.90,1402.21,2096.05,3722.62,2569.82,2194.56,1479.89,707.55,595.90,1817.58,1326.96,2491.76,1636.57,1945.60,1171.91,882.50,1323.90,2589.93,1967.86,969.34,938.96,2118.68,653.49,882.59,282.19,484.07,887.64,904.30,919.38,740.22,1010.67,1063.46,932.08,1067.63
2011,1089.24,3492.29,790.16,1804.17,806.08,2454.86,751.34,720.36,840.31,1101.94,2122.54,1485.20,1089.00,1703.76,2527.98,2419.07,1607.30,1329.12,779.95,515.00,1898.39,1092.35,1852.09,1678.93,1391.13,1518.04,1022.90,1243.79,2035.49,1157.59,1414.61,1164.31,1944.04,1208.62,1143.43,251.78,397.03,640.59,726.61,730.02,649.88,816.57,1009.51,955.03,845.83
2012,1018.89,3477.63,933.93,2190.88,815.62,1644.98,531.50,673.85,653.10,803.90,1561.08,1390.70,921.54,1971.27,3130.13,2554.56,1956.45,1378.48,651.77,494.89,1431.23,860.52,2258.47,1427.96,1710.25,1346.82,856.40,1429.14,1246.73,521.66,1266.38,1045.12,1435.33,1132.94,885.73,202.80,349.78,555.37,634.46,636.22,564.21,703.87,820.63,792.55,717.03
2013,1196.86,3383.51,1066.01,2198.26,822.01,2295.87,862.81,767.30,915.59,1106.48,2254.69,1535.30,1220.03,1720.76,2969.22,2234.15,1850.52,1340.79,853.48,646.06,1639.06,987.57,2100.46,1615.06,1681.63,1306.29,1124.80,1426.03,1887.83,1015.17,1310.82,1527.86,1740.37,1176.88,1116.31,242.95,456.91,759.05,860.27,864.05,767.46,964.65,1161.29,1101.11,1009.66
2014,999.89,3044.67,843.08,1849.63,529.65,2451.22,819.33,523.63,769.17,1188.62,2460.09,1253.60,1009.55,1565.83,2716.79,1976.32,1515.15,1388.93,684.54,450.14,1333.87,1056.36,1944.37,1426.26,1281.15,851.60,858.20,1228.73,1977.19,1146.13,1223.97,1008.37,1889.69,823.82,857.71,214.42,412.80,671.11,804.08,802.34,711.32,888.22,1030.22,1025.21,885.67
2015,1085.10,2988.46,890.02,2293.47,641.47,1604.35,660.81,623.53,1003.68,932.42,2506.13,1865.60,944.67,1991.13,3569.41,2871.56,1932.73,1258.95,807.13,549.63,1539.29,1522.47,2729.83,1786.67,1624.87,1228.62,982.50,1309.20,1239.33,826.57,1209.96,1026.32,2369.16,920.63,1202.13,364.52,602.01,951.00,1064.80,1079.10,928.35,1204.65,1258.52,1202.24,1214.21
2016,1065.11,3637.20,929.87,2030.19,652.88,2095.76,675.45,604.60,698.47,938.81,1645.68,957.20,1079.66,1823.93,3082.06,2377.95,1760.93,1409.93,658.93,560.58,1665.82,729.28,2220.15,1652.54,1631.58,1358.04,856.10,1373.22,1735.54,862.73,1369.12,1222.57,1416.04,1044.69,872.67,187.84,337.48,537.33,626.98,627.90,563.92,701.08,885.21,821.91,741.85
2017,1108.30,3320.99,963.55,2481.77,766.80,1786.16,857.79,640.74,898.52,1079.15,2259.05,1836.60,1033.69,2204.44,3914.51,3224.49,2002.05,1369.27,690.95,479.78,1604.95,1185.17,3116.37,1865.54,1670.28,1199.35,978.10,1300.72,2010.75,1114.10,1256.17,945.27,1851.62,1007.60,1256.41,356.08,470.67,646.16,754.56,757.78,693.28,833.82,916.11,895.82,831.32
2018,974.76,3506.83,797.03,1781.36,775.71,1767.07,511.94,664.31,790.07,912.75,2269.73,1326.40,872.70,1628.47,2647.07,2173.18,1572.38,1498.74,664.69,467.49,1375.55,980.52,2020.61,1359.07,1501.08,1155.09,946.10,1268.15,1295.20,720.40,1173.03,992.26,1710.55,1010.81,1050.84,253.00,357.44,501.77,609.62,605.81,570.43,671.76,846.23,833.35,690.31
2019,1244.56,2905.48,1014.85,2009.36,655.05,3819.41,956.07,592.79,868.26,1394.03,2461.99,2130.10,1467.26,1705.31,3001.91,2325.15,1654.24,1670.79,719.73,646.71,1576.31,1074.85,2149.83,1587.30,1482.58,1203.42,943.50,1601.32,2347.68,1207.26,1310.34,1500.69,1852.47,1056.63,1115.23,284.41,471.85,734.15,850.72,859.26,752.69,961.34,1067.68,1009.42,960.07
2020,1168.82,3142.94,1102.54,2437.59,650.47,3208.92,823.07,614.39,737.07,1344.10,2577.79,1958.90,1350.20,1998.63,3741.14,2638.65,2048.38,1480.36,752.98,492.85,1733.47,1111.47,2596.44,1842.08,1734.50,1336.06,894.50,1392.25,2325.41,1189.99,1333.56,1044.11,1922.50,908.88,809.01,246.47,450.72,742.64,832.64,839.84,726.18,932.04,1053.54,984.50,950.37
