Variable:,pr
,Algeria,Adrar,Ain-Defla,Ain-Temouchent,Alger,Annaba,Batna,Bechar,Bejaia,Biskra,Blida,"Bordj Bou Arrer",Bouira,Boumerdes,Chlef,Constantine,Djelfa,"El Bayadh","El Oued",El-Tarf,Ghardaia,Guelma,Illizi,Jijel,Khenchela,Laghouat,Mascara,Medea,Mila,Mostaganem,M'Sila,Naama,Oran,Ouargla,"Oum El Bouaghi",Relizane,Saida,Setif,"Sidi Bel Abbes",Skikda,Souk-Ahras,Tamanrasset,Tebessa,Tindouf,Tiaret,Tipaza,Tissemsilt,"Tizi Ouzou",Tlemcen
1968,72.87,9.17,529.17,408.60,565.50,471.96,312.70,55.27,496.39,175.92,569.83,442.45,501.69,566.63,422.08,403.89,274.52,149.65,79.77,478.39,55.38,450.31,15.37,482.65,247.68,221.67,419.95,529.13,427.00,409.76,340.77,241.86,380.71,24.71,368.06,413.97,420.24,424.33,398.67,460.60,476.57,29.88,295.92,36.34,402.46,561.42,498.67,533.20,427.11
1969,95.95,8.18,682.50,570.01,708.76,742.44,564.95,63.46,776.52,337.30,719.63,737.80,758.56,735.93,661.23,726.95,434.40,180.75,169.36,734.41,67.64,751.41,9.35,766.86,487.52,318.64,563.77,702.47,698.26,569.12,572.53,284.17,555.51,44.51,673.12,584.55,551.92,702.56,521.46,766.09,730.32,15.70,522.42,32.63,559.18,713.21,685.14,783.59,538.72
1970,57.34,5.34,493.51,232.73,562.34,531.49,315.98,33.40,554.05,160.04,550.00,477.12,538.27,590.04,394.37,461.21,268.08,86.45,62.27,518.61,35.40,497.80,8.78,524.35,214.03,185.96,262.22,510.87,450.83,294.10,363.10,109.73,245.52,20.03,382.33,307.39,231.97,461.58,205.95,533.37,468.58,11.83,235.54,57.18,333.34,535.11,460.36,575.61,228.04
1971,89.01,16.29,603.56,514.83,600.75,715.96,393.81,115.00,572.29,226.45,609.61,511.23,547.73,586.06,577.17,587.16,327.81,206.54,98.29,725.42,76.75,670.82,12.44,595.53,316.27,286.38,532.99,573.81,532.58,542.22,402.84,315.59,489.70,34.17,521.25,556.59,534.27,510.13,495.30,664.21,677.22,15.13,359.49,32.44,547.44,637.46,605.22,585.36,527.58
1972,93.08,8.49,655.64,446.60,699.24,700.49,541.67,54.76,776.84,332.99,709.49,743.54,770.07,734.29,582.23,674.19,442.32,165.17,158.19,695.77,79.66,700.88,15.99,720.30,449.43,322.40,446.05,693.60,645.26,453.32,580.50,218.52,419.19,47.22,601.49,487.28,455.68,696.28,419.63,716.78,682.58,16.77,459.07,47.97,530.52,685.19,655.48,793.42,441.74
1973,80.93,7.49,694.27,457.49,756.34,723.87,414.11,46.24,771.96,239.99,772.99,680.02,779.32,794.14,543.32,581.44,391.87,143.33,120.17,761.64,54.51,661.92,7.15,651.17,351.18,253.46,415.81,751.11,553.76,417.53,513.96,231.92,407.85,33.94,525.10,437.01,414.15,599.91,411.78,665.09,688.12,10.79,417.52,47.50,466.23,711.18,665.86,821.79,460.86
1974,78.43,10.47,607.80,413.12,641.13,516.93,318.35,69.20,580.60,174.22,656.82,507.43,620.62,655.00,523.39,446.62,310.64,193.38,76.50,513.24,55.21,487.69,21.70,517.37,233.55,244.81,400.96,624.59,441.48,412.00,395.92,298.77,380.13,31.24,378.63,438.47,429.29,452.59,425.29,519.40,475.35,21.45,272.52,31.65,454.69,624.36,574.58,648.05,416.39
1975,82.60,7.52,554.98,469.40,564.85,573.98,407.28,77.40,575.70,237.71,590.26,553.50,595.63,582.13,493.86,512.58,336.72,201.77,124.04,593.48,58.46,560.12,16.38,549.36,332.51,270.25,442.39,584.22,504.52,434.22,431.38,326.97,417.87,36.64,466.33,453.26,482.89,516.67,483.65,558.01,577.11,15.76,372.31,26.58,472.86,576.07,557.07,606.86,491.29
1976,109.86,14.55,621.70,507.25,653.95,794.94,579.01,97.38,745.60,325.85,692.13,717.14,707.98,672.41,518.04,773.69,428.02,241.24,184.64,803.91,90.01,824.39,27.38,804.65,522.86,362.65,490.36,694.50,744.14,468.84,537.69,375.33,453.24,64.74,728.57,497.29,539.88,714.30,542.62,814.74,855.81,24.19,591.55,34.39,546.48,633.26,622.90,743.66,579.38
1977,70.47,9.04,381.61,308.65,406.65,459.73,396.81,78.10,429.62,243.92,411.32,452.49,423.72,414.78,331.15,489.37,281.01,172.81,117.14,466.09,70.64,486.86,7.23,487.28,341.31,236.02,300.52,398.74,468.93,302.70,361.31,254.14,285.76,38.63,452.37,308.54,316.52,454.39,322.42,487.95,469.67,11.93,329.08,42.16,322.80,406.47,372.97,417.45,336.81
1978,63.07,4.53,512.19,251.25,555.16,583.70,325.51,28.30,540.40,168.29,563.67,468.64,516.44,559.25,392.69,471.05,254.09,101.79,88.30,591.89,30.17,542.53,23.26,509.66,293.62,166.03,280.65,531.86,436.06,308.23,337.48,162.90,247.35,27.54,429.05,326.24,270.28,444.58,246.64,549.38,559.96,21.04,350.64,36.17,323.78,543.24,469.61,568.01,281.37
1979,90.63,10.59,592.74,418.81,629.09,761.64,447.57,93.61,667.13,229.87,649.53,578.06,629.47,636.51,496.96,635.03,341.38,194.00,103.85,769.35,56.64,718.70,20.58,679.38,366.84,262.39,401.93,628.69,601.45,415.54,435.43,299.48,387.55,35.14,575.25,436.00,421.50,580.03,417.57,715.74,731.42,31.33,413.58,37.13,454.56,620.87,561.21,683.79,423.04
1980,89.23,17.43,474.96,362.49,545.10,629.12,438.55,93.85,598.29,287.05,544.95,550.62,592.44,576.17,400.03,567.34,373.01,188.39,132.03,629.99,94.16,602.75,13.49,623.31,363.59,308.44,311.42,530.22,558.04,321.20,445.43,253.88,323.02,49.02,506.58,338.27,332.55,538.22,349.84,625.76,598.70,21.90,381.97,66.65,377.79,513.51,449.00,606.30,373.22
1981,55.55,5.54,376.71,230.47,389.35,528.72,331.94,26.77,447.81,168.21,395.83,404.82,402.79,401.80,302.56,479.35,240.80,104.93,54.64,521.11,37.02,521.58,11.38,494.03,244.38,192.55,241.98,394.47,449.54,240.84,312.42,145.36,213.62,16.00,414.21,257.49,245.62,424.51,235.90,523.46,508.28,21.19,264.98,23.84,299.53,390.22,366.78,433.50,248.17
1982,93.41,8.82,565.16,323.94,648.29,860.07,555.13,80.38,756.25,311.47,654.42,696.37,708.77,689.47,441.33,763.44,393.07,201.23,147.77,870.29,66.19,818.60,25.51,821.33,460.91,294.32,328.33,642.25,737.00,345.95,539.36,297.77,305.02,41.73,684.02,373.63,340.59,695.77,353.97,849.06,801.27,21.41,505.18,27.47,428.29,601.96,528.85,742.29,354.02
1983,46.53,6.55,301.68,145.89,283.38,479.18,244.90,30.15,300.97,111.02,298.46,273.46,271.14,284.18,251.73,388.52,154.10,73.06,56.96,497.75,17.89,443.77,17.67,374.54,228.70,113.54,178.84,292.14,348.82,191.88,206.44,94.69,149.30,17.53,370.56,204.43,174.24,296.81,145.46,435.53,448.96,24.89,278.08,25.41,230.83,311.34,289.24,286.09,143.80
1984,74.52,5.50,603.46,288.56,681.44,922.10,456.72,28.88,769.69,228.66,681.25,628.04,662.91,717.63,494.56,730.14,316.67,131.74,119.03,909.97,29.28,833.19,13.89,814.68,360.65,214.30,354.32,645.78,691.14,384.92,442.61,187.18,293.94,32.93,618.98,414.93,337.36,644.91,298.72,874.28,806.71,14.25,422.78,28.85,429.97,638.75,572.32,771.61,295.86
1985,79.23,12.42,532.74,245.33,579.58,522.31,397.28,110.60,584.15,230.21,583.71,543.78,580.91,602.42,421.23,501.57,321.98,179.85,97.53,513.32,76.60,510.22,13.47,574.51,302.39,239.01,274.83,567.48,516.28,306.70,434.23,228.46,240.57,36.31,441.34,328.88,267.47,525.89,260.57,543.06,495.69,15.63,315.77,54.60,375.12,565.76,503.60,596.73,265.07
1986,93.78,14.62,585.51,406.28,623.25,692.88,490.93,86.36,675.30,299.11,631.80,622.82,660.50,651.56,485.54,617.93,389.17,240.48,143.68,694.58,109.93,657.63,10.86,692.98,407.07,338.56,404.06,616.07,620.92,411.95,492.29,305.86,372.58,49.26,558.30,434.90,425.95,614.39,421.51,684.52,642.98,18.79,418.47,27.02,473.95,610.49,568.43,679.94,425.49
1987,72.72,10.78,410.40,255.25,448.39,602.69,376.53,79.72,526.74,206.89,459.65,478.33,499.23,475.78,342.44,535.67,296.67,160.58,86.89,594.84,65.64,579.54,7.45,578.86,285.73,247.57,272.81,475.95,512.53,282.59,385.01,200.67,250.55,28.85,466.94,305.34,274.29,475.13,266.49,600.64,552.30,19.79,306.51,54.84,368.74,416.50,415.56,522.92,265.91
1988,76.64,13.57,416.22,225.39,461.83,526.26,377.39,92.84,514.52,220.99,470.19,466.76,486.90,494.30,340.06,483.19,284.46,165.18,105.94,511.51,75.01,514.12,25.46,536.23,309.94,233.17,238.27,464.61,484.25,256.44,360.60,211.70,218.87,38.77,426.50,278.20,245.99,466.71,240.07,534.15,504.60,19.41,327.83,60.94,330.23,440.23,398.47,518.95,250.30
1989,65.24,10.33,349.09,255.71,368.99,495.42,291.11,77.69,385.03,163.33,384.11,353.72,377.17,382.43,299.76,413.10,258.20,171.92,63.18,527.42,60.61,474.95,10.52,432.44,220.45,244.56,261.09,387.03,399.41,264.72,288.88,229.08,242.21,26.77,371.32,277.46,275.51,362.39,273.56,466.52,494.66,16.68,272.50,48.01,320.40,359.99,349.90,389.25,292.96
1990,87.18,10.91,417.59,341.89,444.80,671.97,501.19,60.93,527.49,322.71,456.24,526.42,500.87,451.58,399.13,598.15,351.17,201.21,188.05,704.08,100.78,685.23,14.08,590.71,494.86,312.09,355.08,464.63,566.31,366.90,434.25,249.13,334.04,53.00,632.47,367.50,364.11,538.40,349.16,631.85,714.28,20.58,554.39,34.54,403.09,445.33,424.74,493.97,360.75
1991,82.07,15.01,457.62,338.74,467.11,654.73,399.03,99.52,505.58,222.64,482.37,478.85,499.88,480.96,383.67,574.20,289.01,206.22,95.83,664.58,62.39,626.65,10.65,579.24,317.53,250.47,335.92,483.10,538.60,330.41,390.76,307.82,320.91,29.26,502.73,345.10,356.95,476.72,372.18,637.45,620.85,26.55,354.02,40.22,394.84,468.25,437.82,497.61,363.76
1992,84.76,11.15,479.22,299.42,521.87,771.70,468.53,56.75,656.12,256.84,532.23,583.92,574.62,550.95,402.55,658.30,325.47,173.88,128.49,792.57,91.70,762.95,18.36,688.72,420.68,267.66,302.37,525.14,616.92,304.50,432.45,218.76,267.25,44.04,627.58,335.94,331.54,593.81,322.65,726.98,790.75,24.47,475.92,40.23,400.02,502.89,482.22,641.49,362.10
1993,59.76,7.13,381.94,275.01,399.90,465.58,302.31,50.42,448.72,160.34,406.24,395.37,424.06,426.27,310.68,406.73,225.72,141.68,72.28,472.55,37.79,426.13,8.34,468.84,228.18,185.91,260.86,402.50,408.73,258.34,300.98,208.33,250.61,24.65,343.70,271.25,275.23,402.11,285.06,458.57,429.81,17.98,253.02,44.39,306.20,387.65,368.40,450.96,301.34
1994,79.72,13.94,363.48,242.81,403.89,546.65,377.96,90.05,500.07,230.88,413.37,464.75,447.00,433.70,290.41,510.53,288.94,198.21,119.43,547.05,94.80,542.64,13.93,522.11,320.09,273.88,238.60,409.65,477.28,246.62,368.39,224.79,225.75,43.19,464.79,260.08,247.11,460.46,256.71,551.58,548.00,34.39,354.23,32.06,301.27,367.95,342.26,482.93,267.02
1995,76.38,14.33,454.51,305.78,460.50,547.69,376.58,81.64,502.27,220.21,478.53,465.77,485.19,485.08,391.07,513.49,287.10,158.81,126.41,558.48,62.71,545.83,19.22,522.82,332.97,230.86,331.08,477.56,482.02,337.67,368.92,215.00,292.32,35.61,464.92,355.85,327.38,464.90,311.67,542.90,539.96,18.61,376.15,46.35,380.91,468.75,448.70,513.85,306.52
1996,95.16,12.75,659.59,361.99,657.43,790.78,499.55,88.52,737.51,265.16,693.24,676.93,715.30,683.10,506.70,697.52,401.10,202.31,110.60,803.69,90.46,766.58,20.82,743.78,389.96,322.38,384.99,697.78,664.99,390.10,519.94,259.27,349.52,37.62,616.65,428.42,403.66,654.95,380.78,779.69,771.44,19.16,427.74,59.35,503.07,651.16,641.13,734.47,376.00
1997,86.77,10.62,483.63,280.65,521.34,697.88,471.84,76.86,607.97,283.36,536.75,563.79,566.58,551.41,378.88,619.99,360.71,169.93,128.67,710.20,68.17,663.68,13.12,644.43,403.66,291.20,288.79,542.64,593.49,303.31,451.65,218.32,273.47,38.58,570.52,321.23,307.40,570.59,301.34,678.31,661.74,36.46,438.38,45.74,391.58,510.26,465.82,574.82,302.40
1998,64.78,8.46,392.68,221.36,463.96,595.66,401.95,56.15,585.52,199.37,464.15,509.81,483.53,484.25,301.75,559.87,234.98,115.87,88.67,576.44,30.77,572.14,11.87,629.88,323.93,162.25,223.59,435.38,558.92,231.65,353.65,179.30,200.96,26.00,485.99,246.33,247.09,531.78,241.86,623.69,549.96,22.32,338.33,40.25,273.41,439.60,374.08,551.65,239.46
1999,91.31,14.97,562.45,319.61,569.16,678.08,498.89,67.47,645.32,324.72,593.04,592.91,617.61,597.57,470.75,650.54,386.90,173.90,167.63,648.27,105.44,667.00,11.23,668.63,436.29,307.04,348.19,588.35,622.42,381.08,483.97,196.58,322.37,59.76,591.98,402.69,343.62,586.02,313.00,691.89,654.15,29.61,452.29,39.14,412.33,578.31,529.43,635.57,310.45
2000,54.31,10.42,308.97,257.45,324.17,398.04,248.28,50.68,331.96,130.56,325.62,305.36,306.93,327.28,279.67,340.43,182.32,132.70,65.06,409.52,62.03,379.20,11.29,359.76,217.43,162.40,230.06,308.72,326.95,247.93,228.03,166.21,238.06,25.23,314.88,243.65,227.05,320.06,233.39,383.46,390.64,20.60,255.28,24.73,250.06,329.28,297.33,320.32,265.08
2001,62.75,6.20,431.26,322.62,432.94,530.14,337.38,47.44,438.09,205.49,441.63,398.73,413.48,421.83,375.71,465.08,243.23,129.56,109.80,538.42,37.43,504.61,10.76,465.83,303.40,187.97,309.70,422.09,433.95,319.24,308.21,199.97,298.09,30.96,423.55,336.37,305.09,403.70,309.51,500.23,502.61,15.20,337.93,35.16,333.49,445.44,419.26,436.37,325.33
2002,66.38,9.43,390.65,262.96,476.55,623.50,371.73,58.91,543.75,176.25,465.99,480.27,471.13,499.52,325.37,557.00,228.46,141.93,70.19,605.86,42.07,589.32,9.34,610.90,301.17,178.68,256.87,431.85,539.04,259.81,335.62,203.28,235.81,19.93,476.03,274.04,279.40,497.73,283.46,630.01,570.07,17.84,337.17,63.37,307.94,448.26,383.16,525.65,293.58
2003,98.72,11.49,564.16,401.70,640.20,919.13,553.45,73.20,732.41,332.93,638.15,655.70,671.19,675.53,442.37,803.81,387.54,200.19,176.92,935.26,74.87,872.33,10.85,804.94,485.96,304.05,352.76,612.35,723.82,365.76,512.03,282.49,344.35,50.05,713.14,381.37,379.19,660.96,396.29,878.24,867.64,36.88,527.40,41.67,417.56,597.48,525.90,712.45,430.78
2004,92.85,16.63,540.80,382.96,551.45,730.67,525.27,87.66,672.84,313.01,556.34,616.63,580.33,581.33,465.54,705.24,353.98,216.02,144.17,705.21,92.33,702.71,10.32,742.25,436.69,296.08,378.30,538.77,685.18,394.33,470.28,284.54,364.54,50.46,619.23,405.01,387.72,637.85,396.95,762.59,676.94,23.03,435.20,38.27,425.08,572.38,530.48,642.64,397.04
2005,66.59,8.78,458.65,238.13,511.75,640.60,352.10,61.49,537.29,178.87,504.32,456.88,480.89,516.06,355.09,521.11,240.39,139.02,81.16,652.93,42.90,587.52,15.99,585.03,286.97,179.81,242.25,466.58,501.04,268.20,332.51,182.37,225.11,25.78,448.44,286.58,240.58,470.20,240.18,617.85,585.52,22.53,326.88,36.59,303.57,494.47,423.13,533.87,246.49
2006,88.92,13.63,536.20,342.41,541.13,619.44,420.89,109.64,567.61,252.93,548.69,530.47,549.00,527.49,438.74,570.34,327.00,217.79,140.06,622.32,84.15,622.29,14.15,582.18,365.35,278.98,338.41,532.69,536.63,355.87,427.74,287.38,329.85,40.62,522.91,372.77,351.49,515.54,351.85,619.57,630.92,28.22,421.04,35.75,406.52,565.88,522.89,563.56,352.25
2007,82.14,7.71,629.88,396.67,651.99,633.35,431.16,68.96,656.04,231.17,653.51,580.00,620.43,658.58,551.36,580.17,329.75,159.77,104.55,640.27,37.86,604.63,9.36,648.60,336.68,247.06,402.57,616.31,579.73,430.79,436.54,254.88,372.74,29.26,505.16,466.08,398.78,572.78,390.80,644.93,607.66,32.65,385.85,26.44,465.62,651.28,606.24,662.45,407.55
2008,75.94,8.28,489.41,383.83,520.96,456.56,385.45,80.70,565.89,217.22,525.38,531.68,540.74,534.51,421.85,483.99,305.57,197.36,94.61,426.03,46.68,458.37,9.27,546.00,275.99,251.27,370.39,509.53,499.13,371.72,410.36,313.35,353.30,29.25,408.17,385.23,396.03,518.51,402.33,515.32,437.78,19.96,286.57,31.14,406.73,519.74,499.37,572.17,413.47
2009,85.52,12.05,517.46,291.61,580.74,804.77,543.40,65.90,707.89,297.34,587.27,651.90,634.19,621.50,384.09,748.78,356.48,161.24,130.71,797.36,50.16,779.31,11.17,763.45,451.68,265.98,308.50,575.63,704.42,324.57,494.46,236.90,279.51,33.97,662.32,341.15,323.58,665.42,317.99,806.87,763.21,23.78,471.44,44.52,399.44,543.99,497.53,675.20,319.87
2010,88.12,10.65,592.65,393.66,608.27,651.57,460.00,62.62,648.31,252.07,621.68,598.94,614.87,616.28,503.77,618.23,342.93,180.00,111.31,646.57,44.52,649.66,13.76,644.86,383.93,264.18,394.30,603.76,588.56,412.31,465.53,281.33,383.33,27.89,557.53,437.60,412.97,584.68,407.58,663.44,653.30,36.25,407.43,50.17,467.88,607.33,577.26,651.66,423.25
2011,91.53,9.16,643.65,384.33,665.50,750.86,469.77,98.79,695.02,239.05,677.03,633.02,664.65,682.69,520.17,676.58,371.19,204.05,103.97,754.58,60.51,730.23,12.73,709.08,379.81,293.05,406.56,651.83,640.72,420.89,484.82,315.04,367.38,31.08,588.65,446.19,431.80,621.24,412.26,748.21,735.09,27.61,441.61,33.98,471.47,659.99,621.20,703.86,405.25
2012,79.14,12.48,654.53,358.36,687.43,581.56,333.03,96.48,622.26,163.78,695.20,532.04,622.86,688.26,520.93,505.40,298.40,201.17,62.40,573.20,64.73,525.48,12.51,610.52,240.50,231.21,395.28,648.89,510.82,412.40,389.52,299.84,352.07,26.34,400.18,435.57,393.44,506.02,382.36,594.86,501.81,17.69,278.44,35.99,444.69,674.96,612.35,657.81,374.38
2013,84.10,5.98,675.84,425.34,695.54,715.44,473.70,47.53,724.46,253.68,698.69,651.69,685.36,709.02,578.35,658.57,367.00,169.40,107.32,700.27,44.04,681.13,18.03,732.95,363.53,273.48,462.24,664.29,655.41,477.31,488.14,254.65,413.12,32.60,558.17,502.57,460.95,638.62,432.65,741.94,659.80,21.14,398.81,23.84,509.32,692.71,668.47,739.79,426.57
2014,70.94,13.17,493.72,287.52,505.54,548.02,291.65,82.76,471.57,149.95,501.11,412.18,460.13,493.01,412.79,451.39,247.21,177.54,62.19,564.42,53.20,506.73,10.08,505.18,233.75,221.75,324.42,470.42,438.40,341.69,310.95,242.18,287.94,21.84,381.02,360.70,340.57,411.57,324.90,533.48,499.88,22.26,278.03,50.16,379.80,517.45,479.64,486.72,310.81
2015,71.75,6.76,420.68,320.55,426.91,643.19,357.51,55.76,491.88,177.09,446.50,442.56,446.93,441.55,339.89,543.74,247.28,140.96,86.45,653.67,34.86,626.20,15.68,551.88,321.68,201.59,311.42,443.51,492.35,301.81,323.95,220.32,297.41,25.26,495.89,305.68,313.52,447.33,319.29,613.03,639.86,40.06,386.49,24.26,335.10,420.24,407.28,476.41,335.10
2016,64.49,7.93,440.91,278.74,455.90,529.14,308.76,81.06,445.71,158.69,463.77,400.42,435.48,455.45,367.08,439.06,226.89,161.06,81.54,551.13,45.91,505.92,9.97,462.98,279.00,185.07,300.47,444.06,411.09,299.12,300.04,238.46,266.20,23.27,407.73,316.72,314.57,389.73,313.28,488.90,514.04,15.21,323.03,29.47,332.08,457.98,420.62,460.41,315.50
2017,68.88,10.19,423.48,248.61,473.03,517.81,355.92,48.51,463.49,211.61,464.50,404.64,434.22,471.78,356.64,469.69,247.48,139.10,115.43,518.26,72.19,470.03,12.57,497.88,310.65,196.11,271.47,426.74,450.19,300.56,316.25,169.92,252.52,43.80,418.50,312.77,264.88,404.18,250.02,505.62,452.42,33.26,313.54,22.76,302.70,473.78,382.41,468.58,250.70
2018,88.24,14.23,689.63,434.91,699.97,640.76,402.34,99.86,630.71,213.36,720.86,587.68,671.57,685.74,582.96,550.32,372.44,204.52,87.57,644.91,68.02,619.92,14.35,612.07,324.53,297.53,475.39,699.56,534.37,489.67,462.67,303.13,422.21,28.41,499.19,511.84,485.11,550.04,451.88,625.70,622.39,15.22,376.69,35.08,541.72,709.98,667.07,684.38,448.41
2019,70.91,6.82,392.43,266.37,461.15,733.52,424.77,49.33,561.88,227.51,449.71,495.91,486.72,511.27,332.73,624.79,268.92,142.08,106.04,737.85,50.21,687.61,19.49,644.76,365.46,218.51,279.02,425.52,582.87,289.31,362.29,206.30,259.95,33.38,551.30,293.46,286.31,527.62,281.63,700.17,681.54,21.50,422.77,26.10,302.13,427.07,369.70,536.46,294.25
2020,55.42,6.32,337.92,215.95,391.21,594.70,334.23,39.24,453.08,164.11,385.29,403.71,395.67,412.63,279.50,484.66,200.40,107.75,67.60,605.46,30.31,546.70,11.50,502.95,279.34,149.74,216.71,363.08,459.35,225.34,291.47,155.42,203.38,19.40,426.25,235.00,229.88,423.57,231.73,560.36,546.92,17.43,325.30,34.68,253.33,373.12,320.28,443.82,239.87
