Variable:,pr
,Switzerland,Aargau,"Appenzell Ausser-rhoden","Appenzell Inner-rhoden",Basel-landschaft,Basel-stadt,Bern,Fribourg,Geneve,Glarus,Graubunden,Jura,Luzern,Neuchatel,Nidwalden,Obwalden,"Sankt Gallen",Schaffhausen,Schwyz,Solothurn,Thurgau,Ticino,Uri,Valais,Vaud,Zug,Zurich
2002,1959.40,1475.89,1638.58,1622.79,1428.49,1393.50,1858.81,1624.77,1080.47,2134.66,2431.34,1421.53,1664.07,1417.89,2367.43,2377.30,1708.99,1272.81,1799.35,1433.79,1222.68,2266.76,2531.58,2457.65,1538.46,1522.68,1455.71
2003,1249.09,902.95,1077.43,1065.14,859.70,830.70,1169.16,1035.56,757.76,1436.40,1626.59,882.65,1041.53,914.63,1560.51,1566.40,1128.77,792.12,1176.00,870.98,754.34,1435.99,1691.20,1474.93,993.38,967.70,925.59
2004,1508.35,1140.50,1234.56,1222.93,1139.86,1113.60,1479.88,1339.15,945.19,1639.23,1837.97,1157.83,1297.63,1217.80,1859.07,1870.30,1291.98,959.79,1360.88,1145.88,904.20,1650.61,1970.42,1838.06,1291.17,1142.90,1089.86
2005,1387.19,1065.23,1242.14,1227.16,1021.99,991.40,1312.65,1160.58,812.86,1574.35,1769.68,1019.54,1200.33,1037.39,1696.17,1701.40,1286.54,937.50,1315.55,1027.50,916.09,1577.27,1824.41,1581.60,1100.59,1115.91,1070.52
2006,1672.30,1351.52,1308.05,1293.56,1392.19,1367.00,1729.34,1564.69,1000.57,1736.35,1926.73,1454.77,1522.93,1425.34,2065.54,2084.90,1371.27,1113.09,1498.28,1412.92,996.58,1764.76,2114.70,1996.94,1437.09,1305.10,1241.50
2007,1720.65,1320.00,1431.39,1412.51,1301.11,1287.70,1731.49,1614.74,1088.12,1827.87,2075.59,1363.63,1509.63,1427.45,2153.08,2176.40,1483.58,1105.35,1562.33,1317.23,1046.57,1797.25,2201.65,2039.38,1513.63,1338.87,1272.74
2008,1738.34,1174.03,1350.24,1331.45,1174.55,1143.80,1591.17,1409.34,1039.42,1976.45,2337.59,1226.41,1360.86,1269.90,2050.50,2038.20,1449.50,1013.90,1563.64,1192.82,968.36,2130.38,2382.64,2117.77,1391.71,1228.29,1175.65
2009,1568.46,1120.64,1317.00,1300.75,1056.26,1066.70,1433.98,1245.55,876.49,1814.18,2123.60,1085.22,1274.88,1120.39,1902.48,1899.50,1392.96,1017.64,1458.72,1059.38,966.26,1836.43,2135.79,1855.10,1209.52,1182.88,1143.53
2010,1582.68,1140.05,1377.82,1362.90,1083.80,1118.40,1445.46,1283.80,895.78,1851.54,2136.48,1116.88,1279.44,1144.91,1873.33,1867.50,1451.30,1041.58,1502.67,1083.30,997.53,1835.56,2117.67,1827.36,1239.17,1230.26,1191.17
2011,1402.06,1010.13,1280.86,1266.20,964.14,942.90,1272.19,1120.99,795.51,1669.98,1913.83,971.15,1148.66,988.07,1693.85,1691.20,1336.05,924.16,1355.63,970.99,891.91,1616.05,1896.96,1585.57,1070.16,1113.00,1074.41
2012,1758.19,1338.15,1495.77,1479.37,1294.48,1260.10,1677.98,1522.22,1068.42,1970.75,2218.98,1335.41,1512.65,1363.41,2119.19,2121.20,1565.77,1155.54,1673.54,1311.71,1083.41,1974.63,2309.17,2047.11,1442.38,1417.75,1352.15
2013,1753.73,1270.12,1415.33,1400.30,1240.49,1197.20,1678.20,1562.89,1126.53,1896.85,2184.77,1315.15,1458.77,1416.35,2099.56,2105.60,1484.41,1079.16,1570.77,1264.50,1020.81,1989.25,2274.41,2154.62,1526.52,1308.12,1245.20
2014,1678.28,1177.80,1292.26,1277.26,1121.37,1083.80,1573.68,1424.65,1058.49,1850.31,2177.06,1123.82,1374.31,1215.90,2050.19,2058.00,1385.16,982.39,1518.76,1127.58,949.80,1938.07,2220.07,2111.70,1405.94,1248.80,1179.33
2015,1341.21,963.37,1155.90,1134.11,932.93,913.20,1232.71,1100.54,766.35,1544.95,1860.83,948.35,1101.23,975.08,1609.04,1610.20,1210.58,826.58,1210.03,940.17,794.99,1546.49,1772.68,1542.18,1041.05,995.28,949.71
2016,1775.22,1312.76,1508.08,1485.12,1268.25,1248.30,1661.49,1489.32,1009.61,2014.22,2360.53,1295.39,1489.80,1331.89,2138.60,2141.00,1580.05,1118.65,1612.59,1277.98,1062.67,2036.29,2340.18,2058.52,1415.61,1342.14,1279.27
2017,1673.75,1217.29,1500.50,1472.54,1139.95,1150.70,1493.23,1307.90,839.17,1993.46,2396.15,1123.61,1374.23,1152.81,2012.25,2003.30,1568.74,1071.44,1575.52,1131.80,1041.45,1932.75,2289.36,1871.32,1228.81,1286.79,1232.47
2018,1391.03,963.54,1122.66,1101.67,950.79,913.80,1305.54,1207.45,907.14,1539.78,1859.86,1019.52,1118.68,1089.01,1664.38,1670.60,1183.22,817.84,1205.18,974.05,775.18,1568.44,1806.28,1690.70,1185.06,983.00,936.76
2019,1674.62,1202.07,1460.37,1438.20,1149.06,1121.60,1518.01,1336.40,915.98,1968.03,2326.36,1112.89,1378.54,1165.03,2031.15,2027.00,1532.11,1025.80,1553.33,1144.66,999.40,1959.64,2281.15,1929.78,1268.04,1265.78,1203.50
2020,1466.89,1023.07,1258.39,1233.01,984.04,941.60,1330.83,1183.89,847.93,1690.90,2042.78,989.75,1183.73,1038.58,1754.47,1754.70,1319.72,878.80,1327.48,993.77,853.28,1693.10,1945.43,1744.08,1146.46,1083.66,1031.28
