Variable:,pr
,Romania,Alba,Arad,Arges,Bacau,Bihor,Bistrita-nasaud,Botosani,Braila,Brasov,Bucuresti,Buzau,Calarasi,Caras-severin,Cluj,Constanta,Covasna,Dimbovita,Dolj,Galati,Giurgiu,Gorj,Harghita,Hunedoara,Ialomita,Iasi,Maramures,Mehedinti,Mures,Neamt,Olt,Prahova,Salaj,"Satu Mare",Sibiu,Suceava,Teleorman,Timis,Tulcea,Vaslui,Vilcea,Vrancea
1979,695.36,767.18,619.24,842.87,642.10,660.31,784.83,529.31,548.26,763.74,689.65,695.62,605.54,821.38,710.05,555.04,757.68,823.40,649.58,552.48,707.96,834.87,748.59,814.40,582.90,588.35,849.42,729.19,696.11,670.04,690.52,822.00,714.54,703.37,743.55,739.35,702.16,597.07,500.79,610.26,834.50,682.52
1980,780.60,931.68,753.77,870.85,723.94,810.91,945.68,654.77,559.97,830.12,672.92,708.15,607.59,931.81,870.01,565.71,819.98,828.91,692.37,624.92,670.34,929.01,870.76,970.35,588.45,673.34,1062.18,803.85,827.91,770.12,695.53,817.94,913.28,883.74,874.57,867.90,668.08,722.86,531.51,689.31,896.54,743.69
1981,710.83,827.91,688.63,780.15,665.41,702.90,852.16,631.00,516.30,743.08,622.99,650.74,575.05,876.70,754.86,536.62,743.20,753.31,627.26,551.18,624.86,850.62,802.03,886.49,552.06,637.43,922.74,745.88,746.45,728.72,627.86,750.59,763.47,725.84,778.85,813.48,610.51,693.87,502.22,613.83,811.93,672.12
1982,574.77,697.96,589.47,653.53,508.84,602.77,687.66,422.18,390.71,611.95,495.96,517.75,428.27,768.24,659.24,386.51,602.35,620.04,537.64,414.42,503.61,736.91,624.93,749.24,412.79,443.36,750.48,648.43,609.87,529.40,534.47,609.66,650.53,631.46,629.45,595.77,517.71,577.59,355.54,458.98,670.93,527.20
1983,524.22,586.15,466.95,600.67,540.83,508.73,605.88,477.08,368.58,592.65,468.48,516.15,396.17,598.54,543.33,328.56,610.32,584.46,495.94,427.46,472.47,631.42,625.25,610.94,385.59,492.71,677.96,545.24,548.68,564.89,503.40,588.31,560.83,557.33,571.49,600.77,482.96,453.55,306.05,484.18,609.48,541.64
1984,694.34,789.94,622.78,798.96,722.72,676.68,834.89,591.45,523.03,795.37,632.14,699.22,563.20,736.24,739.50,504.62,819.05,774.10,550.99,595.20,633.93,753.76,855.97,803.17,539.93,649.71,904.89,612.64,761.38,757.51,609.97,776.83,751.63,735.25,774.64,815.74,606.67,581.78,474.98,675.80,773.16,743.68
1985,594.06,734.29,614.60,593.13,592.29,670.49,766.00,542.47,406.71,607.89,458.89,512.57,432.30,702.77,703.39,403.02,619.19,555.61,438.59,506.22,437.52,660.25,695.31,752.18,428.60,559.85,867.29,551.04,663.01,628.54,441.90,571.24,743.49,744.04,662.88,710.84,421.64,583.92,394.18,580.10,618.29,577.24
1986,493.60,572.53,482.99,533.03,435.59,524.73,602.86,370.51,384.48,490.87,426.96,459.51,401.50,624.57,553.80,403.00,498.39,503.28,463.32,396.92,431.68,578.96,509.53,599.18,395.21,390.72,672.68,528.68,497.56,458.65,469.23,513.27,564.24,558.37,499.80,537.91,458.58,472.79,374.90,431.38,535.38,466.64
1987,580.15,624.69,590.40,622.43,505.21,607.31,683.80,483.82,455.26,574.52,532.93,543.36,509.71,734.66,619.05,473.47,581.27,604.27,553.00,451.20,557.59,653.10,607.78,680.51,484.24,493.62,783.17,621.56,578.58,543.72,554.43,607.04,657.60,655.01,563.19,626.16,564.09,594.55,423.00,497.79,605.72,533.08
1988,641.03,716.31,559.12,716.27,632.60,621.41,765.07,578.81,516.23,688.32,591.98,631.08,548.13,677.75,664.10,521.31,707.48,704.26,546.02,567.75,593.85,711.82,741.52,726.61,530.64,607.24,852.05,599.91,668.24,679.21,568.64,712.38,690.20,686.84,681.73,763.30,563.74,521.49,508.28,619.28,709.55,652.04
1989,589.26,709.74,633.43,611.57,554.38,665.18,721.70,538.30,403.63,594.56,477.25,511.39,431.59,747.67,665.01,394.33,606.56,573.98,483.10,471.20,482.60,697.91,655.27,767.40,418.14,544.85,823.38,594.90,620.31,600.43,478.11,574.56,699.18,685.74,638.78,691.51,471.14,601.60,361.45,525.66,633.43,556.69
1990,487.83,570.60,504.02,529.48,455.69,530.55,587.06,398.87,339.47,517.24,399.63,451.56,363.98,620.58,544.30,332.98,530.80,500.20,441.39,376.11,398.52,591.09,544.27,603.03,352.74,406.07,654.53,513.52,512.73,477.20,440.52,502.19,563.67,565.60,508.83,536.15,419.36,487.22,314.90,422.01,547.82,477.14
1991,724.05,862.22,698.93,837.65,716.58,702.99,817.00,603.94,537.52,807.30,628.16,704.05,556.35,900.35,752.76,481.61,800.05,792.57,656.23,579.98,633.79,889.35,839.46,910.68,559.18,618.09,860.73,758.84,775.27,751.08,662.20,793.44,732.22,680.68,829.67,805.32,641.46,692.54,447.92,630.08,860.15,732.55
1992,523.70,605.82,507.99,568.66,496.62,530.99,645.40,478.89,372.26,552.42,437.95,475.37,405.67,647.57,560.39,381.50,565.47,542.65,449.30,404.77,437.59,620.37,591.32,653.11,390.87,480.75,717.60,542.72,547.38,534.53,448.43,548.94,570.58,567.58,560.49,621.39,434.12,519.28,353.87,464.93,587.89,493.18
1993,592.67,674.41,536.62,638.82,625.52,570.99,761.39,568.93,452.36,671.99,517.35,591.48,482.99,633.91,631.39,439.05,698.35,627.38,443.27,490.97,501.52,626.69,738.28,687.62,478.01,583.25,802.95,512.18,669.71,672.13,468.58,666.86,630.48,617.95,648.74,739.51,475.76,530.55,401.31,562.50,627.03,622.27
1994,541.19,650.48,519.63,641.46,489.99,549.50,649.10,424.79,372.06,592.97,472.93,490.46,421.41,664.71,586.17,377.52,575.03,607.08,501.38,391.18,488.30,678.89,597.35,683.71,400.19,434.86,727.03,575.39,573.22,520.63,515.64,592.57,594.98,599.81,627.03,579.88,499.38,511.52,330.68,432.61,664.37,498.04
1995,713.63,804.03,689.38,803.72,664.34,691.39,764.91,570.51,571.46,740.16,676.23,697.32,618.47,880.22,703.25,577.40,751.78,780.08,686.03,604.13,701.40,878.84,762.26,869.26,598.60,603.39,829.31,779.05,700.26,684.11,685.33,787.35,719.38,687.44,766.66,739.10,698.41,676.97,535.47,640.42,837.33,713.13
1996,659.52,780.00,678.08,689.95,608.20,681.74,802.71,608.41,477.39,671.56,546.60,588.25,497.69,846.98,705.23,484.70,679.05,657.71,577.47,519.42,558.88,787.81,733.27,842.71,491.95,599.25,858.32,699.52,698.65,665.95,552.80,666.93,710.91,693.16,715.05,767.99,545.52,681.87,459.92,576.32,729.43,612.94
1997,727.80,814.69,629.09,829.10,715.88,664.21,812.17,611.44,613.86,811.86,702.76,752.17,667.04,827.31,728.02,632.62,826.70,819.45,608.17,639.75,689.84,842.74,835.28,862.40,647.26,656.84,868.57,708.76,748.35,748.85,632.59,847.52,725.49,686.69,790.42,797.64,656.70,627.40,574.95,688.52,821.23,754.71
1998,727.13,872.17,715.58,810.37,663.78,760.00,914.15,601.27,510.10,782.90,654.64,663.48,585.48,855.08,823.26,535.20,777.06,784.07,628.56,531.21,662.68,848.93,825.79,901.85,555.46,599.76,1010.87,724.52,786.19,724.96,647.95,796.77,820.95,793.89,812.30,843.55,653.03,666.49,469.62,583.60,836.36,676.31
1999,728.97,894.82,794.49,832.13,633.33,789.54,825.65,511.57,524.25,783.22,659.41,675.97,586.19,941.76,797.90,520.90,770.26,799.94,665.75,538.85,656.45,905.33,783.08,956.96,560.58,537.84,926.60,774.75,743.41,659.95,655.59,815.29,812.14,781.20,827.20,725.40,645.29,774.53,472.09,560.55,865.11,675.70
2000,450.82,499.31,402.89,495.43,435.39,454.63,568.26,441.29,341.17,476.79,406.12,424.70,365.07,484.79,488.76,349.44,492.00,492.51,371.14,375.22,403.23,498.93,512.06,513.46,350.06,439.46,653.17,422.22,471.55,469.08,383.37,494.87,524.08,545.67,479.36,540.84,388.14,370.89,341.74,423.91,493.92,442.36
2001,703.79,865.71,726.42,771.19,659.37,745.22,892.28,641.15,453.14,752.02,548.51,605.11,468.06,917.19,787.11,426.82,745.94,731.15,597.00,502.37,543.11,862.74,809.93,921.80,472.33,628.77,977.52,739.16,767.58,740.01,588.76,721.08,786.80,760.60,800.82,863.79,542.18,703.47,417.68,585.05,813.60,639.11
2002,614.86,678.61,575.37,705.49,595.33,601.09,671.59,517.84,478.17,661.59,571.34,595.30,526.25,720.76,629.57,488.03,671.91,686.24,557.65,510.72,595.40,723.03,685.02,724.98,501.72,562.28,756.98,630.17,618.00,615.89,575.25,680.06,648.38,639.02,661.84,648.94,593.52,562.08,447.03,563.25,714.92,611.18
2003,534.85,628.08,538.45,615.10,461.30,552.55,606.20,422.19,374.96,545.47,466.78,472.47,427.49,678.77,567.26,396.96,545.42,577.37,551.82,399.22,509.49,685.34,566.43,678.75,396.15,422.31,670.15,617.44,538.33,498.80,539.35,552.06,576.83,552.02,586.43,563.11,527.51,516.90,365.61,424.60,655.02,480.92
2004,732.09,858.96,746.82,829.16,681.60,760.03,814.70,529.90,560.12,784.50,673.57,707.98,601.58,916.69,776.41,553.71,792.26,819.07,633.87,595.43,655.94,880.05,800.24,930.11,592.64,593.29,910.53,751.89,735.50,700.62,642.66,823.60,798.25,770.63,804.13,752.85,632.07,734.78,528.19,640.34,842.16,718.41
2005,800.98,943.04,790.95,937.97,742.20,819.56,905.10,585.82,574.44,853.12,744.36,751.65,662.41,994.39,859.26,589.54,856.73,901.12,737.75,608.60,771.82,990.99,883.38,1006.32,619.45,630.83,998.73,851.28,820.98,774.33,770.63,876.45,864.43,823.25,881.87,837.34,780.89,758.09,527.35,657.88,965.60,766.64
2006,673.74,812.01,673.10,754.41,609.16,692.30,820.76,555.22,464.28,696.22,582.24,597.37,523.62,837.54,744.98,465.31,692.48,720.81,615.91,499.85,612.86,830.12,748.94,857.20,490.27,563.70,913.37,714.89,712.74,676.76,617.60,706.11,751.24,717.43,743.45,780.05,617.10,637.27,425.58,547.29,790.21,620.21
2007,705.78,876.02,715.84,819.77,601.25,741.28,876.51,537.29,440.75,743.33,598.77,592.29,513.94,905.53,798.79,463.36,726.30,778.67,681.01,455.30,638.16,908.01,784.27,930.78,479.99,531.14,965.57,784.76,761.09,678.80,679.90,742.87,815.14,789.22,801.09,790.90,655.67,687.83,418.44,500.00,870.14,603.16
2008,634.42,778.35,652.97,684.30,594.13,695.57,846.88,577.18,401.88,675.99,494.53,542.82,424.98,789.77,743.41,381.69,673.19,652.85,529.05,446.59,490.33,749.05,736.32,805.12,422.29,561.35,922.99,642.65,712.92,667.78,522.36,650.98,751.39,729.35,707.70,798.05,494.38,623.15,373.22,524.21,703.45,574.09
2009,647.98,751.07,641.86,764.83,551.92,655.63,714.49,446.59,471.60,681.29,604.52,598.79,561.87,820.72,670.84,512.89,671.24,728.17,643.24,480.78,645.49,828.90,692.24,820.38,512.32,460.84,819.44,725.81,646.58,580.14,650.30,713.43,702.50,694.72,712.94,648.30,652.23,634.72,442.80,488.37,801.10,596.24
2010,836.69,1010.64,907.73,902.04,732.18,949.95,992.42,661.77,592.30,839.51,703.33,735.17,641.78,1068.45,955.45,612.58,841.79,870.66,728.82,630.37,720.19,1008.85,892.56,1077.39,620.35,689.71,1141.20,867.79,848.74,796.61,729.19,863.63,988.65,974.64,895.72,900.94,719.70,873.58,576.95,695.58,940.47,750.70
2011,483.94,561.73,457.21,543.60,448.03,484.09,563.93,392.23,366.94,509.36,430.72,453.77,403.46,576.20,515.73,382.53,515.01,519.84,432.58,393.92,441.07,581.30,538.69,595.53,384.43,412.27,637.74,499.98,502.24,479.63,438.69,516.36,527.83,523.21,530.34,533.14,437.35,441.18,347.47,433.94,560.65,460.39
2012,607.49,648.02,529.30,709.78,580.54,549.83,693.10,515.78,505.45,657.79,596.68,618.11,546.98,683.32,587.87,523.45,670.02,698.24,549.31,529.63,597.83,703.52,687.22,693.37,535.35,523.05,756.19,613.53,612.53,608.28,569.34,704.77,600.41,592.33,649.24,668.81,581.53,523.72,483.09,559.61,700.69,620.50
2013,667.41,762.59,627.44,768.10,639.68,651.00,782.14,577.06,498.92,731.04,607.86,644.15,548.25,797.77,685.26,492.13,735.06,747.73,579.55,532.07,603.27,787.07,764.16,810.54,530.85,585.01,852.45,678.90,694.78,686.93,592.95,753.18,693.38,680.90,741.27,768.38,593.99,617.56,454.14,582.11,767.53,660.15
2014,775.04,876.40,751.07,909.82,689.39,745.87,782.10,540.16,629.81,812.95,781.45,774.43,736.49,982.83,758.85,680.98,816.28,902.61,737.18,638.33,826.31,970.68,814.96,965.20,677.86,592.04,858.70,844.17,736.26,704.26,757.55,897.35,747.60,711.02,826.36,750.60,807.27,756.68,585.35,642.99,919.93,770.36
2015,615.54,691.66,585.04,738.96,534.43,584.91,611.56,393.25,510.83,645.12,634.00,614.28,598.00,767.36,589.66,567.94,645.30,731.86,612.68,510.15,663.51,779.53,630.68,763.25,550.27,443.70,684.59,683.67,573.49,534.62,627.33,719.64,592.90,580.64,666.62,564.61,649.19,585.17,490.80,511.06,756.63,600.73
2016,738.28,902.26,765.98,826.77,649.76,792.08,832.06,511.12,553.87,758.01,646.10,677.11,591.36,954.96,811.35,557.78,757.17,789.79,673.87,580.92,655.08,923.04,786.89,966.80,576.47,566.85,935.47,798.18,746.16,686.98,671.43,780.86,823.39,789.33,820.26,747.16,650.71,746.30,530.53,615.74,872.70,680.14
2017,653.63,700.11,585.78,772.05,637.56,619.27,717.34,508.15,539.75,710.83,653.83,668.69,620.03,722.00,642.17,567.91,727.96,765.70,589.17,569.31,681.37,742.19,726.88,740.08,572.15,566.96,798.36,641.07,644.83,647.31,625.94,768.03,658.36,657.06,691.46,675.67,670.94,565.87,496.71,605.72,745.01,685.52
2018,648.45,748.05,622.69,733.82,586.72,634.75,754.83,537.51,472.06,676.52,588.11,595.40,540.59,794.08,673.31,498.14,673.29,703.40,611.20,499.57,619.33,793.54,724.79,802.49,503.10,545.32,833.32,690.88,673.74,642.20,616.86,693.80,678.07,658.99,704.16,726.69,626.95,613.56,450.68,547.54,753.92,605.01
2019,559.69,690.54,586.44,629.95,487.13,601.03,671.28,451.05,363.31,583.90,460.55,475.72,405.41,729.56,623.99,362.40,573.17,588.57,530.34,381.82,467.02,722.94,620.77,744.68,389.28,441.93,763.32,621.86,597.56,537.37,515.69,576.91,637.86,632.88,635.64,620.21,479.99,583.84,327.50,415.53,677.13,490.87
2020,633.04,775.94,637.43,719.37,566.50,669.27,769.25,523.83,416.64,664.28,521.29,548.04,459.64,804.35,702.65,406.73,657.08,667.57,608.20,440.10,543.06,815.78,706.46,828.74,444.42,508.21,860.44,700.12,677.91,618.07,598.62,647.93,712.73,705.95,717.89,711.97,567.41,612.76,368.72,483.82,771.62,564.82
