Variable:,pr
,"Tanzania, United Republic of",Arusha,Dar-es-salaam,Dodoma,Geita,Iringa,Kagera,"Kaskazini Pemba","Kaskazini Unguja",Katavi,Kigoma,Kilimanjaro,"Kusini Pemba","Kusini Unguja",Lindi,Manyara,Mara,Mbeya,"Mjini Magharibi",Morogoro,Mtwara,Mwanza,Njombe,Pwani,Rukwa,Ruvuma,Shinyanga,Simiyu,Singida,Tabora,Tanga
1995,947.89,622.54,1188.02,596.92,1018.28,780.46,1256.48,1182.20,1218.65,908.28,1040.78,738.01,1182.20,1260.43,1391.33,609.21,1108.30,734.60,1248.20,1298.51,1020.21,1098.00,896.91,1412.80,819.36,1116.85,850.42,715.40,594.84,814.03,938.64
1996,957.21,538.56,999.03,633.22,932.53,840.34,1244.17,1041.50,1024.06,992.22,1015.38,633.55,1041.50,1041.28,1350.59,610.73,1037.88,871.09,1029.70,1222.68,990.25,1030.39,1092.83,1225.71,962.11,1218.55,802.74,680.14,695.26,883.24,804.99
1997,1151.40,757.75,1291.55,727.91,1269.34,963.70,1450.14,1489.70,1366.32,1107.27,1266.78,1070.01,1489.70,1393.44,1651.05,810.68,1326.36,877.35,1378.60,1470.77,1220.70,1404.16,1104.26,1508.84,1008.57,1245.47,1121.21,927.70,800.66,1106.33,1258.01
1998,1020.14,805.73,1078.30,708.05,1098.17,805.48,1338.88,1209.90,1138.21,1032.79,1166.24,1126.14,1209.90,1181.17,1507.27,842.70,1077.66,782.40,1170.00,1321.75,1148.53,1122.18,918.15,1265.93,993.27,1093.96,899.62,768.98,636.74,848.48,1044.79
1999,996.32,577.87,1118.06,583.58,982.54,790.54,1200.82,1179.00,1149.86,1006.29,1111.66,783.38,1179.00,1185.84,1537.14,651.62,1111.59,782.32,1169.70,1303.78,1222.41,1153.90,1047.54,1327.63,925.45,1319.75,872.12,738.10,594.52,860.20,983.56
2000,922.40,469.33,909.77,585.85,911.39,797.78,1118.51,1031.00,930.85,971.49,999.36,677.96,1031.00,955.14,1386.64,574.47,877.90,795.36,943.30,1219.27,1109.54,964.06,1004.86,1093.50,954.03,1191.88,809.94,643.25,640.68,879.31,816.88
2001,943.35,658.67,836.78,603.98,1068.56,721.92,1283.41,903.20,878.32,1042.05,1172.33,792.53,903.20,901.55,1298.20,662.49,1090.94,770.64,890.60,1069.66,1063.82,1090.39,960.06,1002.74,949.50,1165.76,875.79,754.19,645.78,886.57,760.43
2002,1147.94,863.63,1243.07,723.74,1245.96,867.99,1381.01,1371.30,1360.91,1076.73,1246.74,1134.12,1371.30,1375.70,1761.83,859.40,1295.39,825.76,1359.00,1397.02,1492.15,1314.16,1075.84,1446.76,917.66,1401.08,1120.50,982.26,744.73,1049.15,1231.31
2003,792.04,469.91,593.62,425.65,950.35,638.95,1123.59,741.50,667.87,974.20,1139.79,595.66,741.50,662.54,961.77,465.24,850.77,737.70,656.50,930.85,694.06,896.70,895.43,765.75,949.70,1018.86,752.96,576.73,492.69,754.67,609.60
2004,1033.60,566.50,1035.92,667.85,1018.51,920.97,1014.01,940.40,961.51,1037.34,1070.09,679.05,940.40,1032.35,1764.75,658.08,888.76,909.52,1021.60,1422.45,1517.09,987.30,1158.69,1305.61,1067.28,1377.43,877.89,694.35,662.14,891.33,831.43
2005,797.70,383.90,816.26,423.95,867.50,641.81,1042.28,875.40,831.00,908.58,1021.00,544.30,875.40,867.53,1226.93,433.81,858.33,663.78,851.50,991.86,955.56,904.22,859.91,962.31,847.18,1134.62,669.17,524.63,446.97,682.26,670.74
2006,1198.55,929.77,1433.82,759.05,1273.05,891.55,1426.11,1528.10,1542.07,1151.75,1285.62,1334.71,1528.10,1568.77,1721.52,950.15,1315.78,915.80,1551.20,1456.27,1421.51,1349.46,1192.80,1562.94,1061.61,1433.05,1129.37,989.87,763.65,1088.85,1364.70
2007,952.72,562.44,899.60,586.11,1125.65,754.98,1458.79,1000.80,960.17,1078.02,1174.95,751.44,1000.80,980.45,1173.25,600.09,1131.57,832.65,965.40,1062.62,892.54,1195.89,994.02,1008.00,963.80,1126.65,948.66,750.97,684.21,967.74,826.05
2008,953.72,667.40,843.72,626.79,956.66,788.57,1086.04,878.20,872.35,1066.74,1137.27,804.30,878.20,891.47,1364.43,697.20,968.03,850.78,885.30,1142.14,1133.32,946.01,1030.84,1042.45,998.20,1177.92,844.77,717.38,653.76,901.58,793.56
2009,950.40,624.37,659.77,625.03,1117.55,786.63,1347.36,776.80,734.59,1073.52,1143.06,745.89,776.80,718.88,1124.98,644.74,1080.52,888.50,712.10,1012.09,908.88,1154.52,1002.61,824.40,1035.36,1148.87,990.37,799.09,736.89,1015.08,721.17
2010,903.20,609.91,910.42,535.92,1045.46,642.61,1358.38,868.70,882.33,907.75,1073.19,733.30,868.70,930.96,1421.36,605.07,1129.59,678.37,918.10,1015.03,1284.92,1092.98,860.86,1070.34,849.21,1083.94,842.89,706.09,557.47,793.46,733.57
2011,1027.95,562.36,1183.19,614.09,1066.27,840.79,1349.39,1133.50,1154.10,1082.49,1245.69,783.05,1133.50,1214.89,1569.81,636.74,1078.69,907.36,1201.90,1275.00,1331.70,1080.96,1122.01,1320.85,1063.55,1258.61,859.67,681.94,640.06,895.02,954.37
2012,827.48,626.32,721.74,543.84,848.66,683.30,1125.83,804.30,754.71,850.09,878.40,764.10,804.30,758.81,1116.66,589.00,1162.25,701.80,749.40,983.13,920.22,984.51,840.33,892.40,844.03,974.31,717.19,674.20,579.51,745.27,700.93
2013,995.19,723.66,923.74,569.79,1124.20,707.07,1331.91,1015.60,974.60,1093.14,1180.14,873.70,1015.60,996.91,1490.57,687.27,1197.37,753.38,981.90,1096.44,1297.57,1174.85,981.22,1058.35,963.57,1232.13,991.41,815.97,631.82,964.48,815.06
2014,969.24,635.83,1056.36,506.88,1017.38,708.89,1208.21,1069.90,1061.33,985.91,1121.07,883.64,1069.90,1107.36,1533.08,671.27,1051.61,816.77,1094.20,1154.94,1258.66,1046.02,1044.15,1218.53,990.74,1225.13,864.92,738.81,578.13,838.27,939.06
2015,1003.06,798.77,1064.28,645.03,1084.28,763.21,1373.91,1171.80,1164.60,1045.75,1160.99,1096.69,1171.80,1171.07,1415.97,818.10,1223.55,805.96,1165.10,1149.91,1315.31,1192.99,818.04,1210.68,991.27,976.85,922.68,801.57,650.31,911.40,1069.16
2016,1128.39,838.34,1097.98,714.18,1252.31,872.17,1436.89,979.10,1040.02,1199.05,1280.97,1020.03,979.10,1111.48,1726.45,827.21,1324.03,855.38,1102.60,1315.72,1536.33,1334.27,1027.77,1315.52,975.87,1248.62,1100.54,936.00,746.52,1096.70,934.51
2017,991.70,648.57,1098.62,521.71,900.62,779.36,1162.75,1375.10,1305.68,865.27,1031.44,1029.63,1375.10,1278.80,1672.66,677.16,1123.19,821.49,1260.70,1290.00,1478.08,1001.47,1191.47,1260.30,1001.93,1456.92,716.42,665.30,512.01,675.76,1137.64
2018,1087.72,857.56,1025.94,794.37,1038.19,973.76,1213.48,1010.10,1004.31,1081.65,1153.30,1013.89,1010.10,1045.66,1542.64,838.40,1222.02,901.78,1035.10,1384.72,1374.93,1094.68,1119.24,1270.75,1014.34,1320.36,936.47,878.19,761.21,988.62,925.21
2019,1206.84,1008.01,1644.76,745.28,1016.61,932.06,1316.31,1945.60,1921.60,1066.74,1152.77,1525.41,1945.60,1886.79,1789.32,1089.14,1604.28,890.10,1880.60,1592.69,1473.61,1179.51,1194.66,1765.70,1011.83,1424.02,887.30,919.03,698.66,946.32,1751.75
2020,1293.22,868.86,1648.98,1027.40,1270.27,1188.51,1426.48,1547.30,1655.56,1194.20,1308.79,1167.34,1547.30,1755.65,1855.19,1073.71,1318.45,987.30,1742.20,1842.29,1229.66,1294.41,1313.73,1896.92,1043.86,1445.01,1105.94,956.58,924.44,1162.23,1391.25
