Variable:,pr
,Chad,Biltine,Guera,Lac,"Logone Occidental",Salamat,"Batha Est","Batha Ouest",Borkou,Ennedi,Tibesti,Baguirmi,Daraba,"Hadjer Lamis","Barl El Gazal",Kanem,"Logone Oriental","Mont De Lam",Kabia,Mayo-Boneye,Mayo-Dala,"Barh Koh","Lac Iro",Mandoul,Assongha,Ouaddai,Sila,"Tandjile Est","Tandjile Ouest"
2010,364.17,337.87,730.07,396.36,1078.90,838.73,404.54,336.99,67.52,79.67,47.00,774.07,557.01,544.60,253.48,205.53,1133.86,1220.09,927.85,870.10,970.61,985.62,943.54,1054.58,585.25,607.13,756.51,982.01,999.68
2011,347.05,338.42,713.15,340.52,1008.90,819.75,398.69,330.25,67.54,79.82,47.21,694.83,510.53,488.10,246.80,191.63,1085.82,1150.56,832.05,764.84,806.06,954.87,937.96,1004.94,546.34,575.49,689.07,920.56,931.75
2012,398.79,491.48,751.06,478.74,1092.62,944.21,503.62,343.60,68.04,87.58,46.63,759.51,558.44,615.49,266.56,245.65,1107.58,1245.20,966.58,868.40,1026.91,963.27,976.22,1003.29,864.30,870.87,994.82,947.64,1006.28
2013,342.00,309.10,712.03,327.57,1058.04,802.11,376.20,327.15,67.11,79.11,46.42,652.41,487.41,448.93,242.51,187.78,1196.31,1292.29,773.09,695.48,790.76,989.50,971.88,1080.71,512.84,513.54,655.50,914.71,913.13
2014,368.65,387.25,762.96,330.98,1098.64,866.21,426.65,329.32,67.47,83.40,46.19,713.16,496.82,477.30,236.38,184.25,1214.33,1257.91,874.94,792.79,902.60,1081.85,1059.09,1151.84,629.92,636.98,725.20,1005.59,991.45
2015,372.44,344.64,762.15,339.67,1144.92,840.99,405.09,346.09,67.59,80.36,47.23,810.54,603.28,537.89,264.99,198.43,1282.43,1410.46,912.63,886.79,931.79,1033.39,1023.48,1117.10,565.90,583.81,702.01,1004.13,1008.71
2016,357.35,241.01,727.57,445.29,1093.94,798.99,343.04,343.26,67.46,74.25,48.42,831.39,619.62,629.19,276.06,233.98,1103.87,1218.28,1006.07,943.45,1073.40,969.55,956.66,1012.23,434.29,446.09,663.92,992.57,1026.19
2017,356.77,297.20,745.67,375.59,1130.37,833.02,377.15,328.18,67.02,77.43,46.46,724.40,511.39,526.16,243.56,189.99,1223.10,1351.25,887.86,796.74,936.55,1039.50,1018.67,1109.55,493.02,524.37,661.09,992.57,1004.06
2018,342.73,325.64,673.24,416.55,989.09,789.26,386.53,335.23,67.49,79.94,47.52,704.30,544.40,583.98,259.58,209.58,1031.55,1137.13,861.39,780.87,902.72,860.25,847.01,917.70,551.14,556.78,702.36,849.09,906.15
2019,377.16,473.18,733.85,354.27,1051.51,897.00,488.39,335.62,68.38,87.12,47.54,710.26,507.53,497.45,238.80,190.50,1086.15,1185.94,903.52,812.66,952.37,956.15,938.66,1004.88,800.24,811.15,924.10,929.47,962.56
2020,378.93,385.74,780.98,415.13,1072.79,881.14,423.20,332.48,67.79,83.23,47.40,734.85,515.81,547.40,254.98,233.62,1152.81,1182.69,884.02,806.20,918.90,1121.82,1097.22,1149.78,650.65,639.99,777.66,1046.71,1005.11
