Variable:,pr
,France,"Administrative unit not available",Arrondissement_du_vent,Arrondissement_souse_le_vent,Fort-de-France,"La Trinite","Le Marin",Saint-Pierre,Cayenne,Saint-laurent-du-maroni,Alsace,Aquitaine,Auvergne,Basse-Normandie,Bourgogne,Bretagne,Centre,Champagne-Ardenne,Corse,Franche-Comte,Haute-Normandie,Ile-de-France,Languedoc-Rousillon,Limousin,Lorraine,Midi-Pyrenees,Nord-Pas-de-Calais,Pays-de-la-Loire,Picardie,Poitou-Charentes,Provence-Alpes-Cote-d'Azur,Rhone-Alpes,"Administrative unit not available"
1991,711.06,1874.60,1790.53,1831.72,3188.00,3107.16,2659.53,3320.20,2906.79,2416.09,677.96,826.61,721.86,654.03,621.53,780.83,536.45,653.89,753.15,894.57,642.67,519.12,709.27,705.55,682.95,709.58,716.01,606.11,651.39,665.04,830.62,879.73,3112.68
1992,852.83,1488.90,1144.27,1144.39,3490.82,3402.77,2921.63,3634.80,2724.63,2276.62,840.04,969.37,936.46,799.99,774.91,885.59,643.33,778.99,768.82,1085.76,720.71,618.13,866.02,891.36,846.49,897.96,792.96,702.43,720.00,761.91,950.26,1099.38,3747.77
1993,886.99,1332.20,2649.86,2700.65,3116.21,3040.26,2621.72,3240.40,3184.86,2733.02,828.77,972.03,1008.03,832.58,825.26,938.22,673.46,859.56,751.18,1123.19,793.75,668.89,890.54,933.70,892.22,885.96,843.00,718.91,788.00,802.02,943.81,1161.82,3030.75
1994,955.16,1625.50,1807.55,1853.41,2826.46,2763.75,2419.83,2929.00,3280.73,2785.93,893.00,998.74,1070.30,955.88,868.43,1167.23,814.56,870.60,638.74,1143.56,846.61,726.59,877.68,1066.25,898.40,810.58,831.15,914.55,789.51,994.71,1128.07,1200.90,2651.14
1995,872.65,1384.70,1799.66,1798.89,3217.47,3146.52,2759.01,3333.50,2411.56,2080.29,998.21,879.16,908.29,821.94,866.25,1001.82,719.40,884.64,645.28,1257.24,720.23,673.21,766.53,888.44,986.69,724.05,689.95,785.79,691.00,842.72,1013.36,1135.46,3045.59
1996,857.14,1690.20,1245.38,1270.38,3530.44,3444.84,2977.56,3670.40,3348.81,2939.57,805.95,1093.64,977.13,657.69,699.52,814.24,584.72,631.42,882.19,983.31,580.33,503.34,1112.01,904.55,728.40,1059.27,584.37,654.33,548.63,769.63,1186.63,1132.63,3475.29
1997,790.86,1007.20,1710.19,1736.03,2531.72,2469.40,2145.97,2633.60,2803.25,2328.06,820.48,972.24,775.47,759.01,712.75,870.29,641.55,780.63,672.92,1007.56,710.09,611.98,715.48,783.49,852.93,809.04,707.64,697.23,673.58,751.18,833.81,917.77,2758.52
1998,812.10,1107.80,2334.22,2412.78,3761.72,3671.35,3176.78,3909.50,2647.45,2211.46,836.11,847.93,828.28,862.19,731.78,1057.44,680.33,816.34,623.73,1026.41,776.45,653.23,717.51,822.06,871.03,701.50,837.01,784.95,759.59,802.30,819.09,938.29,3702.58
1999,987.73,1233.10,1145.42,1178.60,2908.49,2833.57,2434.56,3031.00,2902.19,2503.15,1066.37,1019.51,1028.93,967.89,927.64,1191.01,859.15,938.33,722.01,1336.08,868.26,791.71,908.92,1032.51,1033.71,878.64,847.83,946.06,829.08,974.52,1026.64,1215.82,3093.11
2000,954.91,1414.00,1490.63,1510.56,3054.37,2981.95,2587.31,3172.80,3370.13,2851.83,897.01,995.84,930.98,1034.83,842.41,1204.69,825.01,972.42,837.78,1104.01,960.31,825.10,838.79,944.16,991.06,836.08,944.06,922.54,908.43,927.23,1085.59,1079.77,2782.52
2001,893.53,1284.20,1483.87,1494.88,2794.62,2726.20,2353.32,2906.50,2680.77,2215.48,1001.84,829.55,939.92,944.74,907.11,1075.24,839.55,1012.11,569.66,1231.57,923.91,834.58,681.76,927.98,1053.10,689.05,976.94,865.42,917.85,858.46,719.50,1050.00,2894.09
2002,943.95,1397.80,1941.78,1990.66,2621.80,2553.55,2187.02,2733.40,2905.33,2449.31,1072.66,917.94,955.37,929.55,779.48,1108.87,756.00,871.89,897.84,1167.17,841.43,722.44,979.75,893.72,991.02,867.00,883.47,841.02,816.27,834.12,1256.96,1204.03,3033.88
2003,722.27,1111.90,2053.37,2104.81,3197.87,3128.19,2733.75,3311.80,2456.70,2043.72,630.86,859.96,765.69,685.12,595.44,840.29,597.64,619.84,588.49,788.59,611.15,531.41,793.08,769.43,657.26,778.36,637.91,671.01,590.64,719.47,781.50,859.62,3031.63
2004,786.27,880.00,1891.02,1926.49,4405.04,4303.17,3722.11,4571.60,2954.90,2487.79,828.18,881.03,886.38,727.77,777.12,880.77,634.36,771.59,730.96,1067.73,674.35,590.04,759.54,858.04,834.61,805.58,726.69,664.31,663.09,704.65,709.44,933.43,4099.09
2005,674.60,1186.70,2387.76,2459.02,3971.61,3874.06,3337.77,4131.10,3368.91,2844.69,742.25,722.74,707.34,631.02,623.58,761.96,515.13,655.01,681.11,885.42,611.22,518.87,668.83,664.71,717.68,641.28,722.54,551.45,645.92,566.54,737.55,846.01,3916.35
2006,815.76,1267.10,2152.44,2211.82,2922.31,2842.50,2429.06,3052.80,2774.54,2400.22,1015.75,847.34,882.83,764.41,799.79,981.34,683.62,840.54,493.41,1197.80,711.38,641.84,648.20,898.02,961.29,682.81,771.50,757.31,720.89,800.24,750.82,1004.99,3411.46
2007,829.72,966.90,1933.05,1985.26,2927.12,2859.24,2490.34,3038.10,3045.18,2715.78,958.81,885.36,898.24,858.53,848.78,1015.24,745.69,891.95,477.31,1199.09,785.08,710.18,611.68,896.56,970.26,697.06,815.36,789.40,774.04,821.31,585.22,981.27,2950.17
2008,937.07,1635.40,1969.47,1996.73,3399.39,3315.47,2858.94,3536.60,2963.91,2548.81,891.17,1035.66,1113.86,833.59,833.15,1042.57,700.00,818.94,903.72,1121.77,748.36,629.77,961.77,985.48,896.97,910.80,783.13,782.14,711.81,843.46,1199.13,1272.26,3606.38
2009,799.86,1339.50,2033.99,2078.07,2755.46,2688.54,2318.62,2864.90,2764.85,2289.95,834.13,876.05,793.85,774.07,704.32,1017.76,611.60,774.38,670.22,995.99,709.23,583.39,765.05,783.65,863.50,728.55,765.58,733.43,688.67,762.16,956.83,959.94,2718.02
2010,834.76,1524.40,2099.17,2153.17,3985.71,3902.42,3433.28,4121.90,3072.19,2584.96,876.11,847.11,912.03,760.21,781.37,929.68,653.52,833.53,890.52,1028.23,732.90,636.56,854.79,838.28,903.14,788.70,784.21,691.87,738.14,719.79,1012.16,1029.84,3779.22
2011,721.45,1609.60,2011.35,2065.61,4190.65,4093.44,3556.03,4349.60,2949.69,2544.69,703.52,695.63,780.96,682.33,659.68,798.59,575.84,711.09,662.24,885.04,654.87,576.40,760.82,714.03,733.76,687.31,692.92,611.27,653.33,624.66,892.60,920.29,3800.08
2012,863.73,1599.40,1592.74,1641.84,3474.07,3393.07,2942.52,3606.50,2843.64,2437.52,938.63,833.27,880.75,938.23,821.51,1123.33,742.79,890.94,682.08,1181.74,850.47,724.13,661.56,865.42,942.76,657.95,911.31,836.77,833.53,833.35,880.90,1061.21,3374.40
2013,942.61,1054.40,1828.83,1866.25,2928.30,2857.23,2473.81,3044.50,3256.85,2887.99,949.40,1103.82,1002.20,843.38,903.23,1039.99,757.12,908.21,807.63,1250.32,765.81,691.51,867.30,976.81,980.11,902.08,770.93,817.49,741.52,882.37,1053.87,1197.02,2980.33
2014,926.27,1640.60,1543.72,1563.15,2876.07,2802.10,2410.96,2997.00,2476.74,2158.77,813.76,984.17,1022.57,882.65,822.71,1092.99,753.63,808.12,817.21,1062.44,801.61,708.26,948.47,968.39,832.75,905.12,807.26,818.92,761.49,864.36,1141.57,1203.99,3013.94
2015,707.09,1643.10,2268.47,2328.71,2347.30,2283.89,1942.54,2451.00,3114.88,2649.99,672.04,789.17,741.77,721.60,610.10,906.38,565.63,676.88,544.43,832.58,686.04,563.96,651.41,704.53,691.20,658.12,737.65,641.96,661.54,634.01,794.14,853.44,2301.39
2016,817.37,1675.50,1486.80,1512.76,3560.08,3470.84,2979.11,3706.00,2690.02,2299.57,925.96,884.10,867.45,760.17,806.99,900.65,674.89,865.28,615.13,1150.70,743.30,671.06,696.85,848.22,921.76,738.07,816.21,696.35,763.69,748.11,796.21,999.53,3526.92
2017,728.20,1498.50,1718.72,1747.01,3457.94,3374.11,2921.80,3595.00,3139.99,2598.71,828.26,826.27,755.35,715.45,687.73,817.50,615.02,754.08,485.06,972.78,698.12,597.07,631.94,760.92,803.69,696.99,749.18,638.08,695.25,670.61,674.89,838.61,3473.49
2018,878.16,1612.80,2585.34,2643.15,3088.14,3010.07,2588.52,3215.80,3242.84,2695.48,716.22,1003.32,927.57,806.67,752.35,980.47,692.86,779.45,830.60,965.06,747.91,641.27,1005.53,874.35,788.19,957.42,733.68,758.37,696.85,786.90,1109.62,1092.02,3113.02
2019,833.10,1274.90,1748.32,1753.37,2377.93,2313.05,1970.03,2484.00,2267.03,1941.40,811.33,983.68,839.70,825.92,691.74,1038.17,650.43,757.64,766.52,976.31,746.91,608.18,813.19,842.85,806.52,823.73,768.30,762.69,705.11,793.28,968.42,991.47,2868.79
2020,808.17,1176.00,1290.47,1296.73,2910.53,2840.16,2464.31,3025.60,2429.48,2054.71,704.35,977.17,814.15,827.05,678.63,1055.40,638.34,736.73,661.08,889.12,741.17,600.56,761.95,834.30,743.42,824.49,761.72,758.53,698.06,796.21,880.88,942.23,3027.14
