Variable:,pr
,Cambodia,"Area under National Administration 1","Area under National Administration 2","Banteay Meanchey",Battambang,"Kampong Cham","Kampong Chhnang","Kampong Speu","Kampong Thom",Kampot,Kandal,Kep,"Koh Kong",Kratie,"Mondul Kiri","Otdar Meanchey",Pailin,"Phnom Penh","Preah Sihanouk","Preah Vihear","Prey Veng",Pursat,"Ratanak Kiri","Siem Reap","Stung Treng","Svay Rieng",Takeo
1999,2011.15,1880.32,1880.32,1525.57,2052.39,1615.85,1931.14,2208.43,1775.88,2235.56,1558.55,2155.54,3137.50,1835.35,1970.91,1518.76,2448.45,1669.75,2711.76,1787.52,1510.10,2653.24,2256.33,1657.12,2115.88,1620.53,1801.72
2000,2085.48,1965.09,1965.09,1579.24,2198.61,1663.24,2032.99,2442.93,1821.49,2597.18,1718.02,2525.30,3507.93,1807.41,1849.26,1615.55,2685.23,1793.62,3121.09,1876.42,1655.42,2918.65,1917.92,1709.71,1992.86,1761.53,2072.32
2001,1972.66,1768.00,1768.00,1302.17,1832.12,1642.10,1909.88,2210.85,1758.04,2366.84,1637.50,2313.67,3037.51,1817.21,1934.83,1413.84,2195.76,1710.71,2803.44,1800.24,1599.16,2485.90,2258.51,1571.63,2154.73,1713.98,1931.28
2002,1891.54,1661.44,1661.44,1281.80,1831.47,1557.16,1772.26,2148.08,1622.79,2412.28,1575.92,2352.25,3111.27,1729.79,1830.69,1309.78,2218.37,1595.95,2928.99,1675.31,1557.34,2452.97,2026.70,1426.10,1992.34,1704.01,1936.28
2003,1828.58,1663.52,1663.52,1297.80,1908.52,1516.67,1747.50,2091.07,1593.24,2176.25,1494.11,2083.53,3131.40,1653.25,1733.46,1301.84,2368.76,1523.27,2627.81,1607.79,1490.11,2579.33,1722.54,1429.68,1717.41,1663.87,1767.17
2004,1754.38,1574.24,1574.24,1171.27,1701.79,1490.15,1680.88,2032.89,1548.68,2202.32,1476.74,2153.26,2905.90,1608.24,1673.77,1238.35,2103.48,1482.69,2610.54,1603.17,1484.42,2369.02,1656.48,1363.27,1724.97,1679.92,1785.01
2005,1795.14,1578.93,1578.93,1233.33,1701.92,1537.78,1727.26,2130.72,1538.66,2449.08,1609.88,2392.61,2894.21,1642.48,1755.01,1225.41,2003.97,1629.72,2881.23,1529.54,1572.89,2270.21,1866.23,1362.35,1814.93,1706.50,1987.42
2006,2084.76,1956.18,1956.18,1467.10,2062.80,1685.76,2094.68,2445.96,1851.74,2485.15,1740.54,2410.75,3419.10,1838.50,1927.70,1518.03,2458.79,1859.88,2995.11,1894.74,1648.05,2803.99,2125.60,1718.43,2108.04,1709.81,2016.89
2007,2303.18,2134.42,2134.42,1588.14,2289.53,1882.14,2366.57,2981.62,1980.83,3434.51,2178.47,3365.56,4000.39,1913.33,1923.48,1518.34,2784.65,2223.88,3979.62,1887.38,2059.47,3197.97,2130.64,1814.69,2086.80,2098.80,2747.71
2008,1824.15,1670.77,1670.77,1416.80,1955.11,1482.25,1738.03,2040.78,1563.95,2012.19,1407.54,1920.01,3061.30,1631.01,1770.85,1401.07,2372.66,1501.43,2533.71,1557.79,1379.28,2527.20,1891.69,1465.62,1790.99,1532.55,1607.80
2009,1920.72,1766.12,1766.12,1414.52,1926.43,1633.61,1893.46,2237.14,1702.98,2465.54,1713.83,2410.63,3030.39,1747.17,1815.90,1414.62,2298.46,1742.00,2808.93,1666.99,1671.64,2532.39,1859.71,1552.93,1844.01,1776.87,2060.47
2010,1795.09,1580.09,1580.09,1360.69,2004.41,1462.56,1695.25,2164.60,1461.24,2305.33,1517.59,2219.90,3401.65,1512.39,1593.25,1239.46,2501.91,1541.65,2899.94,1438.46,1489.30,2673.04,1562.07,1340.90,1560.29,1658.67,1840.33
2011,2158.90,2042.43,2042.43,1733.44,2382.00,1679.15,2014.09,2360.66,1878.30,2471.98,1678.93,2398.72,3486.37,1907.09,1959.24,1670.09,2910.14,1752.76,2962.69,1948.15,1627.36,3021.75,2177.66,1804.83,2166.68,1739.41,1998.09
2012,1891.12,1656.06,1656.06,1329.19,1829.11,1604.22,1819.27,2206.35,1613.13,2451.27,1649.38,2403.23,3057.48,1744.57,1898.23,1248.42,2181.51,1690.14,2925.38,1502.06,1610.79,2418.60,2194.40,1415.08,1893.34,1736.48,1991.23
2013,2167.11,2058.17,2058.17,1639.24,2391.30,1657.78,2101.40,2600.18,1849.65,2672.34,1724.23,2578.85,4009.23,1797.67,1847.55,1540.73,2954.28,1826.88,3351.55,1821.71,1635.74,3216.16,2024.77,1751.27,1966.70,1738.26,2086.88
2014,1912.83,1784.71,1784.71,1337.81,1928.87,1596.28,1887.41,2268.86,1690.39,2435.79,1644.98,2367.66,3207.54,1725.58,1789.08,1328.15,2316.10,1688.92,2897.42,1648.82,1604.35,2633.51,1808.50,1516.88,1794.28,1735.30,1978.70
2015,1719.26,1522.45,1522.45,1217.85,1783.50,1511.62,1689.98,2097.15,1442.99,2389.65,1599.17,2344.66,2971.52,1526.87,1646.42,1146.26,2231.32,1597.73,2812.22,1338.16,1582.11,2367.36,1588.19,1284.51,1453.38,1732.27,1954.35
2016,1804.53,1590.14,1590.14,1226.58,1778.70,1570.69,1784.19,2194.81,1544.50,2425.91,1631.34,2367.53,3115.95,1654.08,1780.18,1112.93,2166.60,1658.73,2888.11,1345.41,1600.12,2429.18,1889.32,1303.13,1661.65,1734.75,1972.31
2017,2103.47,1986.82,1986.82,1731.83,2370.02,1626.89,1965.16,2377.92,1801.95,2560.74,1677.87,2493.77,3548.81,1761.41,1803.55,1684.66,2922.59,1738.99,3141.14,1909.06,1620.67,2975.48,1954.71,1776.36,2007.09,1737.06,2035.59
2018,1829.03,1622.72,1622.72,1306.37,1847.74,1547.97,1764.97,2145.57,1568.67,2388.06,1610.73,2337.88,3072.22,1638.25,1724.61,1273.91,2263.60,1627.69,2831.42,1556.20,1587.31,2453.46,1776.22,1400.14,1758.36,1733.20,1949.58
2019,1771.58,1558.66,1558.66,1147.33,1616.08,1567.73,1729.63,2035.52,1591.57,2255.87,1579.24,2207.19,2761.82,1703.73,1783.26,1216.90,1935.42,1577.87,2584.26,1558.79,1581.58,2253.72,1813.42,1346.89,1797.03,1734.46,1884.29
2020,1870.77,1719.05,1719.05,1425.39,1999.78,1579.34,1795.89,2144.80,1607.34,2362.65,1621.37,2311.00,3030.53,1678.07,1775.11,1361.67,2457.62,1646.16,2759.57,1550.07,1597.11,2556.74,1849.70,1497.11,1722.25,1734.83,1946.20
