Variable:,pr
,Malta,Attard,Balzan,Birgu,Birkirkara,Birzebbugia,Bormla,Dingli,Fgura,Floriana,Fontana,Ghajnsielem,Gharb,Gharghur,Ghasri,Ghaxaq,Gudja,Gzira,Hamrun,Iklin,Isla,Kalkara,Kercem,Kirkop,Lija,Luqa,Marsa,Marsascala,Marsaxlokk,Mdina,Mellieha,Mgarr,Mosta,Mqabba,Msida,Munxar,Nadur,Naxxar,Paola,Pembroke,Pieta,Qala,Qormi,Qrendi,"Rabat (malta)","Rabat (victoria)",Safi,"San Giljan","San Gwann","San Lawrenz","San Pawl Ii-bahar",Sannat,"Santa Lucija","Santa Venera",Siggiewi,Sliema,Swieqi,"Ta' Xbiex",Tarxien,Valletta,Xaghra,Xewkija,Xghajra,Zabbar,"Zebbug (gozo)","Zebbug (malta)",Zejtun,Zurrieq
1948,450.14,445.30,445.30,445.30,445.30,466.60,445.30,445.30,445.30,445.30,445.30,478.70,478.70,445.30,478.70,466.60,445.30,445.30,445.96,445.30,445.30,445.30,478.70,445.30,445.30,449.97,448.59,466.60,466.60,445.30,445.30,445.30,445.30,445.30,445.30,478.70,478.70,445.30,445.30,445.30,445.30,478.70,445.30,445.30,445.30,478.70,449.88,445.30,445.30,478.70,445.30,478.70,445.30,445.30,445.30,445.30,445.30,445.30,445.30,445.30,478.70,478.70,445.30,466.60,478.70,445.30,466.60,450.39
1949,419.24,421.90,421.90,421.90,421.90,410.20,421.90,421.90,421.90,421.90,421.90,395.20,395.20,421.90,395.20,410.20,421.90,421.90,421.54,421.90,421.90,421.90,395.20,421.90,421.90,419.34,420.09,410.20,410.20,421.90,421.90,421.90,421.90,421.90,421.90,395.20,395.20,421.90,421.90,421.90,421.90,395.20,421.90,421.90,421.90,395.20,419.39,421.90,421.90,395.20,421.90,395.20,421.90,421.90,421.90,421.90,421.90,421.90,421.90,421.90,395.20,395.20,421.90,410.20,395.20,421.90,410.20,419.10
1950,519.75,516.50,516.50,516.50,516.50,530.80,516.50,516.50,516.50,516.50,516.50,538.40,538.40,516.50,538.40,530.80,516.50,516.50,516.94,516.50,516.50,516.50,538.40,516.50,516.50,519.63,518.71,530.80,530.80,516.50,516.50,516.50,516.50,516.50,516.50,538.40,538.40,516.50,516.50,516.50,516.50,538.40,516.50,516.50,516.50,538.40,519.57,516.50,516.50,538.40,516.50,538.40,516.50,516.50,516.50,516.50,516.50,516.50,516.50,516.50,538.40,538.40,516.50,530.80,538.40,516.50,530.80,519.92
1951,441.59,441.50,441.50,441.50,441.50,441.90,441.50,441.50,441.50,441.50,441.50,459.80,459.80,441.50,459.80,441.90,441.50,441.50,441.51,441.50,441.50,441.50,459.80,441.50,441.50,441.59,441.56,441.90,441.90,441.50,441.50,441.50,441.50,441.50,441.50,459.80,459.80,441.50,441.50,441.50,441.50,459.80,441.50,441.50,441.50,459.80,441.59,441.50,441.50,459.80,441.50,459.80,441.50,441.50,441.50,441.50,441.50,441.50,441.50,441.50,459.80,459.80,441.50,441.90,459.80,441.50,441.90,441.60
1952,325.98,322.30,322.30,322.30,322.30,338.50,322.30,322.30,322.30,322.30,322.30,350.30,350.30,322.30,350.30,338.50,322.30,322.30,322.80,322.30,322.30,322.30,350.30,322.30,322.30,325.85,324.81,338.50,338.50,322.30,322.30,322.30,322.30,322.30,322.30,350.30,350.30,322.30,322.30,322.30,322.30,350.30,322.30,322.30,322.30,350.30,325.78,322.30,322.30,350.30,322.30,350.30,322.30,322.30,322.30,322.30,322.30,322.30,322.30,322.30,350.30,350.30,322.30,338.50,350.30,322.30,338.50,326.17
1953,593.31,597.50,597.50,597.50,597.50,579.10,597.50,597.50,597.50,597.50,597.50,587.20,587.20,597.50,587.20,579.10,597.50,597.50,596.93,597.50,597.50,597.50,587.20,597.50,597.50,593.47,594.65,579.10,579.10,597.50,597.50,597.50,597.50,597.50,597.50,587.20,587.20,597.50,597.50,597.50,597.50,587.20,597.50,597.50,597.50,587.20,593.54,597.50,597.50,587.20,597.50,587.20,597.50,597.50,597.50,597.50,597.50,597.50,597.50,597.50,587.20,587.20,597.50,579.10,587.20,597.50,579.10,593.10
1954,578.92,577.60,577.60,577.60,577.60,583.40,577.60,577.60,577.60,577.60,577.60,588.50,588.50,577.60,588.50,583.40,577.60,577.60,577.78,577.60,577.60,577.60,588.50,577.60,577.60,578.87,578.50,583.40,583.40,577.60,577.60,577.60,577.60,577.60,577.60,588.50,588.50,577.60,577.60,577.60,577.60,588.50,577.60,577.60,577.60,588.50,578.85,577.60,577.60,588.50,577.60,588.50,577.60,577.60,577.60,577.60,577.60,577.60,577.60,577.60,588.50,588.50,577.60,583.40,588.50,577.60,583.40,578.99
1955,437.43,438.20,438.20,438.20,438.20,434.80,438.20,438.20,438.20,438.20,438.20,419.90,419.90,438.20,419.90,434.80,438.20,438.20,438.09,438.20,438.20,438.20,419.90,438.20,438.20,437.45,437.67,434.80,434.80,438.20,438.20,438.20,438.20,438.20,438.20,419.90,419.90,438.20,438.20,438.20,438.20,419.90,438.20,438.20,438.20,419.90,437.47,438.20,438.20,419.90,438.20,419.90,438.20,438.20,438.20,438.20,438.20,438.20,438.20,438.20,419.90,419.90,438.20,434.80,419.90,438.20,434.80,437.39
1956,453.04,454.50,454.50,454.50,454.50,448.10,454.50,454.50,454.50,454.50,454.50,464.90,464.90,454.50,464.90,448.10,454.50,454.50,454.30,454.50,454.50,454.50,464.90,454.50,454.50,453.10,453.51,448.10,448.10,454.50,454.50,454.50,454.50,454.50,454.50,464.90,464.90,454.50,454.50,454.50,454.50,464.90,454.50,454.50,454.50,464.90,453.12,454.50,454.50,464.90,454.50,464.90,454.50,454.50,454.50,454.50,454.50,454.50,454.50,454.50,464.90,464.90,454.50,448.10,464.90,454.50,448.10,452.97
1957,521.47,518.90,518.90,518.90,518.90,530.20,518.90,518.90,518.90,518.90,518.90,526.80,526.80,518.90,526.80,530.20,518.90,518.90,519.25,518.90,518.90,518.90,526.80,518.90,518.90,521.38,520.65,530.20,530.20,518.90,518.90,518.90,518.90,518.90,518.90,526.80,526.80,518.90,518.90,518.90,518.90,526.80,518.90,518.90,518.90,526.80,521.33,518.90,518.90,526.80,518.90,526.80,518.90,518.90,518.90,518.90,518.90,518.90,518.90,518.90,526.80,526.80,518.90,530.20,526.80,518.90,530.20,521.60
1958,389.35,388.30,388.30,388.30,388.30,392.90,388.30,388.30,388.30,388.30,388.30,393.00,393.00,388.30,393.00,392.90,388.30,388.30,388.44,388.30,388.30,388.30,393.00,388.30,388.30,389.31,389.01,392.90,392.90,388.30,388.30,388.30,388.30,388.30,388.30,393.00,393.00,388.30,388.30,388.30,388.30,393.00,388.30,388.30,388.30,393.00,389.29,388.30,388.30,393.00,388.30,393.00,388.30,388.30,388.30,388.30,388.30,388.30,388.30,388.30,393.00,393.00,388.30,392.90,393.00,388.30,392.90,389.40
1959,443.84,443.70,443.70,443.70,443.70,444.30,443.70,443.70,443.70,443.70,443.70,453.40,453.40,443.70,453.40,444.30,443.70,443.70,443.72,443.70,443.70,443.70,453.40,443.70,443.70,443.83,443.79,444.30,444.30,443.70,443.70,443.70,443.70,443.70,443.70,453.40,453.40,443.70,443.70,443.70,443.70,453.40,443.70,443.70,443.70,453.40,443.83,443.70,443.70,453.40,443.70,453.40,443.70,443.70,443.70,443.70,443.70,443.70,443.70,443.70,453.40,453.40,443.70,444.30,453.40,443.70,444.30,443.84
1960,262.08,258.60,258.60,258.60,258.60,273.90,258.60,258.60,258.60,258.60,258.60,285.10,285.10,258.60,285.10,273.90,258.60,258.60,259.08,258.60,258.60,258.60,285.10,258.60,258.60,261.95,260.97,273.90,273.90,258.60,258.60,258.60,258.60,258.60,258.60,285.10,285.10,258.60,258.60,258.60,258.60,285.10,258.60,258.60,258.60,285.10,261.89,258.60,258.60,285.10,258.60,285.10,258.60,258.60,258.60,258.60,258.60,258.60,258.60,258.60,285.10,285.10,258.60,273.90,285.10,258.60,273.90,262.26
1961,233.01,232.10,232.10,232.10,232.10,236.10,232.10,232.10,232.10,232.10,232.10,235.50,235.50,232.10,235.50,236.10,232.10,232.10,232.22,232.10,232.10,232.10,235.50,232.10,232.10,232.98,232.72,236.10,236.10,232.10,232.10,232.10,232.10,232.10,232.10,235.50,235.50,232.10,232.10,232.10,232.10,235.50,232.10,232.10,232.10,235.50,232.96,232.10,232.10,235.50,232.10,235.50,232.10,232.10,232.10,232.10,232.10,232.10,232.10,232.10,235.50,235.50,232.10,236.10,235.50,232.10,236.10,233.06
1962,456.96,456.00,456.00,456.00,456.00,460.20,456.00,456.00,456.00,456.00,456.00,453.50,453.50,456.00,453.50,460.20,456.00,456.00,456.13,456.00,456.00,456.00,453.50,456.00,456.00,456.92,456.65,460.20,460.20,456.00,456.00,456.00,456.00,456.00,456.00,453.50,453.50,456.00,456.00,456.00,456.00,453.50,456.00,456.00,456.00,453.50,456.90,456.00,456.00,453.50,456.00,453.50,456.00,456.00,456.00,456.00,456.00,456.00,456.00,456.00,453.50,453.50,456.00,460.20,453.50,456.00,460.20,457.00
1963,303.63,302.40,302.40,302.40,302.40,307.80,302.40,302.40,302.40,302.40,302.40,312.80,312.80,302.40,312.80,307.80,302.40,302.40,302.57,302.40,302.40,302.40,312.80,302.40,302.40,303.58,303.23,307.80,307.80,302.40,302.40,302.40,302.40,302.40,302.40,312.80,312.80,302.40,302.40,302.40,302.40,312.80,302.40,302.40,302.40,312.80,303.56,302.40,302.40,312.80,302.40,312.80,302.40,302.40,302.40,302.40,302.40,302.40,302.40,302.40,312.80,312.80,302.40,307.80,312.80,302.40,307.80,303.69
1964,484.56,485.70,485.70,485.70,485.70,480.70,485.70,485.70,485.70,485.70,485.70,472.80,472.80,485.70,472.80,480.70,485.70,485.70,485.54,485.70,485.70,485.70,472.80,485.70,485.70,484.60,484.93,480.70,480.70,485.70,485.70,485.70,485.70,485.70,485.70,472.80,472.80,485.70,485.70,485.70,485.70,472.80,485.70,485.70,485.70,472.80,484.63,485.70,485.70,472.80,485.70,472.80,485.70,485.70,485.70,485.70,485.70,485.70,485.70,485.70,472.80,472.80,485.70,480.70,472.80,485.70,480.70,484.50
1965,482.61,482.20,482.20,482.20,482.20,484.00,482.20,482.20,482.20,482.20,482.20,482.00,482.00,482.20,482.00,484.00,482.20,482.20,482.26,482.20,482.20,482.20,482.00,482.20,482.20,482.59,482.48,484.00,484.00,482.20,482.20,482.20,482.20,482.20,482.20,482.00,482.00,482.20,482.20,482.20,482.20,482.00,482.20,482.20,482.20,482.00,482.59,482.20,482.20,482.00,482.20,482.00,482.20,482.20,482.20,482.20,482.20,482.20,482.20,482.20,482.00,482.00,482.20,484.00,482.00,482.20,484.00,482.63
1966,447.67,448.40,448.40,448.40,448.40,445.20,448.40,448.40,448.40,448.40,448.40,435.90,435.90,448.40,435.90,445.20,448.40,448.40,448.30,448.40,448.40,448.40,435.90,448.40,448.40,447.70,447.91,445.20,445.20,448.40,448.40,448.40,448.40,448.40,448.40,435.90,435.90,448.40,448.40,448.40,448.40,435.90,448.40,448.40,448.40,435.90,447.71,448.40,448.40,435.90,448.40,435.90,448.40,448.40,448.40,448.40,448.40,448.40,448.40,448.40,435.90,435.90,448.40,445.20,435.90,448.40,445.20,447.64
1967,330.52,328.20,328.20,328.20,328.20,338.40,328.20,328.20,328.20,328.20,328.20,342.60,342.60,328.20,342.60,338.40,328.20,328.20,328.52,328.20,328.20,328.20,342.60,328.20,328.20,330.43,329.78,338.40,338.40,328.20,328.20,328.20,328.20,328.20,328.20,342.60,342.60,328.20,328.20,328.20,328.20,342.60,328.20,328.20,328.20,342.60,330.39,328.20,328.20,342.60,328.20,342.60,328.20,328.20,328.20,328.20,328.20,328.20,328.20,328.20,342.60,342.60,328.20,338.40,342.60,328.20,338.40,330.64
1968,301.00,301.30,301.30,301.30,301.30,300.00,301.30,301.30,301.30,301.30,301.30,304.00,304.00,301.30,304.00,300.00,301.30,301.30,301.26,301.30,301.30,301.30,304.00,301.30,301.30,301.02,301.10,300.00,300.00,301.30,301.30,301.30,301.30,301.30,301.30,304.00,304.00,301.30,301.30,301.30,301.30,304.00,301.30,301.30,301.30,304.00,301.02,301.30,301.30,304.00,301.30,304.00,301.30,301.30,301.30,301.30,301.30,301.30,301.30,301.30,304.00,304.00,301.30,300.00,304.00,301.30,300.00,300.99
1969,519.45,519.40,519.40,519.40,519.40,519.60,519.40,519.40,519.40,519.40,519.40,514.40,514.40,519.40,514.40,519.60,519.40,519.40,519.41,519.40,519.40,519.40,514.40,519.40,519.40,519.44,519.43,519.60,519.60,519.40,519.40,519.40,519.40,519.40,519.40,514.40,514.40,519.40,519.40,519.40,519.40,514.40,519.40,519.40,519.40,514.40,519.44,519.40,519.40,514.40,519.40,514.40,519.40,519.40,519.40,519.40,519.40,519.40,519.40,519.40,514.40,514.40,519.40,519.60,514.40,519.40,519.60,519.45
1970,312.79,312.20,312.20,312.20,312.20,314.80,312.20,312.20,312.20,312.20,312.20,299.10,299.10,312.20,299.10,314.80,312.20,312.20,312.28,312.20,312.20,312.20,299.10,312.20,312.20,312.77,312.60,314.80,314.80,312.20,312.20,312.20,312.20,312.20,312.20,299.10,299.10,312.20,312.20,312.20,312.20,299.10,312.20,312.20,312.20,299.10,312.76,312.20,312.20,299.10,312.20,299.10,312.20,312.20,312.20,312.20,312.20,312.20,312.20,312.20,299.10,299.10,312.20,314.80,299.10,312.20,314.80,312.82
1971,455.61,455.00,455.00,455.00,455.00,457.70,455.00,455.00,455.00,455.00,455.00,462.00,462.00,455.00,462.00,457.70,455.00,455.00,455.08,455.00,455.00,455.00,462.00,455.00,455.00,455.59,455.42,457.70,457.70,455.00,455.00,455.00,455.00,455.00,455.00,462.00,462.00,455.00,455.00,455.00,455.00,462.00,455.00,455.00,455.00,462.00,455.58,455.00,455.00,462.00,455.00,462.00,455.00,455.00,455.00,455.00,455.00,455.00,455.00,455.00,462.00,462.00,455.00,457.70,462.00,455.00,457.70,455.65
1972,486.34,481.70,481.70,481.70,481.70,502.10,481.70,481.70,481.70,481.70,481.70,506.70,506.70,481.70,506.70,502.10,481.70,481.70,482.33,481.70,481.70,481.70,506.70,481.70,481.70,486.17,484.85,502.10,502.10,481.70,481.70,481.70,481.70,481.70,481.70,506.70,506.70,481.70,481.70,481.70,481.70,506.70,481.70,481.70,481.70,506.70,486.08,481.70,481.70,506.70,481.70,506.70,481.70,481.70,481.70,481.70,481.70,481.70,481.70,481.70,506.70,506.70,481.70,502.10,506.70,481.70,502.10,486.58
1973,501.78,500.10,500.10,500.10,500.10,507.50,500.10,500.10,500.10,500.10,500.10,511.00,511.00,500.10,511.00,507.50,500.10,500.10,500.33,500.10,500.10,500.10,511.00,500.10,500.10,501.72,501.24,507.50,507.50,500.10,500.10,500.10,500.10,500.10,500.10,511.00,511.00,500.10,500.10,500.10,500.10,511.00,500.10,500.10,500.10,511.00,501.69,500.10,500.10,511.00,500.10,511.00,500.10,500.10,500.10,500.10,500.10,500.10,500.10,500.10,511.00,511.00,500.10,507.50,511.00,500.10,507.50,501.87
1974,214.34,213.70,213.70,213.70,213.70,216.50,213.70,213.70,213.70,213.70,213.70,220.80,220.80,213.70,220.80,216.50,213.70,213.70,213.79,213.70,213.70,213.70,220.80,213.70,213.70,214.31,214.13,216.50,216.50,213.70,213.70,213.70,213.70,213.70,213.70,220.80,220.80,213.70,213.70,213.70,213.70,220.80,213.70,213.70,213.70,220.80,214.30,213.70,213.70,220.80,213.70,220.80,213.70,213.70,213.70,213.70,213.70,213.70,213.70,213.70,220.80,220.80,213.70,216.50,220.80,213.70,216.50,214.37
1975,460.95,460.40,460.40,460.40,460.40,462.80,460.40,460.40,460.40,460.40,460.40,450.20,450.20,460.40,450.20,462.80,460.40,460.40,460.47,460.40,460.40,460.40,450.20,460.40,460.40,460.93,460.77,462.80,462.80,460.40,460.40,460.40,460.40,460.40,460.40,450.20,450.20,460.40,460.40,460.40,460.40,450.20,460.40,460.40,460.40,450.20,460.92,460.40,460.40,450.20,460.40,450.20,460.40,460.40,460.40,460.40,460.40,460.40,460.40,460.40,450.20,450.20,460.40,462.80,450.20,460.40,462.80,460.97
1976,675.12,676.60,676.60,676.60,676.60,670.10,676.60,676.60,676.60,676.60,676.60,676.10,676.10,676.60,676.10,670.10,676.60,676.60,676.40,676.60,676.60,676.60,676.10,676.60,676.60,675.18,675.59,670.10,670.10,676.60,676.60,676.60,676.60,676.60,676.60,676.10,676.10,676.60,676.60,676.60,676.60,676.10,676.60,676.60,676.60,676.10,675.20,676.60,676.60,676.10,676.60,676.10,676.60,676.60,676.60,676.60,676.60,676.60,676.60,676.60,676.10,676.10,676.60,670.10,676.10,676.60,670.10,675.05
1977,257.60,257.40,257.40,257.40,257.40,258.30,257.40,257.40,257.40,257.40,257.40,251.00,251.00,257.40,251.00,258.30,257.40,257.40,257.43,257.40,257.40,257.40,251.00,257.40,257.40,257.60,257.54,258.30,258.30,257.40,257.40,257.40,257.40,257.40,257.40,251.00,251.00,257.40,257.40,257.40,257.40,251.00,257.40,257.40,257.40,251.00,257.59,257.40,257.40,251.00,257.40,251.00,257.40,257.40,257.40,257.40,257.40,257.40,257.40,257.40,251.00,251.00,257.40,258.30,251.00,257.40,258.30,257.62
1978,355.20,353.90,353.90,353.90,353.90,359.60,353.90,353.90,353.90,353.90,353.90,359.20,359.20,353.90,359.20,359.60,353.90,353.90,354.08,353.90,353.90,353.90,359.20,353.90,353.90,355.15,354.78,359.60,359.60,353.90,353.90,353.90,353.90,353.90,353.90,359.20,359.20,353.90,353.90,353.90,353.90,359.20,353.90,353.90,353.90,359.20,355.13,353.90,353.90,359.20,353.90,359.20,353.90,353.90,353.90,353.90,353.90,353.90,353.90,353.90,359.20,359.20,353.90,359.60,359.20,353.90,359.60,355.26
1979,524.60,525.10,525.10,525.10,525.10,522.90,525.10,525.10,525.10,525.10,525.10,519.90,519.90,525.10,519.90,522.90,525.10,525.10,525.03,525.10,525.10,525.10,519.90,525.10,525.10,524.62,524.76,522.90,522.90,525.10,525.10,525.10,525.10,525.10,525.10,519.90,519.90,525.10,525.10,525.10,525.10,519.90,525.10,525.10,525.10,519.90,524.63,525.10,525.10,519.90,525.10,519.90,525.10,525.10,525.10,525.10,525.10,525.10,525.10,525.10,519.90,519.90,525.10,522.90,519.90,525.10,522.90,524.57
1980,367.14,367.50,367.50,367.50,367.50,365.90,367.50,367.50,367.50,367.50,367.50,352.60,352.60,367.50,352.60,365.90,367.50,367.50,367.45,367.50,367.50,367.50,352.60,367.50,367.50,367.15,367.25,365.90,365.90,367.50,367.50,367.50,367.50,367.50,367.50,352.60,352.60,367.50,367.50,367.50,367.50,352.60,367.50,367.50,367.50,352.60,367.16,367.50,367.50,352.60,367.50,352.60,367.50,367.50,367.50,367.50,367.50,367.50,367.50,367.50,352.60,352.60,367.50,365.90,352.60,367.50,365.90,367.12
1981,215.18,214.20,214.20,214.20,214.20,218.50,214.20,214.20,214.20,214.20,214.20,214.50,214.50,214.20,214.50,218.50,214.20,214.20,214.33,214.20,214.20,214.20,214.50,214.20,214.20,215.14,214.86,218.50,218.50,214.20,214.20,214.20,214.20,214.20,214.20,214.50,214.50,214.20,214.20,214.20,214.20,214.50,214.20,214.20,214.20,214.50,215.12,214.20,214.20,214.50,214.20,214.50,214.20,214.20,214.20,214.20,214.20,214.20,214.20,214.20,214.50,214.50,214.20,218.50,214.50,214.20,218.50,215.23
1982,593.27,591.00,591.00,591.00,591.00,601.00,591.00,591.00,591.00,591.00,591.00,601.30,601.30,591.00,601.30,601.00,591.00,591.00,591.31,591.00,591.00,591.00,601.30,591.00,591.00,593.19,592.55,601.00,601.00,591.00,591.00,591.00,591.00,591.00,591.00,601.30,601.30,591.00,591.00,591.00,591.00,601.30,591.00,591.00,591.00,601.30,593.15,591.00,591.00,601.30,591.00,601.30,591.00,591.00,591.00,591.00,591.00,591.00,591.00,591.00,601.30,601.30,591.00,601.00,601.30,591.00,601.00,593.39
1983,452.06,449.40,449.40,449.40,449.40,461.10,449.40,449.40,449.40,449.40,449.40,449.70,449.70,449.40,449.70,461.10,449.40,449.40,449.76,449.40,449.40,449.40,449.70,449.40,449.40,451.96,451.21,461.10,461.10,449.40,449.40,449.40,449.40,449.40,449.40,449.70,449.70,449.40,449.40,449.40,449.40,449.70,449.40,449.40,449.40,449.70,451.91,449.40,449.40,449.70,449.40,449.70,449.40,449.40,449.40,449.40,449.40,449.40,449.40,449.40,449.70,449.70,449.40,461.10,449.70,449.40,461.10,452.20
1984,460.21,455.80,455.80,455.80,455.80,475.20,455.80,455.80,455.80,455.80,455.80,473.30,473.30,455.80,473.30,475.20,455.80,455.80,456.40,455.80,455.80,455.80,473.30,455.80,455.80,460.05,458.80,475.20,475.20,455.80,455.80,455.80,455.80,455.80,455.80,473.30,473.30,455.80,455.80,455.80,455.80,473.30,455.80,455.80,455.80,473.30,459.97,455.80,455.80,473.30,455.80,473.30,455.80,455.80,455.80,455.80,455.80,455.80,455.80,455.80,473.30,473.30,455.80,475.20,473.30,455.80,475.20,460.44
1985,414.83,411.10,411.10,411.10,411.10,427.50,411.10,411.10,411.10,411.10,411.10,419.50,419.50,411.10,419.50,427.50,411.10,411.10,411.61,411.10,411.10,411.10,419.50,411.10,411.10,414.69,413.64,427.50,427.50,411.10,411.10,411.10,411.10,411.10,411.10,419.50,419.50,411.10,411.10,411.10,411.10,419.50,411.10,411.10,411.10,419.50,414.63,411.10,411.10,419.50,411.10,419.50,411.10,411.10,411.10,411.10,411.10,411.10,411.10,411.10,419.50,419.50,411.10,427.50,419.50,411.10,427.50,415.02
1986,571.88,568.60,568.60,568.60,568.60,583.00,568.60,568.60,568.60,568.60,568.60,581.00,581.00,568.60,581.00,583.00,568.60,568.60,569.05,568.60,568.60,568.60,581.00,568.60,568.60,571.76,570.83,583.00,583.00,568.60,568.60,568.60,568.60,568.60,568.60,581.00,581.00,568.60,568.60,568.60,568.60,581.00,568.60,568.60,568.60,581.00,571.70,568.60,568.60,581.00,568.60,581.00,568.60,568.60,568.60,568.60,568.60,568.60,568.60,568.60,581.00,581.00,568.60,583.00,581.00,568.60,583.00,572.04
1987,290.02,287.20,287.20,287.20,287.20,299.60,287.20,287.20,287.20,287.20,287.20,299.10,299.10,287.20,299.10,299.60,287.20,287.20,287.59,287.20,287.20,287.20,299.10,287.20,287.20,289.92,289.12,299.60,299.60,287.20,287.20,287.20,287.20,287.20,287.20,299.10,299.10,287.20,287.20,287.20,287.20,299.10,287.20,287.20,287.20,299.10,289.87,287.20,287.20,299.10,287.20,299.10,287.20,287.20,287.20,287.20,287.20,287.20,287.20,287.20,299.10,299.10,287.20,299.60,299.10,287.20,299.60,290.16
1988,540.24,536.10,536.10,536.10,536.10,554.30,536.10,536.10,536.10,536.10,536.10,530.10,530.10,536.10,530.10,554.30,536.10,536.10,536.67,536.10,536.10,536.10,530.10,536.10,536.10,540.09,538.91,554.30,554.30,536.10,536.10,536.10,536.10,536.10,536.10,530.10,530.10,536.10,536.10,536.10,536.10,530.10,536.10,536.10,536.10,530.10,540.01,536.10,536.10,530.10,536.10,530.10,536.10,536.10,536.10,536.10,536.10,536.10,536.10,536.10,530.10,530.10,536.10,554.30,530.10,536.10,554.30,540.45
1989,379.88,381.20,381.20,381.20,381.20,375.40,381.20,381.20,381.20,381.20,381.20,370.80,370.80,381.20,370.80,375.40,381.20,381.20,381.02,381.20,381.20,381.20,370.80,381.20,381.20,379.93,380.30,375.40,375.40,381.20,381.20,381.20,381.20,381.20,381.20,370.80,370.80,381.20,381.20,381.20,381.20,370.80,381.20,381.20,381.20,370.80,379.95,381.20,381.20,370.80,381.20,370.80,381.20,381.20,381.20,381.20,381.20,381.20,381.20,381.20,370.80,370.80,381.20,375.40,370.80,381.20,375.40,379.81
1990,449.58,451.60,451.60,451.60,451.60,442.70,451.60,451.60,451.60,451.60,451.60,460.90,460.90,451.60,460.90,442.70,451.60,451.60,451.32,451.60,451.60,451.60,460.90,451.60,451.60,449.65,450.22,442.70,442.70,451.60,451.60,451.60,451.60,451.60,451.60,460.90,460.90,451.60,451.60,451.60,451.60,460.90,451.60,451.60,451.60,460.90,449.69,451.60,451.60,460.90,451.60,460.90,451.60,451.60,451.60,451.60,451.60,451.60,451.60,451.60,460.90,460.90,451.60,442.70,460.90,451.60,442.70,449.47
1991,471.90,469.60,469.60,469.60,469.60,479.70,469.60,469.60,469.60,469.60,469.60,499.00,499.00,469.60,499.00,479.70,469.60,469.60,469.91,469.60,469.60,469.60,499.00,469.60,469.60,471.81,471.16,479.70,479.70,469.60,469.60,469.60,469.60,469.60,469.60,499.00,499.00,469.60,469.60,469.60,469.60,499.00,469.60,469.60,469.60,499.00,471.77,469.60,469.60,499.00,469.60,499.00,469.60,469.60,469.60,469.60,469.60,469.60,469.60,469.60,499.00,499.00,469.60,479.70,499.00,469.60,479.70,472.01
1992,409.58,420.00,420.00,420.00,420.00,374.20,420.00,420.00,420.00,420.00,420.00,403.90,403.90,420.00,403.90,374.20,420.00,420.00,418.58,420.00,420.00,420.00,403.90,420.00,420.00,409.96,412.92,374.20,374.20,420.00,420.00,420.00,420.00,420.00,420.00,403.90,403.90,420.00,420.00,420.00,420.00,403.90,420.00,420.00,420.00,403.90,410.16,420.00,420.00,403.90,420.00,403.90,420.00,420.00,420.00,420.00,420.00,420.00,420.00,420.00,403.90,403.90,420.00,374.20,403.90,420.00,374.20,409.05
1993,378.87,376.00,376.00,376.00,376.00,388.60,376.00,376.00,376.00,376.00,376.00,404.20,404.20,376.00,404.20,388.60,376.00,376.00,376.39,376.00,376.00,376.00,404.20,376.00,376.00,378.76,377.95,388.60,388.60,376.00,376.00,376.00,376.00,376.00,376.00,404.20,404.20,376.00,376.00,376.00,376.00,404.20,376.00,376.00,376.00,404.20,378.71,376.00,376.00,404.20,376.00,404.20,376.00,376.00,376.00,376.00,376.00,376.00,376.00,376.00,404.20,404.20,376.00,388.60,404.20,376.00,388.60,379.01
1994,387.26,383.80,383.80,383.80,383.80,399.00,383.80,383.80,383.80,383.80,383.80,399.70,399.70,383.80,399.70,399.00,383.80,383.80,384.27,383.80,383.80,383.80,399.70,383.80,383.80,387.13,386.15,399.00,399.00,383.80,383.80,383.80,383.80,383.80,383.80,399.70,399.70,383.80,383.80,383.80,383.80,399.70,383.80,383.80,383.80,399.70,387.07,383.80,383.80,399.70,383.80,399.70,383.80,383.80,383.80,383.80,383.80,383.80,383.80,383.80,399.70,399.70,383.80,399.00,399.70,383.80,399.00,387.43
1995,492.30,490.80,490.80,490.80,490.80,497.40,490.80,490.80,490.80,490.80,490.80,469.40,469.40,490.80,469.40,497.40,490.80,490.80,491.01,490.80,490.80,490.80,469.40,490.80,490.80,492.25,491.82,497.40,497.40,490.80,490.80,490.80,490.80,490.80,490.80,469.40,469.40,490.80,490.80,490.80,490.80,469.40,490.80,490.80,490.80,469.40,492.22,490.80,490.80,469.40,490.80,469.40,490.80,490.80,490.80,490.80,490.80,490.80,490.80,490.80,469.40,469.40,490.80,497.40,469.40,490.80,497.40,492.38
1996,535.41,530.20,530.20,530.20,530.20,553.10,530.20,530.20,530.20,530.20,530.20,554.90,554.90,530.20,554.90,553.10,530.20,530.20,530.91,530.20,530.20,530.20,554.90,530.20,530.20,535.22,533.74,553.10,553.10,530.20,530.20,530.20,530.20,530.20,530.20,554.90,554.90,530.20,530.20,530.20,530.20,554.90,530.20,530.20,530.20,554.90,535.12,530.20,530.20,554.90,530.20,554.90,530.20,530.20,530.20,530.20,530.20,530.20,530.20,530.20,554.90,554.90,530.20,553.10,554.90,530.20,553.10,535.67
