Variable:,pr
,Russia,"Adygeya Rep.","Aginskiy Buryatskiy A. Okrug","Altay Rep.","Altayskiy Kray","Amurskaya Oblast","Arkhangelskaya Oblast","Astrakhanskaya Oblast","Bashkortostan Rep.","Belgorodskaya Oblast","Bryanskaya Oblast","Buryatiya Rep.","Chechnya Rep.","Chelyabinskaya Oblast","Chitinskaya Oblast","Chukotskiy Okrug","Chuvashiya Rep.","Dagestan Rep.","Evenkiyskiy Okrug","Ingushetiya Rep.","Irkutskaya Oblast","Ivanovskaya Oblast","Kabardino-balkariya Rep.","Kaliningradskaya Oblast","Kalmykiya Rep.","Kaluzhskaya Oblast","Kamchatskaya Oblast","Karatchayevo-cherkesiya Rep.","Karelya Rep.","Kemerovskaya Oblast","Khabarovskiy Kray","Khakasiya Rep.","Khanty-mansyiskiy Okrug","Kirovskaya Oblast","Komi Rep.","Komi-permyatskiy Okrug","Koryakskiy Okrug","Kostromskaya Oblast","Krasnodarskiy Kray","Krasnoyarskiy Kray","Kurganskaya Oblast","Kurskaya Oblast","Administrative unit not available","Leningradskaya Oblast","Lipetskaya Oblast","Magadanskaya Oblast","Mariy-el Rep.","Mordoviya Rep.","Moskovskaya Oblast",Moskva,"Murmanskaya Oblast","Name Unknown","Nenetskiy Okrug","Nizhegorodskaya Oblast","Novgorodskaya Oblast","Novosibirskaya Oblast","Omskaya Oblast","Orenburgskaya Oblast","Orlovskaya Oblast","Penzenskaya Oblast","Permskaya Oblast","Primorskiy Kray","Pskovskaya Oblast","Rostovskaya Oblast","Ryazanskaya Oblast","Sakha Rep.","Sakhalinskaya Oblast","Samarskaya Oblast",Sankt-peterburg,"Saratovskaya Oblast","Severnaya Osetiya-alaniya Rep.","Smolenskaya Oblast","Stavropolskiy Kray","Sverdlovskaya Oblast","Tambovskaya Oblast","Tatarstan Rep.","Taymyrskiy Okrug","Tomskaya Oblast","Tulskaya Oblast","Tverskaya Oblast","Tyumenskaya Oblast","Tyva Rep.","Udmurtiya Rep.","Ulyanovskaya Oblast","Ustordynskiy Buryatskiy Okrug","Vladimirskaya Oblast","Volgogradskaya Oblast","Vologodskaya Oblast","Voronezhskaya Oblast","Yamalo-nenetskiy Okrug","Yaroslavskaya Oblast","Yevreyskaya A. Oblast"
1932,436.02,946.85,429.44,479.90,386.56,441.11,633.58,272.87,491.03,630.83,707.79,533.99,756.56,464.69,405.81,283.36,460.19,646.99,422.37,891.24,442.24,529.67,899.86,751.88,342.55,713.94,701.83,979.91,580.01,497.34,508.25,500.66,548.68,599.03,576.22,657.05,444.46,554.80,742.60,496.39,433.48,686.29,410.33,654.13,544.13,251.29,505.76,463.63,631.13,641.05,672.10,494.85,400.95,517.18,733.91,408.65,475.90,344.23,677.23,442.90,670.91,842.19,673.39,506.45,487.94,244.39,702.86,421.21,655.13,374.20,962.41,737.76,577.00,569.17,464.90,483.86,300.18,523.66,617.67,771.59,533.85,555.39,576.23,433.65,615.57,528.04,386.81,601.18,527.60,412.80,567.75,629.47
1933,424.50,1122.15,344.74,397.71,413.78,522.04,542.06,312.41,382.53,646.26,849.91,455.83,649.78,369.02,406.79,260.50,478.32,588.38,420.57,824.05,413.97,579.85,882.98,748.45,396.13,868.49,803.61,1070.95,512.63,504.45,548.07,465.45,420.24,463.28,447.33,508.87,494.86,550.69,880.85,509.34,354.77,721.39,377.54,628.64,629.76,355.43,463.79,518.93,731.81,749.82,426.44,592.94,301.91,531.93,683.06,436.66,429.32,267.46,777.75,514.10,528.05,684.96,628.52,601.58,575.21,276.58,742.59,361.93,613.29,415.52,913.41,869.75,598.94,456.50,541.50,422.84,251.01,547.77,745.53,767.17,398.63,525.29,444.34,442.26,476.75,595.27,452.20,576.62,578.64,383.89,629.42,626.33
1934,399.40,842.34,425.49,422.57,420.56,426.61,588.65,199.49,376.60,426.95,570.52,430.28,521.04,353.86,468.58,257.67,462.37,439.99,347.42,676.22,389.96,554.19,700.53,644.16,251.37,627.54,669.35,847.11,588.32,468.23,449.02,468.66,457.67,552.95,497.76,568.98,432.73,583.35,630.07,489.63,296.56,493.34,263.87,624.63,455.95,296.35,485.30,461.82,611.62,622.87,532.70,391.67,333.96,511.67,629.33,437.08,400.48,303.80,550.89,443.61,521.04,747.83,605.41,381.14,459.11,259.79,699.14,371.55,649.26,374.07,741.72,636.22,445.28,424.13,421.41,416.89,249.44,510.66,561.41,686.14,380.30,536.93,471.01,437.39,417.76,546.46,335.94,635.02,410.75,370.89,620.65,581.02
1935,437.06,641.03,286.10,416.79,366.73,585.91,695.60,214.51,443.66,579.91,708.74,394.67,552.68,409.46,341.34,269.95,524.33,525.39,422.11,660.52,391.45,723.08,642.70,773.92,237.24,753.77,555.59,679.67,644.39,497.79,518.09,498.20,531.01,625.56,557.37,630.19,425.13,717.77,512.89,515.23,374.71,649.97,347.74,768.41,568.93,281.56,574.23,520.98,777.83,804.13,526.50,334.80,333.08,623.44,796.03,372.55,387.35,311.57,657.45,469.13,625.99,810.65,779.30,403.73,584.17,304.30,742.96,411.42,788.96,354.04,716.55,794.82,365.95,535.10,508.62,490.26,309.77,510.77,655.25,884.13,455.43,574.15,554.06,447.70,397.97,715.68,308.93,773.04,500.77,382.52,810.45,572.28
1936,428.49,983.37,392.75,522.53,498.70,680.95,578.38,218.40,383.55,513.75,613.32,504.50,734.10,327.61,448.14,279.69,502.24,609.14,397.62,967.19,444.26,533.89,946.81,750.16,279.99,649.33,663.84,1063.20,494.16,581.80,629.33,621.24,448.05,540.01,486.99,550.68,436.71,567.89,728.65,552.43,274.84,580.94,349.31,612.88,479.76,250.18,505.78,485.93,585.69,600.06,494.31,442.11,377.10,540.59,635.90,422.75,332.50,297.63,586.75,444.24,528.15,877.29,613.49,423.86,459.83,260.38,825.56,390.44,666.82,346.79,1057.69,663.63,514.53,406.15,420.96,456.77,274.81,506.24,559.16,689.25,327.56,637.82,488.05,445.50,529.45,519.13,322.23,573.64,424.96,385.89,549.43,680.11
1937,429.39,1047.20,330.45,549.49,494.82,530.17,505.18,250.53,455.66,562.54,754.18,460.82,623.62,436.03,397.14,251.31,489.82,555.14,395.03,770.26,465.16,518.58,804.04,710.74,324.71,701.60,729.14,955.51,537.18,582.78,561.13,581.88,411.64,493.13,436.22,509.84,449.78,532.11,807.97,529.23,347.80,652.47,337.98,663.45,512.13,357.52,494.16,478.55,586.20,587.16,452.57,507.91,345.04,512.89,642.54,428.35,367.93,300.62,648.11,459.25,559.92,700.15,639.76,437.72,455.70,299.29,756.91,382.13,698.43,375.23,838.66,708.94,531.04,494.15,449.65,449.94,299.44,509.73,590.01,664.74,391.59,635.67,494.05,435.94,543.09,510.27,332.56,591.01,470.51,389.77,559.62,663.26
1938,441.22,818.05,411.99,609.98,531.00,602.84,621.10,189.40,442.26,438.23,539.94,518.86,595.27,452.73,416.91,269.61,454.43,540.11,384.77,714.62,444.63,508.04,686.07,704.28,233.66,517.65,738.65,776.04,555.73,603.91,533.32,617.31,511.58,532.11,556.65,529.57,416.91,593.50,613.75,525.73,477.63,459.35,340.80,580.59,409.87,313.09,482.36,445.10,488.16,493.76,515.33,336.04,415.57,519.17,535.75,495.97,501.99,309.43,468.11,375.67,531.95,770.22,557.64,330.48,417.12,324.14,715.40,351.05,604.09,275.05,778.69,559.98,384.91,492.37,365.14,434.65,305.25,556.43,449.71,555.38,531.87,629.43,485.12,384.71,599.21,481.11,233.94,607.71,365.66,412.13,519.04,579.74
1939,433.56,1240.51,338.69,469.93,457.45,486.45,591.49,234.18,394.68,461.47,554.83,403.71,736.29,381.36,378.50,264.10,502.61,604.94,388.94,966.16,390.57,573.67,1041.53,699.81,328.95,575.50,806.49,1213.91,492.76,511.88,548.39,503.68,553.83,595.54,580.65,634.19,460.61,605.28,931.27,529.67,340.54,505.56,348.79,563.71,410.26,404.39,517.55,492.16,563.97,571.09,470.03,527.48,388.69,557.11,576.00,390.48,368.42,257.59,514.57,451.45,592.51,799.33,526.04,493.81,438.42,278.79,768.72,382.88,585.92,357.25,1083.19,592.25,622.99,470.38,398.10,447.30,333.02,478.87,499.16,613.58,421.52,557.01,508.68,447.11,431.14,554.70,350.74,580.18,415.85,474.24,569.00,577.82
1940,440.20,1007.19,388.77,498.86,484.16,545.88,577.29,271.43,435.09,560.88,660.16,500.38,683.35,412.20,413.33,278.32,518.07,587.53,399.94,878.68,430.08,594.12,913.52,787.12,330.17,701.23,860.57,1026.87,522.64,533.28,576.19,519.99,485.90,553.95,500.62,546.51,456.94,612.01,804.23,523.44,406.25,615.59,364.82,581.50,523.10,331.86,529.76,517.60,650.87,662.78,551.81,481.55,355.26,573.82,635.71,410.38,379.40,331.98,632.62,495.76,551.43,681.53,608.77,520.34,494.71,304.14,859.66,409.84,601.53,403.20,963.20,710.15,527.79,472.20,482.64,465.54,277.16,507.19,605.37,728.74,459.43,588.38,504.90,460.32,541.42,572.41,396.73,604.43,503.05,375.74,630.54,672.41
1941,450.61,1162.03,473.07,489.52,473.56,435.25,592.37,343.10,590.92,761.73,753.50,476.41,625.08,541.82,440.71,284.58,676.31,576.27,443.37,766.79,443.89,595.59,862.78,647.86,394.36,729.18,681.20,1078.97,437.53,543.71,474.16,529.15,526.46,594.23,533.50,557.50,435.17,596.34,901.59,564.38,425.91,818.23,389.26,447.76,672.73,362.42,641.63,679.72,654.40,677.62,409.57,601.40,365.50,639.93,503.61,473.61,426.98,449.74,769.02,667.02,606.26,785.63,498.51,653.35,625.20,264.33,709.39,573.53,432.06,553.11,864.33,643.61,585.97,525.01,625.16,668.59,372.73,552.63,711.29,623.13,452.52,586.69,622.74,652.24,573.91,612.73,546.73,590.26,648.57,440.62,604.58,532.09
1942,453.78,892.65,321.65,525.88,535.49,596.09,633.73,211.37,510.75,450.89,546.55,428.25,664.04,491.78,362.71,283.58,522.05,597.82,429.55,765.41,391.55,574.23,732.72,626.37,275.55,571.34,852.77,843.04,565.35,568.85,665.92,532.98,509.80,588.23,565.25,654.64,436.35,587.27,675.99,526.50,454.80,489.55,325.41,648.93,407.53,328.85,550.87,499.87,564.28,564.37,465.71,429.91,383.45,570.59,663.44,462.52,443.95,364.23,491.88,468.54,699.67,762.95,606.18,416.04,430.22,305.31,907.99,406.68,653.20,394.50,804.88,645.22,476.23,606.58,397.82,502.89,328.31,542.89,474.83,689.85,489.30,562.90,568.54,468.32,522.96,539.53,341.84,620.84,385.72,428.63,593.23,652.79
1943,451.35,836.81,308.97,397.21,406.20,583.60,592.47,194.70,458.99,424.76,552.94,383.34,664.42,472.38,345.64,314.08,582.42,618.65,444.64,763.70,376.22,597.27,718.70,715.60,271.35,569.53,959.21,830.66,545.62,463.19,623.89,464.60,517.34,611.29,588.59,633.61,530.09,612.16,640.84,531.51,417.19,487.52,374.08,626.49,414.21,407.52,591.70,543.08,573.22,581.02,581.38,391.46,389.07,608.18,635.09,380.54,382.62,286.54,480.23,451.13,664.56,845.53,655.31,356.90,458.65,316.95,746.81,391.03,652.00,319.09,787.33,646.86,454.87,594.47,402.39,511.02,335.33,527.84,482.54,670.90,473.41,526.46,571.53,470.40,408.76,572.33,269.60,587.87,357.26,415.90,584.00,675.39
1944,447.65,997.41,325.94,457.65,447.56,439.82,552.44,205.84,410.56,491.10,560.94,416.44,669.41,352.98,342.50,277.39,552.86,597.04,455.18,815.53,449.04,518.17,862.03,655.87,299.69,552.74,767.06,1038.42,504.14,521.65,564.22,527.95,550.43,574.76,559.47,622.71,446.72,525.51,765.55,562.76,344.70,534.74,335.71,557.89,473.59,377.94,552.17,542.92,508.96,506.84,509.27,486.36,348.97,560.62,540.41,450.46,419.22,302.32,534.59,515.38,599.31,680.31,578.87,479.41,481.00,341.11,799.11,462.87,561.30,400.88,882.04,559.31,555.76,478.47,466.60,535.33,348.06,544.79,518.67,553.88,423.87,549.21,559.88,505.36,508.37,517.16,368.23,535.05,459.30,427.26,482.81,503.89
1945,442.80,1036.67,347.07,358.52,350.65,506.09,593.59,289.81,556.24,544.16,637.99,447.85,596.92,540.37,361.09,269.01,597.67,523.04,460.56,719.91,419.26,683.80,782.34,836.94,330.16,686.63,739.50,969.64,532.56,455.11,502.60,398.31,515.77,582.71,511.91,588.41,485.61,629.29,786.76,511.87,479.28,615.56,334.96,623.80,570.96,397.72,595.73,608.10,701.67,711.95,459.59,440.91,324.17,658.69,680.90,398.61,463.21,472.12,663.73,572.40,652.91,669.93,677.38,499.47,598.20,288.92,741.13,515.73,630.97,505.89,801.15,672.14,491.00,600.38,534.41,529.80,316.29,508.90,677.49,715.09,527.64,443.02,554.63,544.14,508.70,680.19,466.21,592.05,528.15,434.11,638.45,590.04
1946,449.89,874.66,240.63,614.32,610.58,653.37,562.26,243.75,563.72,381.16,446.42,366.07,625.08,543.15,339.84,328.23,542.67,581.66,411.30,797.99,461.47,583.22,799.68,707.84,277.93,505.54,804.22,913.14,502.89,616.71,668.67,578.85,478.78,570.63,464.33,569.38,489.00,593.89,674.08,566.37,464.61,410.58,351.45,587.37,354.98,392.52,567.05,495.27,559.22,563.58,431.28,402.57,292.34,579.24,611.11,547.66,512.69,469.55,423.53,422.15,626.39,837.17,558.26,451.20,417.64,303.29,831.12,468.86,605.65,353.29,888.56,533.15,442.42,550.42,358.37,526.83,279.43,537.29,442.68,655.85,504.87,568.09,565.92,458.73,465.60,553.38,336.62,600.78,361.96,344.69,618.64,779.84
1947,438.46,1037.77,435.54,500.09,529.38,496.05,598.17,242.36,566.24,619.23,738.18,506.35,556.56,520.35,440.00,261.23,623.89,500.75,392.62,684.97,406.33,745.09,735.62,670.50,277.97,736.71,670.50,950.52,453.86,604.33,517.20,545.39,559.67,711.71,505.42,683.57,400.58,757.67,767.70,514.71,448.35,685.68,308.14,577.67,504.92,295.19,661.80,612.00,706.60,710.08,464.47,420.33,329.87,718.80,616.73,486.24,455.22,453.41,654.36,545.49,689.93,787.99,564.06,483.61,554.54,243.82,736.29,524.79,568.06,442.37,752.19,751.26,473.85,591.56,490.02,593.28,330.21,566.67,619.04,755.97,557.16,509.25,667.60,537.92,535.12,716.82,392.13,710.82,507.31,381.97,744.86,626.64
1948,468.61,906.79,503.80,435.00,479.81,633.10,727.64,236.45,473.35,516.54,548.74,518.26,635.27,407.19,470.77,285.08,537.87,589.37,462.97,773.63,469.49,543.80,787.62,784.43,286.21,559.40,866.71,939.46,614.24,578.49,617.78,531.34,575.93,615.98,605.91,696.89,444.05,565.67,655.29,592.80,377.42,560.94,371.50,687.00,452.54,314.23,557.55,514.30,556.05,568.51,623.04,417.79,379.18,547.66,686.92,446.36,402.65,352.53,533.49,494.70,698.99,785.60,644.62,388.77,457.76,291.03,755.33,511.73,698.62,434.33,843.15,580.10,492.28,573.45,428.95,573.14,320.04,531.54,505.57,666.58,477.55,534.91,611.33,525.72,592.04,532.35,346.34,639.95,424.68,478.74,569.20,694.43
1949,439.50,781.43,340.45,466.30,475.81,573.37,671.61,158.70,396.50,430.38,584.79,499.42,502.66,352.45,439.34,320.76,446.77,456.08,439.34,640.10,425.61,507.44,652.94,734.53,201.07,591.00,765.75,778.78,649.66,567.70,506.45,535.46,479.45,507.45,561.80,508.39,421.77,505.82,589.90,560.36,357.09,498.80,262.22,622.62,382.88,297.48,483.80,446.16,581.03,588.02,645.36,318.57,443.79,494.66,658.83,467.67,451.29,291.42,486.87,384.73,521.05,685.52,598.48,308.05,432.46,314.52,730.05,380.68,595.71,279.25,699.95,623.76,376.00,448.40,359.87,461.92,305.53,572.53,481.66,689.53,485.61,499.66,491.94,401.35,445.38,521.83,229.19,578.15,334.65,423.63,574.85,602.89
1950,460.38,898.14,297.88,470.72,440.23,520.30,607.65,225.64,477.29,505.50,581.45,436.51,565.14,505.51,344.52,386.87,522.34,511.76,419.37,711.10,413.79,656.98,793.05,931.78,272.73,622.15,928.03,966.84,548.54,552.84,557.62,543.40,587.77,563.36,577.17,636.06,569.97,605.37,640.83,543.67,491.33,566.10,325.97,624.48,482.06,451.77,547.52,488.68,676.40,696.23,476.39,374.70,376.11,579.02,696.98,414.93,467.15,346.21,563.71,458.94,732.49,654.20,670.51,383.70,513.25,311.58,687.96,424.37,639.45,389.81,806.37,650.88,447.95,684.44,451.31,515.29,334.75,506.27,573.05,747.66,545.59,566.87,568.43,450.11,537.72,644.42,353.80,589.26,434.68,409.31,665.14,534.05
1951,441.65,962.95,336.51,424.94,333.27,622.99,645.68,192.45,404.28,495.28,522.16,446.75,619.58,391.27,412.64,271.42,433.41,538.61,434.47,820.74,428.01,479.03,858.26,529.70,256.41,559.53,721.08,1003.15,560.44,464.63,624.64,496.09,486.26,514.30,590.83,522.46,383.88,527.89,705.68,527.55,333.70,574.78,341.39,529.80,541.14,331.79,452.96,457.69,548.75,575.87,605.84,379.50,475.02,482.92,524.62,309.78,333.62,279.69,615.87,421.71,521.44,854.41,517.69,368.19,503.38,324.30,722.69,340.10,541.72,307.84,922.99,483.87,485.41,439.97,456.93,416.56,343.35,457.48,602.76,548.02,386.23,540.59,469.00,390.94,438.18,495.48,270.92,597.35,432.79,472.74,510.70,730.19
1952,456.42,1025.86,345.06,517.28,419.85,473.78,685.07,277.29,423.73,662.35,783.94,473.24,540.65,355.24,375.11,303.72,615.92,463.84,418.96,696.45,486.40,781.64,738.35,795.84,326.24,859.37,855.91,909.82,627.10,505.19,513.57,550.40,498.43,675.33,552.22,621.97,457.91,789.91,809.49,529.60,291.38,771.58,288.78,739.88,667.19,332.17,632.83,638.16,846.81,872.55,548.11,502.92,339.81,729.04,740.25,388.04,338.00,313.77,795.02,567.08,601.53,661.78,720.39,515.18,698.15,302.78,732.52,445.39,717.37,436.74,770.82,817.90,519.12,477.43,588.25,517.17,346.32,473.00,804.78,841.83,366.09,634.66,547.56,535.33,585.56,794.79,422.99,804.12,551.64,434.95,784.58,619.51
1953,453.85,1000.74,370.17,449.10,467.18,627.15,609.23,248.43,511.98,421.30,574.74,385.48,591.53,473.45,345.91,268.64,588.43,493.14,480.44,805.51,403.51,686.07,889.74,542.65,288.65,661.03,803.27,1033.31,572.70,525.88,612.52,516.16,517.55,624.53,536.06,586.30,458.22,695.34,721.47,552.65,396.49,483.11,310.77,669.36,458.43,357.66,600.25,540.49,708.32,722.35,560.56,419.89,395.17,634.95,744.61,442.30,420.82,382.86,529.48,462.90,612.76,653.68,644.18,401.91,523.45,306.82,590.19,474.45,668.36,359.33,933.76,690.47,502.59,529.64,433.32,556.72,350.59,482.83,582.41,786.83,455.25,489.98,567.01,514.61,451.59,672.09,337.61,690.25,395.54,453.38,694.39,632.73
1954,440.40,920.23,307.13,555.05,555.62,448.58,609.60,239.26,443.89,536.74,567.79,390.24,483.11,392.73,327.47,320.97,591.74,462.22,430.20,623.64,399.96,576.70,701.50,767.53,266.32,576.63,796.47,889.22,621.74,593.73,510.21,599.52,493.53,592.90,548.78,587.79,422.25,629.23,672.41,551.74,361.66,603.91,285.10,685.68,514.75,332.06,580.18,594.34,564.60,575.71,600.98,360.30,395.85,603.08,643.81,450.27,393.72,333.74,589.15,577.83,575.73,832.60,620.01,373.01,508.85,303.78,677.72,457.29,692.83,439.84,697.98,580.72,427.04,448.91,505.12,533.71,352.56,481.66,546.22,638.34,387.46,599.90,550.83,561.26,439.38,547.61,374.00,647.55,455.07,421.00,576.63,488.66
1955,461.70,1065.98,372.91,379.92,351.49,634.63,641.38,232.45,434.90,562.86,587.78,433.93,647.95,405.39,408.22,308.97,618.85,654.12,442.18,766.30,455.47,620.14,781.74,632.28,297.62,633.99,936.18,955.90,543.63,441.04,657.88,452.04,539.69,605.89,588.01,597.56,437.39,667.70,832.34,530.59,375.59,601.84,377.33,600.99,554.60,384.08,598.59,620.74,635.39,640.85,602.50,484.89,423.76,653.08,662.83,353.71,363.04,292.48,617.91,579.03,617.94,852.97,594.03,514.21,548.73,283.74,843.99,463.02,593.78,434.20,839.18,655.81,507.95,534.95,527.17,543.35,329.51,474.31,609.27,723.86,447.03,528.11,541.06,570.81,520.81,611.07,428.51,691.01,533.71,482.90,639.93,737.34
1956,474.13,1056.15,407.87,507.88,471.48,713.47,609.63,269.12,602.29,531.65,659.01,429.54,674.11,500.40,441.35,349.71,613.10,604.76,424.01,828.85,426.15,682.22,876.23,784.79,321.45,663.25,803.48,1028.17,516.00,573.88,697.48,524.73,575.46,644.18,608.13,659.72,442.36,705.75,827.73,500.76,404.54,599.75,371.07,630.06,508.95,320.63,613.98,619.19,658.10,667.08,453.15,472.15,420.05,651.40,668.26,447.33,461.06,485.32,612.45,620.00,725.88,903.73,647.35,501.03,517.07,284.46,886.18,569.24,632.35,514.39,912.03,679.26,522.29,597.88,521.46,602.77,306.89,542.98,586.63,735.18,505.73,505.06,613.08,602.66,448.48,648.83,437.98,705.27,492.00,463.91,711.11,730.14
1957,470.22,807.55,419.43,555.83,538.04,564.34,778.04,212.62,426.07,424.61,629.64,470.92,483.20,378.66,420.41,369.76,522.46,450.73,441.74,620.49,409.69,587.45,682.52,816.19,251.72,659.24,730.98,803.03,695.43,573.00,614.51,583.39,557.16,611.09,685.37,629.83,417.06,662.58,629.17,539.71,374.55,504.41,286.54,789.60,475.54,325.94,552.86,534.70,637.98,651.16,654.60,348.05,486.57,591.80,813.94,502.29,468.14,304.46,554.70,476.96,632.99,823.10,756.30,384.44,497.69,301.13,815.34,372.46,792.04,329.76,707.64,745.32,406.13,509.08,445.60,472.35,311.74,549.71,561.86,819.20,465.78,566.29,539.17,446.17,477.82,569.04,288.61,749.63,376.01,496.36,651.08,718.91
1958,465.18,1122.23,399.32,549.78,507.99,643.57,599.83,281.06,478.27,637.97,717.46,345.41,718.73,411.52,438.44,340.95,623.39,641.13,487.11,876.97,380.11,638.82,878.95,771.14,335.73,721.38,779.17,1085.97,546.07,501.27,592.57,468.28,524.62,607.00,544.10,639.93,430.20,655.47,852.05,536.26,337.07,673.88,398.52,659.57,595.09,302.75,593.69,659.45,696.54,712.81,526.18,493.43,393.74,657.26,707.13,409.84,361.40,424.22,677.31,619.60,611.10,745.33,638.85,578.45,603.19,320.51,767.50,529.25,630.58,492.08,952.01,760.20,547.28,458.15,563.97,548.05,341.81,507.57,649.43,779.39,400.17,527.99,543.27,591.77,353.70,650.38,465.53,704.53,590.69,476.00,666.34,657.24
1959,464.79,886.79,453.32,508.59,471.90,694.66,538.90,184.00,516.08,463.90,466.25,515.14,701.41,494.10,475.19,336.11,461.88,619.78,446.99,856.52,453.84,548.93,850.68,586.65,213.13,511.84,716.85,916.35,461.33,527.43,717.78,543.19,521.35,529.34,521.56,566.83,460.13,579.36,679.01,561.60,407.16,495.38,380.52,590.08,441.72,356.76,478.72,450.38,560.43,573.40,542.90,335.12,400.91,508.26,589.76,457.44,440.76,391.64,498.84,420.28,599.21,1044.71,523.75,364.53,450.28,317.89,868.34,426.92,600.81,336.25,948.89,480.42,437.75,524.46,397.78,461.58,319.23,564.67,506.26,599.97,462.43,557.09,500.63,439.53,568.10,543.29,281.86,609.17,413.25,419.03,594.34,854.03
1960,463.43,1072.58,360.84,548.79,543.10,558.42,571.10,267.94,499.45,661.46,670.66,463.82,671.85,490.39,396.98,363.52,529.13,598.39,467.53,815.08,480.78,558.85,877.78,837.16,335.24,724.92,789.61,1070.36,514.58,569.03,644.74,526.95,481.73,488.94,485.55,469.58,446.95,574.69,818.54,581.30,421.24,721.17,362.28,614.28,571.92,341.39,500.71,530.03,675.46,698.44,425.28,494.28,350.80,542.23,653.72,494.70,513.54,404.06,710.42,502.99,508.21,905.41,683.86,480.24,518.58,297.17,840.14,479.75,639.08,411.52,897.48,731.21,583.32,475.22,487.91,497.35,342.50,583.12,674.67,741.53,482.63,529.90,452.95,519.85,527.62,573.27,373.70,633.07,557.76,402.11,618.67,801.27
1961,483.46,1099.12,383.75,557.43,500.27,666.66,702.18,299.58,565.78,459.53,549.01,442.91,627.40,496.28,424.98,322.95,546.86,514.91,450.88,793.46,439.50,543.03,863.56,703.55,366.08,603.39,870.33,1027.50,677.89,535.97,774.34,547.98,512.31,575.12,564.30,585.05,469.10,595.57,846.18,527.46,419.26,501.79,353.69,707.03,484.58,354.79,558.60,539.79,606.41,616.99,612.16,550.47,389.26,540.33,701.45,419.67,409.03,417.89,531.38,520.36,643.83,757.37,633.69,525.43,484.64,336.08,864.70,535.91,690.49,452.58,889.71,645.80,595.55,549.37,492.74,597.88,327.81,528.30,544.54,727.39,475.43,593.56,584.55,553.05,464.35,536.25,422.35,722.84,463.05,439.38,619.17,653.64
1962,470.32,910.75,474.90,380.94,368.34,538.87,664.32,169.75,496.27,474.62,686.85,449.09,503.79,410.23,457.74,371.61,668.55,456.95,458.11,662.75,425.73,701.00,730.88,704.35,204.07,762.32,914.67,905.24,702.59,444.78,575.77,457.56,538.61,672.76,637.18,691.95,528.05,673.74,665.13,547.14,379.44,532.86,276.67,758.44,568.56,415.70,670.64,681.64,747.92,765.43,616.60,334.40,459.65,714.46,760.66,365.20,395.94,385.36,630.26,596.57,698.26,924.26,761.87,399.40,647.59,284.69,814.44,514.23,783.32,434.38,767.66,807.20,419.09,553.73,561.44,593.59,315.89,481.89,690.89,784.42,461.10,498.74,634.95,583.95,528.94,719.62,371.86,689.56,492.50,473.48,671.19,706.34
1963,458.15,1031.46,345.93,427.95,449.91,613.80,596.74,307.41,544.43,511.72,468.18,423.08,854.72,479.65,402.24,334.89,573.26,788.39,493.43,1031.10,415.87,513.52,977.04,706.67,337.54,508.50,733.77,1025.13,542.80,525.29,590.28,495.43,482.90,558.18,558.60,568.18,489.06,554.68,777.79,532.31,393.93,496.68,460.28,553.48,455.19,389.33,545.49,593.82,514.93,524.63,642.95,443.79,472.37,557.81,515.27,407.48,386.83,459.84,478.36,582.16,596.29,828.83,495.55,500.15,486.72,307.83,786.63,580.22,535.74,521.79,1121.61,531.11,519.36,493.56,491.57,564.67,333.60,483.92,482.71,550.12,421.99,502.12,547.06,589.31,505.14,512.67,442.84,592.30,514.05,439.56,522.16,727.93
1964,440.31,934.35,368.89,420.56,441.10,537.73,602.01,255.57,580.82,511.35,575.44,435.63,640.34,522.72,382.65,330.45,493.63,543.94,399.25,818.28,382.05,488.25,813.94,566.76,307.20,563.16,715.84,914.97,494.26,470.93,613.22,436.35,477.19,579.75,563.34,614.78,414.62,540.52,715.92,464.37,456.34,568.96,321.93,517.92,556.19,313.01,500.13,568.55,535.26,545.76,584.31,402.21,395.36,504.15,544.24,449.26,453.27,477.30,581.69,599.91,637.21,765.07,485.98,429.94,531.93,287.27,789.37,552.09,494.71,492.81,889.10,556.81,483.99,534.94,575.54,545.76,365.55,472.36,565.42,586.70,461.89,500.98,570.71,545.54,482.59,492.20,411.41,606.19,505.87,442.12,544.70,672.94
1965,456.37,986.99,263.33,453.81,437.07,521.28,616.13,270.45,448.33,593.25,573.30,413.24,587.87,365.56,321.01,379.64,550.68,524.60,456.82,756.40,428.65,651.18,721.63,701.90,308.51,647.96,822.88,863.70,579.51,487.28,577.55,492.69,575.80,673.45,615.97,679.72,551.39,680.31,760.48,551.10,319.29,653.39,340.46,577.48,558.31,333.16,598.34,569.74,682.49,706.87,664.02,452.25,428.20,639.14,585.54,376.92,359.34,356.37,626.33,513.45,660.04,745.47,550.57,461.25,576.42,285.13,825.99,452.80,601.73,381.44,798.63,612.80,493.20,521.74,513.89,533.71,315.75,520.93,629.47,688.35,429.71,483.76,604.66,483.12,501.11,645.71,359.41,654.06,493.30,486.26,636.92,660.38
