Variable:,pr
,Ireland,Carlow,Cavan,Clare,Cork,Donegal,Dublin,Galway,Kerry,Kildare,Kilkenny,Laois,Leitrim,Limerick,Longford,Louth,Mayo,Meath,Monaghan,Munster,Offaly,Roscommon,Sligo,Tipperary,Waterford,Westmeath,Wexford,Wicklow
2005,1069.15,973.57,1000.33,1098.89,1177.48,1391.63,845.79,1080.41,1315.66,762.22,922.51,834.02,1202.99,1081.79,947.85,866.26,1212.25,791.09,923.31,923.31,803.38,1005.86,1215.33,1003.09,1040.19,834.96,1013.52,898.59
2006,1180.70,1067.78,1106.46,1217.30,1298.35,1537.56,945.13,1195.63,1462.43,843.45,1003.81,908.21,1337.03,1191.73,1040.19,952.50,1355.24,871.19,1022.99,1022.99,871.21,1107.38,1350.71,1097.26,1131.64,908.48,1112.54,999.35
2007,1066.69,994.53,1031.45,1075.98,1143.42,1404.50,885.30,1068.01,1266.15,794.75,927.50,843.88,1228.41,1054.45,970.41,904.38,1208.09,822.39,959.30,959.30,810.28,1020.23,1232.64,983.56,1028.09,851.92,1026.60,925.22
2008,1310.58,1203.50,1259.29,1328.59,1401.80,1730.93,1065.72,1326.74,1563.80,961.70,1133.94,1035.90,1494.49,1295.46,1181.08,1084.88,1510.70,992.05,1169.48,1169.48,999.36,1254.10,1516.33,1209.86,1257.02,1038.97,1247.68,1116.76
2009,1341.40,1214.30,1217.35,1404.76,1527.61,1671.86,1045.56,1356.74,1698.43,954.12,1163.32,1054.09,1463.16,1392.02,1162.29,1061.77,1482.45,978.44,1115.65,1115.65,1017.72,1238.71,1474.20,1280.70,1330.71,1038.45,1268.48,1118.10
2010,1022.75,934.74,988.24,1042.45,1097.78,1334.83,841.14,1029.88,1220.00,757.29,877.39,802.15,1187.99,1019.32,934.24,854.91,1150.48,787.30,908.78,908.78,778.52,983.26,1195.63,949.85,980.76,819.85,965.05,875.30
2011,1142.25,965.77,1121.23,1160.71,1218.39,1634.57,894.16,1166.15,1382.71,811.53,913.63,853.50,1372.51,1113.83,1070.31,941.51,1355.17,858.30,1040.37,1040.37,828.22,1126.55,1386.69,1002.70,1021.72,895.97,989.27,914.13
2012,1177.86,1119.94,1138.89,1178.18,1247.99,1518.10,1036.38,1170.45,1368.02,914.83,1043.22,955.97,1341.35,1160.47,1071.26,1029.74,1299.65,946.09,1064.07,1064.07,923.92,1125.94,1342.05,1093.37,1142.05,961.29,1178.62,1077.74
2013,1094.66,1006.18,1027.79,1104.26,1209.53,1445.63,898.42,1081.08,1347.41,794.37,951.45,854.54,1231.23,1095.74,966.04,914.60,1236.58,825.28,959.71,959.71,812.54,1017.86,1237.93,1019.57,1075.61,847.91,1065.38,941.81
2014,1326.00,1239.11,1272.21,1312.05,1441.53,1763.07,1109.25,1307.29,1580.39,984.92,1159.54,1046.87,1520.22,1310.72,1196.05,1109.40,1485.23,1011.03,1177.80,1177.80,1001.47,1256.48,1519.55,1234.40,1299.66,1049.01,1305.21,1169.22
2015,1329.87,1208.56,1263.41,1341.45,1447.65,1789.09,1071.86,1320.23,1614.73,958.19,1135.46,1032.04,1534.38,1327.73,1188.05,1098.02,1526.89,1002.13,1163.94,1163.94,988.90,1255.73,1548.73,1228.20,1273.98,1037.84,1264.29,1126.61
2016,1096.85,1011.89,1037.57,1110.62,1213.08,1461.80,901.17,1084.81,1346.38,800.83,949.24,859.48,1238.42,1098.91,966.25,922.31,1215.23,834.73,968.08,968.08,822.30,1017.95,1234.48,1024.01,1072.93,857.49,1061.60,944.19
2017,1140.55,1050.72,1084.45,1150.30,1240.94,1528.56,937.99,1137.53,1381.99,838.13,986.45,892.41,1303.52,1129.80,1013.38,955.20,1290.74,869.92,1009.60,1009.60,854.68,1072.90,1310.96,1047.10,1104.05,895.07,1097.55,979.88
2018,1178.40,1069.83,1087.52,1209.81,1329.21,1517.59,951.88,1171.81,1487.12,839.75,1010.38,908.02,1313.21,1201.31,1024.73,951.65,1321.80,868.41,1002.01,1002.01,866.82,1086.34,1324.47,1103.69,1154.08,900.68,1137.78,1007.30
2019,1255.41,1138.59,1188.51,1285.52,1367.12,1626.64,1020.49,1269.36,1527.02,913.67,1077.42,982.43,1426.66,1256.74,1124.42,1037.95,1426.76,950.66,1106.59,1106.59,947.83,1189.17,1441.72,1164.17,1207.60,986.93,1197.47,1066.54
2020,1312.30,1195.09,1224.33,1335.96,1464.90,1735.24,1058.39,1307.68,1630.54,942.66,1128.13,1017.47,1474.37,1320.01,1150.84,1080.42,1478.06,978.38,1140.74,1140.74,971.95,1218.77,1488.64,1212.77,1279.95,1010.63,1264.39,1113.45
