Variable:,pr
,Iran,Kermanshah,Bushehr,"Chaharmahal-o bakhtiyar","East Azarbayejan",Esfahan,Fars,Gilan,Hamedan,Khorasan,Hormozgan,Ilam,Kerman,Khuzestan,"Kohgiluyeh va boyerahma",Kordestan,"Administrative unit not available",Lorestan,Markazi,Mazandaran,Semnan,"Sistan-o baluchestan",Tehran,"West Azarbayejan",Yazd,Zanjan,Ardebil,Golestan,Ghazvin,Ghom
2011,207.14,385.71,215.71,293.33,423.76,152.45,244.36,337.53,361.57,156.40,136.28,286.11,149.73,203.96,250.66,406.77,249.57,377.76,329.47,307.85,142.01,104.10,333.80,420.33,111.22,401.19,449.77,242.22,361.47,223.80
2012,216.11,361.76,222.33,444.14,384.27,205.24,272.53,302.72,324.93,198.80,134.39,290.13,147.10,257.36,362.79,375.88,206.90,397.64,334.08,266.00,143.20,77.91,305.94,371.62,130.35,362.46,409.14,192.53,326.04,212.19
2013,191.16,387.39,175.38,239.75,365.71,122.98,242.31,249.83,296.23,153.67,148.06,320.47,168.52,205.29,217.67,381.57,187.24,355.22,244.42,205.92,119.48,111.60,225.47,375.09,110.85,293.91,366.03,168.96,257.70,164.37
2014,190.46,349.77,234.56,349.59,365.95,160.69,279.58,221.04,294.40,154.46,182.61,287.32,140.05,207.73,293.13,362.40,145.23,369.65,262.58,152.95,101.21,81.77,186.65,369.83,130.62,292.40,348.20,132.98,229.31,155.84
2015,203.60,244.29,189.35,353.88,390.96,166.33,264.21,265.01,279.60,198.67,163.79,215.55,161.03,217.47,293.37,310.55,178.72,324.62,289.30,215.05,121.45,103.06,253.11,371.20,128.11,311.12,400.88,177.59,285.09,176.50
2016,180.21,447.91,97.26,232.96,432.73,102.74,132.81,262.74,350.86,181.75,142.57,386.36,92.13,227.97,194.06,431.04,184.19,426.59,271.68,197.87,126.00,55.19,219.41,437.45,77.17,344.24,415.87,194.68,283.20,153.01
2017,187.88,342.55,240.85,316.57,320.34,156.03,278.44,235.56,316.75,173.67,163.47,292.65,118.87,217.88,273.66,336.19,149.83,376.62,291.88,171.82,108.67,69.05,214.85,320.76,116.19,297.22,339.29,142.09,266.44,168.75
2018,218.15,662.35,181.72,475.79,425.93,204.48,242.59,282.90,492.91,170.83,138.91,527.20,87.78,305.03,349.00,574.98,177.05,655.11,414.36,197.10,122.44,31.95,252.03,487.48,113.84,418.70,392.58,160.91,335.65,235.69
2019,258.92,484.67,293.67,450.86,403.08,232.06,389.61,336.78,451.77,235.95,185.42,372.86,174.87,293.07,398.97,490.02,202.92,506.12,410.30,216.47,134.41,115.19,292.66,402.27,169.82,435.43,403.32,188.53,388.57,275.72
2020,252.66,458.28,221.38,335.10,423.39,193.56,298.36,360.01,460.21,225.55,195.94,354.30,215.18,262.97,295.80,469.48,232.51,469.58,416.96,275.59,146.39,136.27,345.56,435.05,150.31,433.66,415.79,183.11,419.56,287.76
