Variable:,pr
,Indonesia,"Nangroe Aceh Darussalam",Bali,Bengkulu,"Daerah Istimewa Yogyakarta","Dki Jakarta",Jambi,"Jawa Tengah","Jawa Timur","Kalimantan Barat","Kalimantan Selatan","Kalimantan Tengah","Kalimantan Timur",Lampung,"Nusatenggara Barat","Nusatenggara Timur","Sulawesi Tengah","Sulawesi Tenggara","Sumatera Barat","Sumatera Utara",Maluku,"Maluku Utara","Bangka Belitung",Banten,Gorontalo,"Papua Barat","Jawa Barat",Papua,"Sulawesi Utara","Sumatera Selatan",Kepulauan-riau,Riau,"Sulawesi Barat","Sulawesi Selatan"
1978,3012.55,2616.73,2625.20,3392.34,2616.18,2130.90,2808.75,3028.53,2688.25,3533.96,2503.32,3120.14,2885.01,2711.69,2375.89,2043.22,2446.60,2899.08,3463.51,2789.41,3504.09,2657.74,3015.74,3064.64,2301.95,3724.34,2990.57,3256.84,2708.57,2802.30,2760.97,2502.25,3050.43,3330.86
1979,2724.70,2472.62,1925.26,3477.75,2393.20,2267.70,3002.31,2760.83,2094.17,3404.50,2390.18,2884.31,2912.00,2558.56,1649.24,1501.76,2224.84,2280.14,3615.42,2703.31,2072.41,2175.48,2716.34,3122.44,2045.06,2533.77,2838.95,2780.23,2171.83,2732.08,2451.90,2613.57,2770.02,2757.47
1980,2790.41,2671.65,1661.39,3386.79,2215.45,2360.80,2934.02,2558.10,1897.14,3378.58,2343.29,2868.16,3058.81,2637.52,1663.99,1598.39,2214.35,2142.05,3581.94,2901.63,2244.97,2207.96,2755.28,3208.52,2132.81,2565.52,2696.98,3071.55,2288.11,2755.40,2765.89,2631.07,2735.38,2663.66
1981,2935.89,2048.09,2541.10,3314.93,2531.18,2320.20,2625.34,3093.54,2504.98,3505.88,2405.34,2984.97,2977.78,2912.47,2380.35,1845.16,2317.36,2635.50,3126.58,2323.99,3137.09,2621.97,3138.37,3402.37,2158.38,3331.23,3019.16,3483.87,2406.71,2863.14,2007.85,2213.69,2721.98,2979.98
1982,2345.10,2470.91,1406.01,2654.21,1426.11,1691.00,2144.93,1917.43,1571.28,2733.04,2186.82,2526.86,2541.75,1978.12,1256.12,1470.53,2098.83,1657.27,2643.63,2719.22,2147.77,2155.94,2306.74,2160.30,1848.41,2301.29,2091.76,2631.45,1783.03,2180.05,2073.60,2114.90,2331.12,2045.06
1983,2794.42,2402.13,2415.96,3128.06,2476.55,1981.40,2581.27,2569.09,2358.62,3600.64,2345.10,3053.14,2611.01,2203.38,2283.88,2105.15,2164.88,1942.05,3197.70,2441.78,2761.50,2174.65,2738.62,2558.23,1832.15,3575.25,2548.90,3294.31,1743.24,2452.56,2250.29,2176.37,2660.42,2630.46
1984,3123.83,2759.06,2559.01,3264.62,2787.93,2244.00,2894.89,3097.16,2454.38,3736.22,3104.06,3475.63,3382.37,2688.29,2222.09,2170.98,2406.19,2645.39,3663.13,2660.65,3009.85,2433.38,2764.04,3274.09,2216.32,3923.86,3098.83,3285.42,2549.79,2548.63,2823.13,2924.37,3018.37,3012.56
1985,2887.50,2482.69,1989.35,3233.14,2251.26,1868.50,2668.08,2579.51,2144.29,3240.47,2467.66,2991.47,3004.90,2448.11,1822.77,1629.98,2306.18,2513.83,3180.82,2725.05,2791.28,2435.99,2748.03,2692.40,2364.21,3721.95,2504.96,3402.88,2845.07,2639.49,2570.86,2384.52,2705.44,2825.11
1986,2888.37,2517.67,1638.87,3468.10,2895.93,2351.30,3078.13,3137.06,2272.99,3131.17,2492.10,2906.37,2994.75,2608.59,1763.35,1671.71,2346.48,2724.79,3701.30,2792.42,2577.52,2210.68,2995.83,3192.47,2133.45,3003.99,3126.49,3218.18,2314.00,2894.51,2649.56,2631.75,2957.44,3083.95
1987,2577.31,2330.89,1560.94,2979.01,2083.19,1775.20,2557.92,2332.41,1707.22,3128.39,2358.51,2746.64,2710.07,2074.62,1524.44,1309.34,2230.78,1680.67,3239.30,2738.06,2347.40,2199.91,2473.39,2336.42,2037.32,2544.52,2248.66,3005.17,2156.21,2338.94,2563.01,2440.01,2431.58,2235.08
1988,3028.97,2805.19,1930.08,3040.74,2576.03,2138.50,2597.29,3008.80,2343.82,3541.05,2912.59,3293.00,3351.02,2368.03,1833.48,1699.56,2332.13,3053.26,3406.18,3213.06,2829.52,2415.14,2651.73,2952.64,2518.70,3467.88,2784.81,3342.85,3130.34,2434.88,2595.82,2579.62,2829.24,3066.69
1989,2954.75,2645.43,2149.02,3433.48,2608.13,2333.50,3010.73,3010.49,2167.97,3279.59,2472.55,3019.12,2976.29,2733.41,1924.35,1609.29,2198.29,2204.85,3460.92,2861.35,2845.00,2511.63,2844.01,3156.59,2576.26,3617.12,2903.84,3355.51,3220.68,2872.69,2591.83,2712.80,2877.99,2772.65
1990,2670.97,2352.59,1820.00,3151.46,1879.52,2126.10,2534.96,2338.90,1941.91,2976.81,2291.17,2671.54,2611.53,2551.11,2014.96,1823.83,2251.98,2232.89,3009.35,2503.84,2143.91,2091.53,2641.60,3009.91,2401.74,3212.85,2661.05,3225.54,2915.41,2585.34,2250.31,2183.34,2467.68,2450.18
1991,2537.73,2377.90,1466.32,2851.88,1876.77,1988.50,2351.87,2198.80,1857.79,3069.65,1855.78,2561.51,2437.93,2208.41,1513.72,1494.88,2224.94,1881.07,3253.36,2932.41,1635.18,1933.14,2127.30,2474.40,2249.70,2844.10,2350.81,3053.55,2568.06,2176.72,2330.62,2452.36,2261.59,2307.12
1992,2747.33,1974.42,2498.18,3243.43,2637.98,2699.50,2587.12,3095.16,2600.19,3356.92,2507.61,3274.64,2511.57,3031.06,2127.22,1533.35,2203.01,2040.14,2953.57,2476.82,1797.22,1874.02,2708.45,3814.24,2341.67,2987.24,3478.96,3034.84,2734.26,2715.92,2481.38,2380.56,2372.09,2434.21
1993,2654.13,2533.52,1477.22,3066.09,1996.37,2427.20,2547.10,2333.12,1764.74,3542.88,2118.95,2918.01,2661.97,2762.04,1529.66,1354.85,2153.34,1818.66,3187.84,2949.78,2082.34,2138.26,2811.56,3292.23,2084.56,2530.11,2809.01,2862.33,2250.00,2566.45,2514.94,2544.02,2516.40,2384.14
1994,2609.00,2476.93,1878.52,2625.39,1950.70,1985.80,2091.43,2098.60,1715.72,3677.29,2284.34,2884.43,2745.84,2185.13,1861.56,1790.58,2227.89,2027.21,2519.20,2635.49,1826.58,1841.88,2256.82,2592.05,2184.73,2998.49,2363.92,2920.95,2452.16,2136.50,2341.63,2140.83,2599.47,2597.62
1995,3016.62,2816.28,2512.22,3525.78,2560.60,2443.10,3129.34,3024.53,2356.93,3665.86,2673.02,3174.27,2870.27,2811.81,2210.43,2223.67,2302.73,2878.50,3758.32,3180.21,2702.94,2351.77,3044.14,3392.18,2179.59,3169.98,3384.09,3101.60,2457.33,2975.20,2880.71,2981.18,2699.64,3148.97
1996,2908.73,2422.37,2023.56,3392.93,2056.66,2635.50,2861.34,2669.34,2007.62,3262.27,2714.51,3105.50,2852.18,2944.57,1966.25,2243.02,2335.24,2478.73,3563.88,2921.91,2707.71,2370.98,2662.72,3854.81,2376.23,3236.30,3152.88,3234.11,2846.93,2700.46,2610.84,2719.80,2569.58,2837.72
1997,2328.87,2104.36,1577.70,2364.43,1345.20,1330.60,1792.31,1746.37,1424.77,2745.49,1790.16,2437.92,2260.50,1640.31,1478.18,1416.52,2176.45,2269.68,2370.40,2268.95,2184.97,2146.91,1792.80,1642.92,1721.19,2532.22,1733.10,3185.43,1491.03,1761.42,1785.30,1887.41,2306.02,2670.71
1998,2957.77,2429.67,2884.16,3576.29,2973.79,2611.40,2942.12,3438.30,2758.16,3284.98,2636.31,3099.30,2713.60,2897.59,2278.30,1744.06,2231.03,2118.11,3550.72,2680.27,3120.66,2380.91,2983.30,3586.03,2290.36,3880.70,3448.57,3326.02,2670.82,2888.22,2492.20,2466.02,2539.32,2597.88
1999,2991.61,2466.86,2710.49,3466.29,2566.96,2348.40,3022.53,2992.92,2419.16,3520.66,2470.64,3016.97,2935.97,2601.51,2581.63,1967.35,2239.75,2301.91,3834.18,3073.99,3094.20,2372.04,2835.22,3199.35,2446.64,3818.94,3022.56,3270.00,3021.83,2771.93,2514.25,2732.96,2504.24,2803.52
2000,3008.68,2581.58,2674.16,3342.59,2475.89,1958.50,2833.28,2843.74,2702.91,3533.10,2694.26,3186.79,3103.48,2327.94,2308.14,2281.01,2331.09,2332.97,3451.88,3116.36,2999.53,2478.88,2817.72,2670.89,2885.30,3541.82,2611.06,3257.57,3892.89,2683.57,2596.94,2764.33,2751.31,2768.30
2001,2945.36,2583.87,1743.38,3649.30,2368.32,2447.60,3068.39,2898.09,2043.70,3380.04,2174.48,3002.86,2851.02,2933.66,1688.62,1688.62,2175.46,2297.28,3240.35,2913.00,2683.69,2338.42,3257.23,3479.85,2373.27,3229.65,3154.80,3342.73,2863.08,3227.73,2746.72,2692.12,3093.56,3242.94
2002,2665.02,2141.16,1467.25,2965.58,1902.72,1931.30,2503.32,2252.47,1704.34,3274.54,2356.58,3049.11,2688.96,2237.04,1497.87,1426.05,2132.01,1962.59,3551.40,2777.51,2533.87,2236.29,2142.53,2656.05,1971.41,2939.74,2277.74,3169.77,2006.56,2128.90,2183.13,2474.22,2475.52,2420.49
2003,2972.61,2555.22,2033.53,3388.06,2632.15,2215.50,3095.61,2982.56,2227.01,3789.01,2547.86,3217.78,2984.97,2441.91,1937.63,2086.27,2200.45,1956.70,4109.41,3167.49,2588.57,2325.76,2603.03,3032.58,2239.30,3297.52,2886.25,3226.27,2580.65,2584.20,2686.05,3010.79,2580.73,2334.04
2004,2703.47,2259.02,1579.70,3175.07,2471.12,2047.60,2760.92,2786.18,1999.54,3643.94,2364.20,2858.92,2776.86,2261.78,1318.83,1354.54,1989.34,1498.70,3431.39,2648.36,2572.70,2278.69,2361.19,2698.81,2105.38,2866.60,2645.74,3092.26,2302.64,2420.32,2527.88,2575.77,2423.35,2103.11
2005,2816.95,2210.18,1956.23,3490.70,3103.03,2593.60,2884.20,3522.25,2169.26,3181.45,2006.95,2707.89,2784.15,2802.32,1677.21,1386.24,2239.57,2193.60,3536.80,2516.87,2530.44,2327.05,2868.59,3442.27,2310.21,3248.38,3415.07,3299.91,2716.39,2812.15,2514.55,2513.28,2555.30,2586.71
2006,2719.01,2616.80,2022.16,2986.47,1913.79,1992.40,2570.25,2239.13,1902.39,3053.79,2361.77,2723.43,3112.99,2320.30,1966.04,1752.74,2107.40,1881.93,3278.88,3019.22,2567.71,2262.89,2311.76,2566.36,2036.21,3073.34,2266.05,3108.81,2154.74,2334.60,2533.64,2614.43,2563.01,2388.87
2007,2952.38,2364.28,2032.71,3176.68,2312.96,2422.10,2821.30,2733.92,2080.94,3785.30,2622.43,3135.19,3062.17,2607.37,1817.24,1774.78,2366.23,2453.70,3659.99,2867.66,2633.62,2379.51,2779.35,3240.19,2335.64,3021.30,2970.04,3323.57,2776.46,2553.82,2705.11,2816.50,2731.97,2852.09
2008,3099.96,2414.32,1926.98,3314.78,2124.44,2190.90,2887.24,2510.21,2010.30,3881.55,2862.97,3379.04,3517.44,2490.07,1709.69,1741.34,2460.21,2333.70,3705.46,2969.70,2642.43,2436.55,2534.09,3003.30,2554.10,3576.84,2639.91,3551.04,3202.72,2542.27,2680.76,2859.22,2928.38,2809.47
2009,2845.17,2813.11,1894.82,3100.18,2054.77,2055.50,2723.90,2421.71,1850.05,3761.07,1923.80,2731.08,2793.67,2290.29,1607.71,1394.70,2156.94,1713.09,3528.69,3134.04,2631.45,2276.05,2339.50,2830.63,2076.83,3280.78,2581.75,3573.34,2250.94,2356.71,2429.32,2691.23,2444.18,2311.65
2010,3373.40,2733.36,3277.36,4035.54,3248.86,3003.80,3441.50,3915.35,3217.46,3721.58,3078.54,3608.41,3227.46,3327.67,2497.42,2075.66,2855.12,4038.26,4127.17,3023.49,3124.20,2348.77,3472.19,4403.79,2279.06,3101.19,3923.33,3649.86,2707.33,3458.11,2785.35,2987.20,3256.74,4003.29
2011,2984.39,2583.69,2068.45,3113.45,2181.95,1768.70,2719.27,2444.67,2029.01,3414.93,2672.33,3061.61,3340.24,2289.86,2165.20,2284.69,2245.70,2327.08,3460.80,3195.17,2837.98,2348.64,2689.83,2440.69,2257.93,3780.45,2298.61,3396.80,2632.09,2549.65,2798.33,2732.32,2821.38,2836.19
2012,2940.46,2362.42,1886.42,3473.86,2221.14,1923.80,2821.33,2551.79,1859.89,3600.63,2411.10,2957.00,3187.36,2431.34,1830.14,1812.25,2317.30,2275.85,3283.05,2911.22,2645.50,2411.07,2747.60,2599.30,2451.22,3575.96,2546.92,3440.18,3024.08,2770.59,2621.18,2584.99,2587.73,2502.36
2013,2980.92,2757.55,2424.84,3397.42,2394.23,2098.00,2983.68,2745.96,2608.90,3409.49,2532.74,3003.87,3164.24,2705.90,2203.21,2340.97,2336.15,2576.59,3510.42,2958.83,2663.48,2340.71,2953.03,2876.57,2289.80,3179.33,2560.29,3255.56,2681.53,2861.32,2748.16,2729.92,2959.58,3225.18
2014,2674.77,2398.28,1451.44,2945.41,2214.89,1978.20,2406.83,2544.01,1852.19,3149.53,2246.27,2794.21,2849.12,2071.00,1277.93,1361.46,2284.28,2213.94,3272.94,2598.95,2557.15,2287.33,2007.57,2672.05,2056.41,3017.62,2512.49,3273.52,2222.18,2020.82,2233.06,2341.32,2570.43,2582.35
2015,2552.66,2080.70,1669.18,2881.65,1825.74,1773.90,2270.72,2097.43,1680.08,3344.01,2096.16,2651.93,2503.38,2089.81,1583.02,1579.14,2333.61,2389.22,3099.97,2495.21,2482.13,2172.51,1942.28,2292.40,1723.78,2827.70,2119.33,3032.94,1515.90,2094.94,1983.01,2296.35,2577.28,2842.82
2016,3023.09,2557.40,2996.30,3101.55,2971.50,2554.30,2684.53,3527.12,2910.92,4124.60,2685.05,3276.03,2725.11,2859.26,2526.40,1693.33,2288.51,2559.52,3710.52,2970.42,2727.56,2325.64,3022.42,3679.90,2194.10,3459.99,3378.61,3241.34,2524.90,2606.83,2535.50,2647.73,2613.61,2869.50
2017,3105.07,2515.83,2597.39,3369.47,2451.39,2443.40,3045.30,2896.74,2426.42,3729.52,2722.72,3194.09,3327.57,2803.84,2501.10,2143.54,2470.14,2703.88,3920.81,2902.62,2817.49,2407.54,2733.57,3434.76,2439.53,3708.43,3015.42,3285.00,3039.07,2715.48,2618.26,2849.20,3201.92,3340.71
2018,2910.73,2959.35,1798.02,3366.38,1932.24,2064.10,2813.66,2268.97,1813.88,3593.70,2873.71,3189.83,3135.42,2529.14,1768.25,1585.11,2607.08,3031.18,3515.72,3048.85,2509.81,2286.93,2645.56,2803.08,2170.29,3040.33,2475.22,2972.96,2449.13,2703.17,2416.64,2724.56,2876.56,3331.35
2019,2587.65,2579.60,1429.00,2609.49,2067.97,1734.50,2022.37,2349.69,1702.10,3028.18,2034.78,2619.90,2741.86,2048.43,1385.43,1043.27,2393.44,2321.78,2625.73,2474.35,2689.88,2224.99,2093.30,2196.99,1821.29,3010.32,2134.30,3345.45,1670.48,2004.66,1885.31,2017.48,2650.46,2842.14
2020,3096.90,2910.41,1974.86,3441.60,2769.67,2869.00,2871.05,3301.29,2216.42,3743.83,2952.33,3494.34,3505.18,3006.39,1885.23,1415.02,2723.22,3149.42,3468.11,2721.89,2608.08,2337.16,3046.28,3958.17,2230.92,3261.42,3592.38,3121.58,2554.66,2841.15,2591.89,2592.53,3193.76,3355.76
