Variable:,pr
,Afghanistan,Badakhshan,Badghis,Baghlan,Balkh,Bamyan,Farah,Faryab,Ghazni,Ghor,Hilmand,Hirat,Jawzjan,Kabul,Kandahar,Kapisa,Khost,Kunar,Kunduz,Laghman,Logar,Nangarhar,Nimroz,Nuristan,Paktika,Paktya,Samangan,Sar-e-Pul,Takhar,Wardak,Zabul,Daykundi,Panjsher,Parwan,Uruzgan
1995,302.99,457.79,237.78,411.96,199.08,381.37,224.60,231.59,391.54,323.79,168.98,245.00,176.64,545.17,179.85,561.83,652.39,752.62,255.22,629.27,565.15,703.79,139.62,647.12,427.54,612.99,305.94,292.12,408.77,459.15,269.68,318.37,562.59,478.70,249.89
1996,314.89,560.69,208.68,456.82,214.89,411.98,234.87,212.30,378.63,322.02,173.86,242.74,165.32,543.36,198.03,585.48,564.07,808.41,304.94,631.43,529.84,666.62,154.34,718.88,370.00,546.18,345.80,288.20,469.32,469.73,260.05,322.33,607.41,513.31,244.04
1997,317.64,437.09,254.36,486.52,299.05,465.37,202.68,278.70,438.14,318.39,151.17,232.20,247.22,550.13,181.23,565.85,650.28,688.97,362.08,608.53,569.58,674.47,115.13,591.75,487.96,622.57,450.56,385.18,475.45,504.16,302.60,329.63,577.47,526.86,261.17
1998,343.15,654.10,302.86,573.66,334.11,499.87,174.82,305.78,379.27,330.63,143.48,265.64,270.10,582.38,191.63,658.43,551.44,819.74,470.13,681.87,529.72,677.96,95.38,769.61,356.75,530.71,501.73,411.04,637.86,509.64,259.83,330.79,709.30,597.06,251.40
1999,295.51,612.79,225.65,508.04,266.98,419.78,194.46,244.14,295.93,289.83,142.06,224.37,211.33,470.07,138.36,558.43,392.74,678.51,411.40,548.21,401.62,506.41,122.04,682.06,278.62,387.28,399.36,331.85,571.57,410.56,201.93,300.28,626.60,505.88,213.92
2000,226.99,453.54,177.72,401.73,225.97,357.14,120.57,206.43,240.30,270.30,84.96,154.74,180.70,388.73,72.18,456.96,367.88,592.04,312.70,474.12,341.19,470.93,48.65,552.05,213.43,341.15,318.90,296.45,437.63,333.82,145.03,284.93,504.53,402.96,191.04
2001,219.21,392.07,229.44,316.69,202.72,313.71,86.66,229.87,274.63,295.52,85.54,166.31,188.34,359.15,96.74,385.15,435.23,527.34,232.37,429.26,363.92,482.87,34.43,454.85,279.00,399.42,256.69,273.82,337.90,315.50,180.99,287.11,398.01,336.10,203.51
2002,289.16,495.30,305.12,445.87,312.26,415.12,147.60,305.47,365.81,330.91,103.81,236.47,273.72,468.51,135.38,504.71,493.56,614.45,355.34,519.10,468.81,540.24,49.43,566.83,344.88,491.78,397.44,389.50,478.30,430.26,255.67,323.82,542.68,462.76,258.63
2003,318.72,634.35,317.98,487.70,296.70,408.82,141.57,301.88,360.06,327.52,122.90,247.66,256.70,557.40,166.23,615.41,569.45,873.87,361.00,666.57,524.98,706.29,76.00,782.93,380.43,538.75,392.22,372.76,524.95,450.72,255.78,319.52,651.06,529.50,258.10
2004,293.25,525.33,304.62,427.00,272.56,394.33,174.29,275.94,359.54,324.05,118.04,255.76,238.21,486.35,130.87,523.47,534.20,680.33,320.45,555.99,490.46,596.67,88.32,624.38,350.47,516.75,351.98,339.34,457.23,435.11,227.14,313.32,557.27,464.36,235.04
2005,348.64,598.97,278.25,497.81,270.75,430.64,207.60,259.35,475.10,322.70,179.87,255.39,214.55,613.19,228.78,642.18,706.22,811.07,353.22,683.16,634.30,732.58,137.49,757.89,514.51,681.48,397.06,343.50,525.54,530.65,347.31,346.55,668.69,559.87,308.15
2006,327.00,606.15,265.68,544.79,291.89,492.08,125.93,269.32,470.71,327.34,110.26,207.70,228.87,646.54,143.74,688.90,692.76,893.15,366.95,724.12,653.33,768.24,67.11,822.53,475.46,684.32,440.10,383.36,554.98,580.05,272.61,342.09,729.14,615.78,242.64
2007,304.30,437.14,291.71,438.03,299.87,419.09,152.64,286.76,422.81,322.06,128.91,241.23,251.12,534.82,182.26,558.18,627.35,701.65,325.92,612.06,548.83,665.86,80.74,601.83,447.38,593.44,386.68,377.66,441.84,475.42,304.95,334.23,558.60,494.14,273.20
2008,277.36,489.84,200.23,406.34,237.15,325.57,115.67,211.32,357.30,287.65,125.61,157.93,185.07,559.20,178.12,593.03,692.83,832.16,304.08,688.26,568.03,776.23,78.33,700.06,424.59,624.54,308.74,286.77,434.00,424.50,250.19,276.35,581.83,474.48,222.37
2009,363.21,617.38,313.25,583.73,379.51,501.86,186.39,331.12,445.86,325.89,155.82,271.70,316.98,643.98,222.82,706.37,650.45,852.71,439.16,729.76,628.12,734.41,110.01,816.84,451.07,645.41,506.04,453.56,607.48,552.68,317.97,334.73,755.55,623.49,287.85
2010,279.02,542.16,235.77,446.14,232.50,393.37,113.43,218.83,362.32,306.83,82.98,193.62,175.00,563.68,95.49,614.75,672.09,914.59,322.13,716.62,543.58,804.56,31.63,756.11,415.86,591.83,329.84,285.06,473.85,441.25,222.11,314.21,615.26,506.07,228.25
2011,306.34,500.19,245.05,439.40,226.18,393.78,134.63,219.68,436.99,305.38,162.13,191.91,166.64,543.45,251.49,581.08,610.91,769.54,305.75,641.94,545.54,692.48,99.95,688.48,461.93,582.58,338.64,273.77,460.07,464.28,355.49,341.49,595.27,496.69,305.66
2012,352.70,549.54,294.86,582.16,370.80,576.50,170.75,298.61,511.42,347.70,123.84,261.74,274.77,648.37,159.54,699.87,673.17,821.23,419.16,726.58,633.03,754.64,77.72,763.50,503.59,656.23,539.91,460.39,563.30,607.16,328.78,375.96,732.12,645.42,301.43
2013,351.37,560.03,230.90,588.21,287.54,538.71,171.85,237.85,517.71,327.39,151.89,197.00,212.37,740.50,188.17,794.58,760.08,974.34,384.65,851.46,731.24,887.86,116.05,879.20,515.05,756.35,474.17,360.51,571.45,630.64,325.23,363.76,806.14,688.57,294.49
2014,286.65,450.82,248.96,433.86,326.88,425.17,166.68,276.85,388.06,329.49,103.95,205.49,252.62,498.18,100.55,508.39,622.64,645.72,339.52,550.43,528.28,631.82,77.26,540.51,413.32,586.05,413.81,414.71,453.83,454.79,236.49,315.92,515.53,467.32,229.48
2015,385.90,635.88,306.78,627.22,342.22,538.72,196.98,302.84,562.99,341.09,129.83,263.51,270.01,807.74,150.77,855.02,924.32,1156.52,421.07,941.08,810.09,1021.41,106.97,997.01,614.74,867.49,511.01,423.40,617.31,683.86,340.15,369.93,863.83,741.28,295.36
2016,349.48,601.40,265.24,568.43,317.57,543.76,184.09,276.77,516.02,367.14,127.81,229.86,244.39,665.16,145.84,712.30,724.48,854.59,391.21,740.86,662.89,761.88,72.31,803.46,506.89,699.85,485.53,411.27,557.71,621.69,308.82,392.08,739.62,651.82,302.27
2017,275.81,502.50,262.46,415.00,217.26,381.91,176.74,238.95,362.32,308.33,106.18,237.73,192.54,463.79,114.10,505.93,509.54,661.91,291.90,535.32,464.70,562.72,70.64,604.38,348.31,495.44,322.66,284.33,434.41,421.71,227.95,317.86,537.37,447.86,241.54
2018,253.72,407.01,238.85,402.38,218.69,390.99,164.45,222.48,354.31,311.71,92.64,208.98,170.46,436.95,93.24,468.92,469.45,569.89,277.99,487.32,437.88,509.61,49.86,518.44,318.64,460.82,334.39,293.04,402.82,416.89,216.88,316.95,493.93,436.31,237.49
2019,365.31,557.38,326.68,507.69,345.82,452.26,198.05,320.69,500.54,336.26,190.49,281.22,290.31,613.87,268.25,623.81,745.97,768.26,402.49,658.17,659.26,735.53,129.79,691.71,549.86,724.61,447.12,409.55,546.98,547.50,373.81,353.31,644.33,558.54,315.54
2020,373.95,575.66,316.81,564.52,329.05,501.99,195.73,306.27,520.86,346.64,170.41,276.32,263.26,695.30,238.88,710.19,790.42,839.02,426.54,756.84,730.92,826.91,139.49,760.95,566.80,779.18,481.02,424.78,587.79,606.31,355.88,356.00,719.95,626.69,292.62
