Variable:,pr
,Brazil,Acre,Alagoas,Amapa,Amazonas,Bahia,Ceara,"Distrito Federal","Espirito Santo",Goias,Maranhao,"Mato Grosso","Mato Grosso Do Sul","Minas Gerais",Para,Paraiba,Parana,Pernambuco,Piaui,"Rio De Janeiro","Rio Grande Do Norte","Rio Grande Do Sul",Rondonia,Roraima,"Santa Catarina","Sao Paulo",Sergipe,Tocantins,"Name Unknown","Name Unknown","Name Unknown","Name Unknown"
1988,1764.94,1809.20,1338.22,2711.54,2435.36,877.33,1040.41,1465.02,980.22,1622.44,1781.80,1859.91,1303.18,1097.34,2324.78,902.14,1338.89,946.77,1125.16,1409.89,882.69,1388.86,1509.36,2065.36,1363.18,1360.44,1350.14,1649.01,1649.01,904.24,904.24,904.24
1989,1927.13,1859.93,1656.02,3198.53,2578.86,1062.29,1153.62,1748.39,1119.64,1858.36,1898.14,1909.69,1461.89,1340.88,2442.85,1053.90,1734.57,1026.58,1334.81,1122.80,1019.47,1459.61,1921.00,2059.07,1786.84,1477.26,1522.76,1994.80,1994.80,941.62,941.62,941.62
1990,1655.52,2044.33,911.27,3078.74,2259.44,594.01,536.07,1224.27,977.50,1402.50,1120.51,1805.28,1474.42,965.83,2028.41,596.78,1931.73,565.33,626.98,950.09,433.10,2000.90,1620.35,2835.77,2190.62,1385.13,817.51,1297.11,1297.11,898.00,898.00,898.00
1991,1683.98,2129.80,1018.04,2748.84,2209.38,807.32,672.93,1655.97,1130.98,1704.97,1337.68,1832.45,1378.57,1321.18,2090.52,730.31,1439.43,659.54,812.47,1319.91,578.98,1509.31,1661.35,2165.84,1451.12,1452.82,886.00,1605.81,1605.81,883.89,883.89,883.89
1992,1715.70,1966.31,992.12,2512.71,2168.47,1084.28,632.41,1982.15,1601.97,1981.52,1269.61,1817.63,1669.30,1561.27,1903.81,715.93,1653.83,716.66,932.38,1417.36,609.00,1841.31,1642.45,1810.22,1751.21,1496.18,867.14,1672.24,1672.24,883.89,883.89,883.89
1993,1691.31,2094.38,620.58,2565.94,2487.18,550.17,351.55,1346.48,920.47,1456.57,1322.14,1814.47,1352.17,1093.22,2040.78,394.98,1798.86,394.27,710.19,1071.87,248.30,1701.40,1916.41,2349.01,1877.87,1606.97,574.94,1544.56,1544.56,883.89,883.89,883.89
1994,1801.38,2336.19,1153.31,2868.68,2496.94,833.50,892.64,1480.08,1139.87,1606.33,1710.25,1918.13,1370.99,1169.79,2182.61,876.79,1542.84,758.85,974.07,1185.07,920.22,1774.32,1920.18,2046.84,1866.84,1396.77,1049.63,1712.07,1712.07,883.89,883.89,883.89
1995,1781.74,1703.60,956.66,2429.30,2351.20,853.40,911.55,1542.68,1314.99,1649.48,1693.24,1958.72,1419.79,1344.13,2170.28,811.40,1588.29,713.21,1079.03,1346.27,793.62,1547.82,1632.19,2463.89,1758.72,1696.99,832.62,1720.33,1720.33,883.89,883.89,883.89
1996,1803.00,2094.52,1074.68,2837.49,2460.09,802.81,937.66,1398.07,1084.33,1559.96,1737.09,1886.92,1512.44,1240.51,2197.40,831.53,1696.65,771.19,1065.46,1322.90,755.80,1614.15,1830.10,2313.38,1821.01,1754.47,946.97,1452.65,1452.65,883.89,883.89,883.89
1997,1786.68,2011.32,954.19,2483.60,2432.42,918.38,740.39,1500.43,1231.42,1597.40,1480.78,1874.53,1615.35,1328.01,2107.71,753.50,1866.64,649.42,991.14,1310.37,695.04,1826.54,1687.11,2097.37,1910.80,1613.10,815.89,1779.14,1779.14,883.89,883.89,883.89
1998,1749.18,2278.87,820.71,2429.70,2407.20,702.18,618.77,1387.56,966.35,1471.61,1292.65,1932.39,1549.29,1191.68,2088.34,607.71,1956.06,581.90,864.45,1179.74,509.48,2043.81,1580.38,2638.29,2188.09,1619.14,795.59,1371.59,1371.59,883.89,883.89,883.89
1999,1786.43,2669.14,988.75,2679.97,2561.95,997.89,791.19,1386.56,1219.56,1511.91,1512.72,1851.50,1220.49,1249.88,2109.72,670.30,1366.34,648.89,1032.19,1130.01,602.89,1438.18,1826.71,2648.99,1629.78,1346.03,1076.47,1700.89,1700.89,883.89,883.89,883.89
2000,1887.69,2558.18,1444.56,2938.61,2615.39,957.60,864.76,1538.42,1424.09,1666.48,1781.85,1829.25,1451.00,1348.28,2239.80,1017.00,1612.89,913.48,1048.04,1222.28,879.69,1757.25,1881.59,2705.48,1771.54,1434.83,1096.15,1914.04,1914.04,883.89,883.89,883.89
2001,1777.83,2563.78,1150.20,2413.12,2437.62,853.82,755.30,1443.91,1213.83,1608.29,1507.96,1882.21,1478.35,1219.06,2129.90,756.75,1656.43,748.03,973.41,1236.86,672.68,1857.42,1795.18,2026.28,2067.65,1538.68,1135.43,1628.95,1628.95,883.89,883.89,883.89
2002,1812.64,2477.13,1128.78,2662.09,2648.51,842.50,883.19,1456.97,1030.63,1581.21,1506.19,1822.54,1216.23,1241.30,2130.49,968.95,1621.04,829.21,980.39,1166.41,876.49,2141.31,1802.99,2112.05,1821.23,1544.24,873.72,1591.21,1591.21,883.89,883.89,883.89
2003,1709.77,2401.92,1013.53,2236.95,2359.65,729.40,876.80,1409.69,952.70,1558.38,1394.52,1871.65,1519.84,1157.30,2047.81,791.27,1501.17,701.63,933.59,1147.52,761.28,1774.62,1726.06,2235.06,1610.96,1348.52,892.59,1546.22,1546.22,883.89,883.89,883.89
2004,1798.37,2219.55,1067.57,2735.86,2332.36,981.25,1019.40,1619.09,1527.59,1667.97,1709.93,1882.53,1399.58,1450.99,2158.02,946.97,1507.51,859.53,1099.57,1405.46,825.76,1386.51,1829.53,2409.88,1659.59,1455.91,822.55,1815.42,1815.42,883.89,883.89,883.89
2005,1798.19,1728.37,1032.95,2881.61,2441.22,997.95,639.61,1845.15,1533.33,1868.42,1406.15,1761.65,1284.26,1463.31,2228.49,740.77,1550.17,715.29,919.37,1382.53,650.75,1622.06,1645.23,2622.12,1839.02,1551.80,940.86,1738.57,1738.57,883.89,883.89,883.89
2006,1832.41,2285.42,1206.81,2673.55,2577.33,903.54,847.60,1569.47,1313.58,1636.60,1686.10,1882.12,1446.68,1391.79,2207.53,1023.35,1367.08,869.95,997.64,1299.44,924.21,1402.25,2008.74,2518.99,1372.17,1475.34,1038.39,1620.49,1620.49,883.89,883.89,883.89
2007,1712.26,2054.77,969.27,2623.71,2462.74,686.51,742.77,1123.51,928.36,1290.84,1429.06,1812.46,1381.09,1038.69,2110.27,726.43,1635.34,657.66,895.84,1092.53,677.68,1758.29,1777.14,2630.76,1739.92,1547.00,765.58,1277.06,1277.06,883.89,883.89,883.89
2008,1860.12,2237.19,1284.18,2635.58,2654.35,834.09,1006.17,1660.86,1150.81,1708.81,1668.74,1816.13,1380.39,1459.54,2189.40,1165.04,1579.89,1057.29,1163.10,1299.76,1012.91,1508.53,1905.10,2501.22,1929.34,1528.56,899.02,1685.30,1685.30,883.89,883.89,883.89
2009,1902.59,2362.19,1194.13,2643.50,2572.20,882.25,1150.55,1676.19,1355.70,1718.54,2009.30,1852.80,1523.99,1498.87,2220.57,1035.99,1951.99,926.36,1265.19,1483.51,957.38,1749.62,1921.11,1958.32,1910.10,1829.32,1008.53,1857.21,1857.21,883.89,883.89,883.89
2010,1759.98,2324.18,979.53,2715.06,2351.52,774.45,706.38,1453.18,1109.21,1532.73,1394.55,1848.57,1423.89,1324.07,2139.91,705.57,1831.60,682.27,907.64,1262.47,631.69,1644.44,1822.04,2540.33,1918.37,1758.23,873.57,1526.52,1526.52,883.89,883.89,883.89
2011,1836.31,2103.70,1256.93,2667.94,2381.05,867.36,1002.59,1687.51,1247.17,1753.80,1837.76,1905.19,1451.02,1427.60,2221.03,1104.38,1635.16,905.58,1082.97,1345.35,955.90,1521.74,1796.46,2413.62,2029.96,1565.08,946.23,1959.14,1959.14,883.89,883.89,883.89
2012,1675.27,1915.93,616.82,2427.10,2383.56,560.25,471.81,1609.41,1185.11,1685.63,1327.35,1785.37,1382.63,1155.71,2150.25,400.77,1538.17,373.76,787.91,1273.51,411.15,1562.78,1687.71,2117.96,1679.32,1589.21,528.86,1492.33,1492.33,883.89,883.89,883.89
2013,1797.92,1963.85,952.23,2841.34,2523.45,836.87,608.49,1761.17,1452.06,1796.77,1574.39,1736.04,1410.45,1385.98,2241.80,674.68,1641.37,649.78,988.19,1334.57,574.28,1544.14,1680.85,2291.07,1703.42,1444.63,832.74,1828.61,1828.61,883.89,883.89,883.89
2014,1745.69,2288.65,1070.77,2447.62,2413.32,753.50,766.81,1637.12,926.81,1674.33,1560.69,1822.66,1494.34,991.19,2189.36,989.81,1723.58,865.85,990.48,1058.10,839.89,1999.65,1762.70,1676.47,1894.86,1412.31,796.57,1624.42,1624.42,883.89,883.89,883.89
2015,1621.71,1948.52,849.25,2703.05,2065.55,588.89,645.05,1309.41,645.64,1448.34,1203.31,1773.89,1630.17,992.02,2120.64,647.30,2129.41,559.30,764.87,1087.03,605.19,1948.12,1555.09,1703.59,2202.19,1789.01,736.57,1242.27,1242.27,883.89,883.89,883.89
2016,1610.90,1924.00,711.00,2540.29,2037.44,692.81,569.04,1250.73,910.20,1423.00,1297.95,1873.04,1558.49,1102.05,2110.28,552.30,1783.08,508.26,815.24,1088.50,513.26,1673.81,1360.45,1949.03,1897.14,1419.64,545.07,1398.45,1398.45,883.89,883.89,883.89
2017,1629.66,2063.98,1015.30,2492.49,2188.79,628.08,686.72,1320.23,1116.81,1434.02,1465.05,1872.28,1472.84,1074.77,1974.37,616.74,1714.57,578.93,891.68,1105.24,544.25,1891.58,1505.03,1871.97,1729.30,1455.08,826.35,1290.55,1290.55,883.89,883.89,883.89
2018,1764.38,2100.13,775.88,2890.48,2406.20,780.01,680.42,1625.94,1348.45,1648.71,1513.81,1896.19,1452.80,1245.45,2218.97,615.90,1494.59,568.90,977.86,1271.01,550.96,1642.44,1689.51,2280.19,1683.69,1297.02,656.15,1781.82,1781.82,883.89,883.89,883.89
2019,1662.23,2151.06,1064.39,2554.24,2455.58,675.70,750.27,1273.55,1311.43,1391.07,1360.44,1682.17,1265.43,1053.96,2064.82,650.93,1400.83,623.49,865.91,1231.37,566.09,1715.29,1507.72,2453.43,1502.08,1342.89,944.47,1300.12,1300.12,883.89,883.89,883.89
2020,1679.26,1886.46,965.70,2331.33,2351.66,1024.73,874.43,1442.21,1389.45,1560.66,1692.67,1638.99,1275.19,1451.27,1958.69,771.83,1191.95,744.72,1086.77,1344.49,667.95,1356.46,1334.02,2221.57,1381.19,1059.38,951.73,1860.03,1860.03,883.89,883.89,883.89
