Variable:,pr
,Venezuela,Amazonas,Anzoategui,Apure,Aragua,Barinas,Bolivar,Carabobo,Cojedes,"Delta Amacuro","Dependencias Federales",Falcon,Guarico,Lara,Merida,Miranda,Monagas,"Nueva Esparta",Portuguesa,Sucre,Tachira,Trujillo,Yaracuy,Zulia,Vargas,"Distrito Capital"
2007,2083.26,3044.39,1085.71,1920.28,1265.91,1571.05,2739.80,1307.19,1509.23,1488.69,987.70,724.96,1364.69,1105.48,1014.23,1403.64,1163.98,1040.90,1669.34,1218.82,1425.15,1165.69,1197.91,1478.02,1087.87,1130.04
2008,2068.19,3129.75,974.01,1990.13,1217.62,1797.93,2530.65,1380.11,1549.73,1478.17,931.30,891.40,1270.26,1240.79,1236.70,1243.08,1051.13,922.79,1761.35,1080.72,1855.77,1291.59,1335.44,1620.85,1049.38,1074.20
2009,1615.62,2721.18,707.40,1454.07,745.09,1349.87,1903.34,827.50,1006.75,1245.06,583.70,529.52,849.15,865.01,988.35,830.84,876.10,756.84,1286.59,916.81,1508.30,1026.40,843.73,1215.38,634.41,653.30
2010,2345.75,3132.06,1313.90,2436.86,1716.80,2275.88,2781.19,1818.25,2031.88,1686.60,1312.90,1088.33,1723.22,1609.03,1551.96,1827.41,1379.82,1204.86,2323.30,1437.61,2325.25,1640.46,1767.03,2040.25,1502.76,1561.33
2011,2162.37,3052.80,1176.32,2161.44,1406.88,2135.58,2413.59,1504.44,1780.82,1625.53,1071.00,1016.59,1466.57,1502.55,1679.17,1623.19,1358.43,1208.18,2098.51,1476.76,2335.39,1733.26,1525.07,2136.08,1215.12,1267.34
2012,1870.02,2766.38,1016.34,1905.15,1230.10,1757.35,2188.63,1187.13,1497.21,1379.23,841.80,623.75,1346.68,1007.39,1163.47,1361.40,1109.32,917.94,1712.04,1165.12,1601.59,1180.52,1073.41,1389.92,1008.86,1086.22
2013,1894.77,2994.63,1039.99,1605.38,948.66,1446.49,2417.54,1019.74,1229.47,1563.18,713.50,578.02,1051.36,949.89,917.48,1058.26,1272.87,951.65,1482.61,1242.64,1330.40,1010.10,1001.33,1140.64,814.70,849.27
2014,1647.56,2891.16,886.20,1577.88,841.04,1213.03,1908.63,815.95,1061.69,1124.58,607.50,451.50,1024.07,700.62,715.65,930.78,1010.31,884.42,1203.36,1097.60,1000.49,746.55,743.77,929.46,683.60,732.14
2015,1709.48,2983.30,783.22,1633.91,789.27,1226.99,2114.57,774.90,972.03,1242.84,577.30,468.77,933.72,696.30,727.82,901.94,942.05,713.37,1143.10,909.87,1051.73,772.93,730.81,868.49,654.70,697.93
2016,1841.69,2972.74,1039.90,1757.27,1104.92,1426.33,2158.74,1088.36,1335.12,1329.90,802.10,647.87,1220.81,947.23,858.51,1236.02,1177.95,1087.66,1486.34,1318.54,1206.99,943.16,1030.49,1217.52,928.52,984.74
2017,1836.68,2811.81,1066.32,1700.59,1057.32,1523.42,2198.12,1078.69,1341.93,1435.42,743.60,599.04,1196.51,948.71,1013.41,1148.43,1209.79,1020.49,1546.33,1249.90,1476.07,1060.07,1033.98,1388.87,850.16,905.79
2018,1969.58,3096.97,1061.88,1965.34,1165.78,1541.14,2400.55,1183.39,1438.93,1355.68,878.20,684.61,1317.25,1026.64,862.36,1270.91,1131.56,1005.98,1652.41,1191.55,1252.01,1035.08,1107.76,1211.54,986.45,1039.42
2019,1913.14,3068.72,1037.00,1910.94,966.46,1529.21,2436.20,789.23,1224.74,1249.30,678.00,386.57,1282.21,731.00,845.47,1141.47,1017.44,921.88,1519.58,1057.15,1220.26,948.61,659.40,994.82,724.10,803.11
2020,1860.65,2872.34,1056.25,1736.08,1141.73,1355.77,2366.29,1142.01,1414.61,1376.80,843.30,621.56,1276.89,956.65,659.91,1263.42,1106.62,1005.20,1585.10,1167.74,955.99,924.43,1097.79,958.73,943.26,1004.23
