Variable:,pr
,Mexico,Aguascalientes,"Baja California","Baja California Sur",Campeche,Chiapas,Chihuahua,Coahuila,Colima,"Distrito Federal",Durango,Guanajuato,Guerrero,Hidalgo,Jalisco,Mexico,Michoacan,Morelos,Nayarit,"Nuevo Leon",Oaxaca,Puebla,Queretaro,"Quintana Roo","San Luis Potosi",Sinaloa,Sonora,Tabasco,Tamaulipas,Tlaxcala,Veracruz,Yucatan,Zacatecas
1993,769.25,417.64,248.73,279.46,1270.67,1905.92,435.16,262.88,1269.50,934.90,584.35,513.68,1166.77,1107.88,885.05,900.06,966.67,763.16,1067.29,470.95,1451.18,978.77,682.78,1290.05,685.96,759.23,407.66,2114.78,679.38,703.81,1845.73,1013.96,428.22
1994,652.16,492.22,203.73,171.39,1198.40,1493.37,329.37,253.61,992.89,1012.79,528.54,554.59,954.17,998.75,818.95,963.04,881.57,850.55,1055.71,421.97,992.48,904.25,663.17,1162.25,582.71,750.80,327.96,1741.89,565.53,705.78,1393.48,994.42,441.75
1995,752.67,464.56,163.84,130.91,1491.65,2445.11,286.87,240.47,919.31,1015.76,393.22,601.68,1287.07,958.46,805.83,1014.65,1060.07,945.94,1034.23,458.27,1525.71,1020.11,626.15,1341.31,579.90,609.54,262.95,2826.02,622.02,778.91,1951.91,1148.93,342.29
1996,716.23,470.05,94.65,195.11,1237.01,2193.06,397.10,294.04,1205.78,902.90,600.21,508.32,1120.09,823.54,911.43,870.18,946.34,814.46,1063.95,377.12,1329.37,885.39,549.01,1092.12,527.11,808.68,265.14,2469.37,472.92,717.02,1591.32,867.05,445.41
1997,725.74,480.71,185.28,272.07,1353.00,1914.32,394.26,334.48,928.01,1069.24,568.29,527.81,1005.89,970.17,870.77,996.26,884.84,894.93,1176.95,461.89,1057.50,1032.99,597.44,1257.42,546.08,755.01,321.49,2544.80,564.08,775.64,1640.30,1061.68,475.27
1998,778.65,529.19,182.30,232.29,1314.82,2259.48,291.49,227.44,1286.74,1093.67,463.09,641.35,1263.20,1163.00,996.53,1064.84,1122.46,1005.77,1369.09,358.54,1616.06,1184.59,744.56,1378.20,645.04,680.09,243.67,2735.73,543.65,858.68,2160.64,1046.75,421.06
1999,784.97,363.35,66.93,80.24,1494.65,2462.34,372.54,252.36,1202.32,1101.41,466.10,459.44,1181.38,1016.68,906.47,972.91,903.08,955.49,1329.78,391.98,1744.70,1075.72,595.77,1329.54,558.86,669.84,352.45,2823.98,549.27,781.82,2139.18,1182.37,350.84
2000,719.82,433.71,123.42,167.70,1238.99,2016.14,386.38,289.03,975.50,1004.12,609.37,500.94,1060.73,964.49,858.44,952.30,875.24,845.28,1252.30,383.41,1297.10,1045.70,594.05,1188.53,542.21,741.35,355.96,2237.61,497.16,782.62,1673.83,927.39,434.22
2001,685.34,478.00,152.24,162.10,1308.05,1897.67,299.94,259.52,883.99,1084.11,444.39,643.27,985.06,1061.69,786.44,1021.63,894.35,925.15,962.29,493.17,1143.41,1064.76,708.73,1210.90,638.51,606.29,290.99,2247.46,648.63,841.58,1630.33,989.55,378.55
2002,725.36,618.73,60.34,104.97,1233.35,1933.97,324.02,327.31,1030.92,962.94,560.50,661.84,1227.53,988.16,892.02,988.06,1083.94,976.36,1035.60,559.66,1277.08,1065.54,678.52,1218.89,654.91,521.69,269.45,2242.14,718.47,821.14,1586.83,1025.52,508.69
2003,771.93,613.87,174.58,252.15,1362.88,1788.60,374.19,380.53,1139.16,986.94,632.39,627.88,1076.21,1005.51,945.72,981.78,1065.67,872.68,1124.22,665.57,1132.15,1011.26,691.70,1293.67,665.16,809.09,392.65,2302.40,767.86,742.99,1665.12,1123.93,557.52
2004,835.85,685.14,185.53,181.61,1223.67,1925.87,533.91,419.56,1093.95,1228.97,731.85,809.54,1265.51,1213.67,994.39,1217.44,1143.54,1075.78,1196.83,583.07,1348.87,1127.19,855.83,1205.86,780.40,928.36,394.37,2196.13,711.71,860.58,1757.20,1072.03,579.94
2005,721.65,380.96,206.62,140.41,1511.82,2218.55,384.91,286.90,781.51,900.80,443.21,492.65,918.83,1061.27,641.18,841.61,750.21,790.16,810.45,450.48,1314.07,1005.99,645.58,1420.03,654.13,561.72,324.59,2399.95,703.94,764.85,1759.06,1209.20,357.02
2006,812.37,554.62,108.67,202.63,1539.85,2023.63,459.16,244.03,1075.00,1249.89,606.24,657.50,1254.28,1146.83,915.84,1165.63,1052.50,1128.42,1212.18,448.91,1525.58,1221.32,740.72,1540.40,633.30,869.03,385.25,2381.02,598.43,930.64,1894.66,1222.90,479.18
2007,778.08,525.31,93.49,169.81,1346.64,1920.54,396.17,376.09,1061.02,1138.15,560.85,653.61,1115.07,1218.70,901.95,1071.78,987.84,991.10,1196.71,596.01,1232.53,1129.59,791.04,1299.13,757.17,700.00,373.43,2240.34,849.48,882.17,1804.13,1133.13,467.40
2008,794.80,541.57,135.72,173.02,1333.38,2078.65,438.43,300.56,1168.39,1078.53,608.33,619.19,1101.47,1102.87,979.97,988.98,984.88,942.66,1286.98,560.57,1450.36,1109.69,710.58,1295.75,707.29,786.34,372.81,2214.44,806.50,846.53,1820.51,1006.46,496.76
2009,680.74,400.21,110.39,152.25,1066.60,1868.96,389.53,250.39,782.72,939.43,666.35,486.90,975.46,977.65,718.14,881.15,775.45,864.27,1079.26,383.75,1224.97,1017.78,602.37,1043.38,534.67,795.51,299.08,2250.43,532.91,759.58,1688.84,795.66,404.44
2010,823.53,465.52,228.03,102.52,1506.10,2423.91,424.69,366.77,1026.28,1090.33,600.26,593.63,1140.58,1071.20,829.05,1001.78,943.94,966.94,1052.90,653.52,1652.96,1093.41,706.64,1370.77,703.64,593.33,359.09,2333.68,889.10,820.42,1881.17,1200.55,462.99
2011,692.92,343.25,164.32,106.86,1392.62,2196.36,275.77,174.93,999.79,1037.64,447.41,491.53,1113.67,1006.13,769.45,963.59,901.66,926.94,1037.42,303.43,1365.14,1008.82,635.42,1349.19,520.26,628.95,353.30,2286.71,531.86,779.94,1646.55,1089.23,298.24
2012,707.03,397.04,149.04,222.15,1323.34,1704.88,353.10,253.49,834.30,1127.37,425.62,512.43,1083.55,1142.89,696.90,1026.02,845.09,1028.27,803.11,402.66,1428.90,1246.88,648.98,1335.45,543.62,692.80,342.89,2144.83,565.32,934.77,1952.53,1087.45,322.91
2013,925.20,606.50,141.04,199.19,1841.10,2549.43,516.77,386.68,1223.81,1195.85,622.05,704.50,1287.74,1333.12,991.69,1147.22,1108.95,1108.71,1221.28,678.11,1469.32,1288.96,834.78,1747.87,844.93,801.56,412.75,2987.57,933.18,951.96,2119.66,1435.24,541.94
2014,861.26,527.83,166.81,267.31,1464.98,1961.49,487.41,331.11,1171.60,1299.74,796.15,685.22,1220.97,1289.82,974.65,1221.42,1115.69,1121.77,1303.27,590.84,1389.44,1292.69,831.17,1534.96,719.29,1121.05,407.58,2204.72,749.24,1015.47,1902.08,1279.50,537.68
2015,755.19,607.89,146.89,170.59,1212.14,1778.32,538.55,367.73,927.61,1030.98,554.71,670.60,951.19,1068.49,875.54,992.01,921.81,868.69,970.93,589.09,1106.75,996.87,705.80,1143.96,685.04,761.90,498.27,2290.98,690.27,764.73,1593.81,906.92,509.90
2016,794.14,535.31,168.88,182.74,1258.96,1858.11,484.04,455.23,1076.20,1118.46,672.70,626.55,1118.20,1129.27,939.68,1052.58,984.21,976.72,1232.57,639.75,1208.03,1089.64,733.76,1197.19,688.73,811.10,415.97,2152.48,742.40,837.62,1730.98,990.25,522.45
2017,790.88,467.49,159.07,170.19,1304.20,1818.04,445.75,323.75,1073.49,1258.42,550.66,606.21,1275.88,1236.51,853.58,1158.78,988.05,1193.79,1014.77,496.78,1526.81,1333.74,762.41,1306.48,648.33,623.44,436.44,2116.84,699.89,1025.82,1984.13,1134.80,431.17
2018,777.72,707.74,157.66,232.45,1497.38,1633.47,391.09,338.56,1319.25,1190.96,573.76,783.14,1139.99,1149.93,1113.62,1189.42,1226.86,994.46,1232.26,504.90,1170.28,1090.04,796.46,1496.26,655.93,777.77,394.98,2200.89,564.78,852.22,1596.98,1191.55,540.11
2019,715.16,511.66,222.17,164.00,1375.20,1785.12,371.95,269.55,1067.50,1049.88,470.30,594.38,1074.47,1045.47,850.44,1010.43,988.51,920.29,1013.78,429.69,1251.01,1018.34,680.92,1330.98,555.70,646.08,355.13,2245.85,540.61,781.48,1593.74,1242.79,409.74
2020,687.48,464.79,146.60,122.09,1415.12,2143.83,242.54,231.03,1068.14,990.67,422.94,543.87,1008.54,969.48,865.24,927.80,901.29,899.70,1012.63,439.35,1223.51,992.02,627.07,1420.30,570.42,487.08,243.08,2408.50,611.41,761.31,1659.11,1197.35,384.99
